element, 0, 235, 158, 158
element, 1, 235, 158, 158
element, 2, 235, 158, 158
element, 3, 235, 158, 158
element, 4, 235, 158, 158
element, 5, 235, 158, 158
element, 6, 235, 158, 158
element, 7, 235, 158, 158
element, 8, 235, 158, 158
element, 9, 235, 158, 158
element, 10, 235, 158, 158
element, 11, 235, 158, 158
element, 12, 235, 158, 158
element, 13, 235, 158, 158
element, 14, 235, 158, 158
element, 15, 235, 158, 158
element, 16, 235, 158, 158
element, 17, 235, 158, 158
element, 18, 235, 158, 158
element, 19, 235, 158, 158
element, 20, 235, 158, 158
element, 21, 235, 158, 158
element, 22, 235, 158, 158
element, 23, 235, 158, 158
element, 24, 235, 158, 158
element, 25, 235, 158, 158
element, 26, 235, 158, 158
element, 27, 235, 158, 158
element, 28, 235, 158, 158
element, 29, 235, 158, 158
element, 30, 235, 158, 158
element, 31, 235, 158, 158
element, 32, 235, 158, 158
element, 33, 235, 158, 158
element, 34, 235, 158, 158
element, 35, 235, 158, 158
element, 36, 235, 158, 158
element, 37, 235, 158, 158
element, 38, 235, 158, 158
element, 39, 235, 158, 158
element, 40, 235, 158, 158
element, 41, 235, 158, 158
element, 42, 235, 158, 158
element, 43, 235, 158, 158
element, 44, 235, 158, 158
element, 45, 235, 158, 158
element, 46, 235, 158, 158
element, 47, 235, 158, 158
element, 48, 235, 158, 158
element, 49, 235, 158, 158
element, 50, 235, 158, 158
element, 51, 235, 158, 158
element, 52, 235, 158, 158
element, 53, 235, 158, 158
element, 54, 235, 158, 158
element, 55, 235, 158, 158
element, 56, 235, 158, 158
element, 57, 235, 158, 158
element, 58, 235, 158, 158
element, 59, 235, 158, 158
element, 60, 235, 158, 158
element, 61, 235, 158, 158
element, 62, 235, 158, 158
element, 63, 235, 158, 158
element, 64, 235, 158, 158
element, 65, 235, 158, 158
element, 66, 235, 158, 158
element, 67, 235, 158, 158
element, 68, 235, 158, 158
element, 69, 235, 158, 158
element, 70, 235, 158, 158
element, 71, 235, 158, 158
element, 72, 235, 158, 158
element, 73, 235, 158, 158
element, 74, 235, 158, 158
element, 75, 235, 158, 158
element, 76, 235, 158, 158
element, 77, 235, 158, 158
element, 78, 235, 158, 158
element, 79, 235, 158, 158
element, 80, 235, 158, 158
element, 81, 235, 158, 158
element, 82, 235, 158, 158
element, 83, 235, 158, 158
element, 84, 235, 158, 158
element, 85, 235, 158, 158
element, 86, 235, 158, 158
element, 87, 235, 158, 158
element, 88, 235, 158, 158
element, 89, 235, 158, 158
element, 90, 235, 158, 158
element, 91, 235, 158, 158
element, 92, 235, 158, 158
element, 93, 235, 158, 158
element, 94, 235, 158, 158
element, 95, 235, 158, 158
element, 96, 235, 158, 158
element, 97, 235, 158, 158
element, 98, 235, 158, 158
element, 99, 235, 158, 158
element, 100, 235, 158, 158
element, 101, 235, 158, 158
element, 102, 235, 158, 158
element, 103, 235, 158, 158
element, 104, 235, 158, 158
element, 105, 235, 158, 158
element, 106, 235, 158, 158
element, 107, 235, 158, 158
element, 108, 235, 158, 158
element, 109, 235, 158, 158
element, 110, 235, 158, 158
element, 111, 235, 158, 158
element, 112, 235, 158, 158
element, 113, 235, 158, 158
element, 114, 235, 158, 158
element, 115, 235, 158, 158
element, 116, 235, 158, 158
element, 117, 235, 158, 158
element, 118, 235, 158, 158
element, 119, 235, 158, 158
element, 120, 235, 158, 158
element, 121, 235, 158, 158
element, 122, 235, 158, 158
element, 123, 235, 158, 158
element, 124, 235, 158, 158
element, 125, 235, 158, 158
element, 126, 235, 158, 158
element, 127, 235, 158, 158
element, 128, 235, 158, 158
element, 129, 235, 158, 158
element, 130, 235, 158, 158
element, 131, 235, 158, 158
element, 132, 235, 158, 158
element, 133, 235, 158, 158
element, 134, 235, 158, 158
element, 135, 235, 158, 158
element, 136, 235, 158, 158
element, 137, 235, 158, 158
element, 138, 235, 158, 158
element, 139, 235, 158, 158
element, 140, 235, 158, 158
element, 141, 235, 158, 158
element, 142, 235, 158, 158
element, 143, 235, 158, 158
element, 144, 235, 158, 158
element, 145, 235, 158, 158
element, 146, 235, 158, 158
element, 147, 235, 158, 158
element, 148, 235, 158, 158
element, 149, 235, 158, 158
element, 150, 235, 158, 158
element, 151, 235, 158, 158
element, 152, 235, 158, 158
element, 153, 235, 158, 158
element, 154, 235, 158, 158
element, 155, 235, 158, 158
element, 156, 235, 158, 158
element, 157, 235, 158, 158
element, 158, 235, 158, 158
element, 159, 235, 158, 158
element, 160, 235, 158, 158
element, 161, 235, 158, 158
element, 162, 235, 158, 158
element, 163, 235, 158, 158
element, 164, 235, 158, 158
element, 165, 235, 158, 158
element, 166, 235, 158, 158
element, 167, 235, 158, 158
element, 168, 235, 158, 158
element, 169, 235, 158, 158
element, 170, 235, 158, 158
element, 171, 235, 158, 158
element, 172, 235, 158, 158
element, 173, 235, 158, 158
element, 174, 235, 158, 158
element, 175, 235, 158, 158
element, 176, 235, 158, 158
element, 177, 235, 158, 158
element, 178, 235, 158, 158
element, 179, 235, 158, 158
element, 180, 235, 158, 158
element, 181, 235, 158, 158
element, 182, 235, 158, 158
element, 183, 235, 158, 158
element, 184, 235, 158, 158
element, 185, 235, 158, 158
element, 186, 235, 158, 158
element, 187, 235, 158, 158
element, 188, 235, 158, 158
element, 189, 235, 158, 158
element, 190, 235, 158, 158
element, 191, 235, 158, 158
element, 192, 235, 158, 158
element, 193, 235, 158, 158
element, 194, 235, 158, 158
element, 195, 235, 158, 158
element, 196, 235, 158, 158
element, 197, 235, 158, 158
element, 198, 235, 158, 158
element, 199, 235, 158, 158
element, 200, 235, 158, 158
element, 201, 235, 158, 158
element, 202, 235, 158, 158
element, 203, 235, 158, 158
element, 204, 235, 158, 158
element, 205, 235, 158, 158
element, 206, 235, 158, 158
element, 207, 235, 158, 158
element, 208, 235, 158, 158
element, 209, 235, 158, 158
element, 210, 235, 158, 158
element, 211, 235, 158, 158
element, 212, 235, 158, 158
element, 213, 235, 158, 158
element, 214, 235, 158, 158
element, 215, 235, 158, 158
element, 216, 235, 158, 158
element, 217, 235, 158, 158
element, 218, 235, 158, 158
element, 219, 235, 158, 158
element, 220, 235, 158, 158
element, 221, 235, 158, 158
element, 222, 235, 158, 158
element, 223, 235, 158, 158
element, 224, 235, 158, 158
element, 225, 235, 158, 158
element, 226, 235, 158, 158
element, 227, 235, 158, 158
element, 228, 235, 158, 158
element, 229, 235, 158, 158
element, 230, 235, 158, 158
element, 231, 235, 158, 158
element, 232, 235, 158, 158
element, 233, 235, 158, 158
element, 234, 235, 158, 158
element, 235, 235, 158, 158
element, 236, 235, 158, 158
element, 237, 235, 158, 158
element, 238, 235, 158, 158
element, 239, 235, 158, 158
element, 240, 235, 158, 158
element, 241, 235, 158, 158
element, 242, 235, 158, 158
element, 243, 235, 158, 158
element, 244, 235, 158, 158
element, 245, 235, 158, 158
element, 246, 235, 158, 158
element, 247, 235, 158, 158
element, 248, 235, 158, 158
element, 249, 235, 158, 158
element, 250, 235, 158, 158
element, 251, 235, 158, 158
element, 252, 235, 158, 158
element, 253, 235, 158, 158
element, 254, 235, 158, 158
element, 255, 235, 158, 158
element, 256, 235, 158, 158
element, 257, 235, 158, 158
element, 258, 235, 158, 158
element, 259, 235, 158, 158
element, 260, 235, 158, 158
element, 261, 235, 158, 158
element, 262, 235, 158, 158
element, 263, 235, 158, 158
element, 264, 235, 158, 158
element, 265, 235, 158, 158
element, 266, 235, 158, 158
element, 267, 235, 158, 158
element, 268, 235, 158, 158
element, 269, 235, 158, 158
element, 270, 235, 158, 158
element, 271, 235, 158, 158
element, 272, 235, 158, 158
element, 273, 235, 158, 158
element, 274, 235, 158, 158
element, 275, 235, 158, 158
element, 276, 235, 158, 158
element, 277, 235, 158, 158
element, 278, 235, 158, 158
element, 279, 235, 158, 158
element, 280, 235, 158, 158
