element, genioglossus posterior right,17,
element, genioglossus posterior right,19,
element, genioglossus posterior right,21,
element, genioglossus posterior right,27,
element, genioglossus posterior right,29,
element, genioglossus posterior right,31,
element, genioglossus posterior right,56,
element, genioglossus posterior right,58,
element, genioglossus posterior right,62,
element, genioglossus posterior right,77,
element, genioglossus posterior right,79,
element, genioglossus posterior right,81,
element, genioglossus posterior right,106,
element, genioglossus posterior right,107,
element, genioglossus posterior right,109,
element, genioglossus posterior right,112,
element, genioglossus posterior right,113,
element, genioglossus posterior right,115,
element, genioglossus posterior right,118,
element, genioglossus posterior right,119,
element, genioglossus posterior right,121,
element, genioglossus posterior right,124,
element, genioglossus posterior right,125,
element, genioglossus posterior right,148,
element, genioglossus posterior right,155,
element, genioglossus posterior right,180,
element, genioglossus posterior right,185,
element, genioglossus posterior right,186,
element, genioglossus posterior right,187,
element, genioglossus posterior right,188,
element, genioglossus posterior right,199,
element, genioglossus posterior right,200,
element, genioglossus posterior right,201,
element, genioglossus posterior right,202,
element, genioglossus posterior right,213,
element, genioglossus posterior right,214,
element, genioglossus posterior right,215,
element, genioglossus posterior right,216,
element, genioglossus posterior right,227,
element, genioglossus posterior right,228,
element, genioglossus posterior right,229,
element, genioglossus posterior right,230,
element, genioglossus posterior right,241,
element, genioglossus posterior right,243,
element, genioglossus posterior right,245,
element, genioglossus posterior right,247,
element, genioglossus posterior right,349,
element, genioglossus posterior right,352,
element, genioglossus posterior right,355,
fiber_node, genioglossus posterior right,397,396
fiber_node, genioglossus posterior right,396,133
fiber_node, genioglossus posterior right,133,270
fiber_node, genioglossus posterior right,270,123
fiber_node, genioglossus posterior right,123,115
fiber_node, genioglossus posterior right,115,110
fiber_node, genioglossus posterior right,110,109
fiber_node, genioglossus posterior right,109,203
fiber_node, genioglossus posterior right,203,204
fiber_node, genioglossus posterior right,204,205
fiber_node, genioglossus posterior right,205,120
fiber_node, genioglossus posterior right,399,398
fiber_node, genioglossus posterior right,398,134
fiber_node, genioglossus posterior right,134,272
fiber_node, genioglossus posterior right,272,124
fiber_node, genioglossus posterior right,124,116
fiber_node, genioglossus posterior right,116,108
fiber_node, genioglossus posterior right,108,107
fiber_node, genioglossus posterior right,107,212
fiber_node, genioglossus posterior right,212,213
fiber_node, genioglossus posterior right,213,214
fiber_node, genioglossus posterior right,214,102
fiber_node, genioglossus posterior right,401,400
fiber_node, genioglossus posterior right,400,135
fiber_node, genioglossus posterior right,135,274
fiber_node, genioglossus posterior right,274,125
fiber_node, genioglossus posterior right,125,117
fiber_node, genioglossus posterior right,117,106
fiber_node, genioglossus posterior right,106,105
fiber_node, genioglossus posterior right,105,221
fiber_node, genioglossus posterior right,221,222
fiber_node, genioglossus posterior right,222,223
fiber_node, genioglossus posterior right,223,100
fiber_node, genioglossus posterior right,403,402
fiber_node, genioglossus posterior right,402,136
fiber_node, genioglossus posterior right,136,276
fiber_node, genioglossus posterior right,276,126
fiber_node, genioglossus posterior right,126,118
fiber_node, genioglossus posterior right,118,103
fiber_node, genioglossus posterior right,103,104
fiber_node, genioglossus posterior right,104,230
fiber_node, genioglossus posterior right,230,231
fiber_node, genioglossus posterior right,231,232
fiber_node, genioglossus posterior right,232,98
fiber_node, genioglossus posterior right,403,402
fiber_node, genioglossus posterior right,402,136
fiber_node, genioglossus posterior right,136,130
fiber_node, genioglossus posterior right,130,129
fiber_node, genioglossus posterior right,129,128
fiber_node, genioglossus posterior right,128,127
fiber_node, genioglossus posterior right,127,239
fiber_node, genioglossus posterior right,239,240
fiber_node, genioglossus posterior right,240,241
fiber_node, genioglossus posterior right,241,96
fiber_node, genioglossus posterior right,403,402
fiber_node, genioglossus posterior right,402,136
fiber_node, genioglossus posterior right,136,278
fiber_node, genioglossus posterior right,278,286
fiber_node, genioglossus posterior right,286,289
fiber_node, genioglossus posterior right,289,290
fiber_node, genioglossus posterior right,290,303
fiber_node, genioglossus posterior right,303,304
fiber_node, genioglossus posterior right,304,305
fiber_node, genioglossus posterior right,305,291
fiber_node, genioglossus posterior right,932,940
fiber_node, genioglossus posterior right,940,862
fiber_node, genioglossus posterior right,862,898
fiber_node, genioglossus posterior right,898,850
fiber_node, genioglossus posterior right,850,837
fiber_node, genioglossus posterior right,837,830
fiber_node, genioglossus posterior right,830,829
fiber_node, genioglossus posterior right,829,876
fiber_node, genioglossus posterior right,876,877
fiber_node, genioglossus posterior right,877,878
fiber_node, genioglossus posterior right,878,845
fiber_node, genioglossus posterior right,933,941
fiber_node, genioglossus posterior right,941,863
fiber_node, genioglossus posterior right,863,897
fiber_node, genioglossus posterior right,897,851
fiber_node, genioglossus posterior right,851,836
fiber_node, genioglossus posterior right,836,835
fiber_node, genioglossus posterior right,835,828
fiber_node, genioglossus posterior right,828,879
fiber_node, genioglossus posterior right,879,880
fiber_node, genioglossus posterior right,880,881
fiber_node, genioglossus posterior right,881,844
fiber_node, genioglossus posterior right,934,942
fiber_node, genioglossus posterior right,942,864
fiber_node, genioglossus posterior right,864,901
fiber_node, genioglossus posterior right,901,852
fiber_node, genioglossus posterior right,852,840
fiber_node, genioglossus posterior right,840,834
fiber_node, genioglossus posterior right,834,827
fiber_node, genioglossus posterior right,827,882
fiber_node, genioglossus posterior right,882,883
fiber_node, genioglossus posterior right,883,884
fiber_node, genioglossus posterior right,884,843
fiber_node, genioglossus posterior right,935,943
fiber_node, genioglossus posterior right,943,865
fiber_node, genioglossus posterior right,865,902
fiber_node, genioglossus posterior right,902,853
fiber_node, genioglossus posterior right,853,841
fiber_node, genioglossus posterior right,841,833
fiber_node, genioglossus posterior right,833,826
fiber_node, genioglossus posterior right,826,885
fiber_node, genioglossus posterior right,885,886
fiber_node, genioglossus posterior right,886,887
fiber_node, genioglossus posterior right,887,842
fiber_node, genioglossus posterior right,935,943
fiber_node, genioglossus posterior right,943,865
fiber_node, genioglossus posterior right,865,854
fiber_node, genioglossus posterior right,854,855
fiber_node, genioglossus posterior right,855,856
fiber_node, genioglossus posterior right,856,857
fiber_node, genioglossus posterior right,857,888
fiber_node, genioglossus posterior right,888,889
fiber_node, genioglossus posterior right,889,890
fiber_node, genioglossus posterior right,890,858
fiber_node, genioglossus posterior right,935,943
fiber_node, genioglossus posterior right,943,865
fiber_node, genioglossus posterior right,865,903
fiber_node, genioglossus posterior right,903,904
fiber_node, genioglossus posterior right,904,905
fiber_node, genioglossus posterior right,905,906
fiber_node, genioglossus posterior right,906,929
fiber_node, genioglossus posterior right,929,909
fiber_node, genioglossus posterior right,909,910
