mandible, 3445
mandible, 3446
mandible, 3456
mandible, 3457
mandible, 3458
mandible, 3459
mandible, 3468
mandible, 3469
mandible, 3470
mandible, 3471
mandible, 3472
maxilla, 3537
mandible, 3547
mandible, 3549
mandible, 3550
mandible, 3551
mandible, 3552
mandible, 3553
mandible, 3554
mandible, 3555
maxilla, 3615
maxilla, 3616
maxilla, 3617
maxilla, 3618
maxilla, 3619
maxilla, 3620
maxilla, 3627
maxilla, 3629
maxilla, 3630
maxilla, 3636
maxilla, 3638
mandible, 3712
mandible, 3713
mandible, 3714
mandible, 3715
mandible, 3716
mandible, 3717
mandible, 3718
mandible, 3720
maxilla, 3744
maxilla, 3745
maxilla, 3746
maxilla, 3747
maxilla, 3751
maxilla, 3752
maxilla, 3753
maxilla, 3754
maxilla, 3755
maxilla, 3756
maxilla, 3757
maxilla, 3758
maxilla, 3762
maxilla, 3767
maxilla, 3768
maxilla, 3769
maxilla, 3770
maxilla, 3771
maxilla, 3772
maxilla, 3773
mandible, 3780
mandible, 3785
mandible, 3826
mandible, 3827
mandible, 3830
mandible, 3831
maxilla, 3834
maxilla, 3835
maxilla, 3836
maxilla, 3837
maxilla, 3838
maxilla, 3839
maxilla, 3842
maxilla, 3843
maxilla, 3845
maxilla, 3846
maxilla, 3847
maxilla, 3850
maxilla, 3851
maxilla, 3852
maxilla, 3853
maxilla, 3854
maxilla, 3856
maxilla, 3857
maxilla, 3858
maxilla, 3859
maxilla, 3860
mandible, 3988
mandible, 3989
mandible, 3990
mandible, 3991
mandible, 3992
mandible, 3994
mandible, 3996
mandible, 4001
mandible, 4018
mandible, 4098
maxilla, 4158
maxilla, 4159
maxilla, 4177
maxilla, 4178
maxilla, 4219
maxilla, 4220
maxilla, 4221
maxilla, 4222
maxilla, 4223
maxilla, 4224
maxilla, 4225
maxilla, 4240
