#---------- Tue Nov 29 16:11:21 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
4,true,0.01,1
7,true,0.01,1
10,true,0.01,1
14,true,0.01,1
20,true,0.01,1
30,true,0.01,1
35,true,0.01,1
42,true,0.01,1
50,true,0.01,1
57,true,0.01,1
63,true,0.01,1
72,true,0.01,1
80,true,0.01,1
88,true,0.01,1
96,true,0.01,1
104,true,0.01,1
112,true,0.01,1
120,true,0.01,1
128,true,0.01,1
136,true,0.01,1
144,true,0.01,1
152,true,0.01,1
160,true,0.01,1
170,true,0.01,1
179,true,0.01,1
189,true,0.01,1
199,true,0.01,1
210,true,0.01,1
219,true,0.01,1
231,true,0.01,1
240,true,0.01,1
252,true,0.01,1
262,true,0.01,1
273,true,0.01,1
281,true,0.01,1
296,true,0.01,1
305,true,0.01,1
312,true,0.01,1
324,true,0.01,1
334,true,0.01,1
343,true,0.01,1
353,true,0.01,1
363,true,0.01,1
373,true,0.01,1
383,true,0.01,1
393,true,0.01,1
403,true,0.01,1
413,false,0.01,1
423,true,0.01,1
433,true,0.01,1
443,true,0.01,1
453,true,0.01,1
463,true,0.01,1
473,true,0.01,1
483,false,0.01,1
493,true,0.01,1
503,true,0.01,1
513,true,0.01,1
523,true,0.01,1
535,true,0.01,1
544,true,0.01,1
552,true,0.01,1
562,true,0.01,1
572,true,0.01,1
583,false,0.01,1
593,true,0.01,1
604,true,0.01,1
615,true,0.01,1
625,true,0.01,1
635,true,0.01,1
645,true,0.01,1
655,false,0.01,1
665,false,0.01,1
670,true,0.01,1
683,false,0.01,1
692,false,0.01,1
700,false,0.01,1
709,false,0.01,1
720,true,0.01,1
728,true,0.01,1
738,true,0.01,1
749,true,0.01,1
760,true,0.01,1
767,true,0.01,1
779,true,0.01,1
787,true,0.01,1
796,true,0.01,1
805,true,0.01,1
814,true,0.01,1
826,true,0.01,1
837,true,0.01,1
841,true,0.01,1
852,false,0.01,1
863,true,0.01,1
880,true,0.01,1
889,true,0.01,1
898,false,0.01,1
909,true,0.01,1
919,true,0.01,1
928,true,0.01,1
938,true,0.01,1
945,true,0.01,1
953,true,0.01,1
965,true,0.01,1
975,true,0.01,1
984,true,0.01,1
994,true,0.01,1
1005,false,0.01,1
1015,false,0.01,1
1026,true,0.01,1
1036,true,0.01,1
1047,true,0.01,1
1057,false,0.01,1
1068,false,0.01,1
1075,true,0.01,1
1088,false,0.01,1
1103,true,0.01,1
1112,true,0.01,1
1120,true,0.01,1
1129,true,0.01,1
1137,false,0.01,1
1149,false,0.01,1
1155,true,0.01,1
#---------- Tue Nov 29 18:56:42 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
4480,true,0.01,1
4489,true,0.01,1
4498,true,0.01,1
4508,true,0.01,1
4518,true,0.01,1
4527,true,0.01,1
4538,true,0.01,1
4547,true,0.01,1
4558,true,0.01,1
4568,true,0.01,1
4578,true,0.01,1
4588,true,0.01,1
4597,true,0.01,1
4606,true,0.01,1
4616,true,0.01,1
4626,false,0.01,1
4636,false,0.01,1
4645,false,0.01,1
4656,true,0.01,1
4666,true,0.01,1
4680,false,0.01,1
4690,true,0.01,1
4700,true,0.01,1
4710,true,0.01,1
4720,true,0.01,1
4729,true,0.01,1
4738,true,0.01,1
4750,true,0.01,1
4760,true,0.01,1
4771,true,0.01,1
4777,true,0.01,1
4786,false,0.01,1
4794,false,0.01,1
4803,true,0.01,1
4813,true,0.01,1
4823,true,0.01,1
4833,true,0.01,1
4843,true,0.01,1
4853,true,0.01,1
4862,false,0.01,1
4871,true,0.01,1
4880,false,0.01,1
4890,true,0.01,1
4900,true,0.01,1
4911,true,0.01,1
4921,true,0.01,1
4930,true,0.01,1
4940,true,0.01,1
4951,true,0.01,1
4961,true,0.01,1
4971,true,0.01,1
4980,true,0.01,1
4991,true,0.01,1
5002,true,0.01,1
5012,true,0.01,1
5022,false,0.01,1
5032,false,0.01,1
5049,true,0.01,1
5057,false,0.01,1
5065,false,0.01,1
5069,true,0.01,1
5078,true,0.01,1
5088,true,0.01,1
5094,true,0.01,1
5105,false,0.01,1
5107,true,0.01,1
5117,true,0.01,1
5129,true,0.01,1
5137,true,0.01,1
5144,true,0.01,1
5155,true,0.01,1
5162,true,0.01,1
5173,true,0.01,1
5178,true,0.01,1
5187,true,0.01,1
5194,true,0.01,1
5203,true,0.01,1
5214,true,0.01,1
5219,true,0.01,1
5227,true,0.01,1
5235,true,0.01,1
5243,true,0.01,1
5250,true,0.01,1
5255,true,0.01,1
5263,true,0.01,1
5271,true,0.01,1
5279,true,0.01,1
5287,true,0.01,1
5292,true,0.01,1
5300,true,0.01,1
5308,true,0.01,1
5316,true,0.01,1
5324,true,0.01,1
5331,true,0.01,1
5338,true,0.01,1
5346,true,0.01,1
5355,true,0.01,1
5364,true,0.01,1
5374,false,0.01,1
5379,true,0.01,1
5387,true,0.01,1
5395,true,0.01,1
5404,true,0.01,1
5413,true,0.01,1
5423,true,0.01,1
5434,false,0.01,1
5441,true,0.01,1
5447,true,0.01,1
5458,true,0.01,1
5464,true,0.01,1
5473,true,0.01,1
5481,true,0.01,1
5490,true,0.01,1
5500,true,0.01,1
5510,true,0.01,1
5519,true,0.01,1
5528,true,0.01,1
5537,true,0.01,1
5545,true,0.01,1
5552,false,0.01,1
5560,true,0.01,1
5568,true,0.01,1
5576,true,0.01,1
5583,true,0.01,1
5591,true,0.01,1
5603,true,0.01,1
5611,true,0.01,1
5619,true,0.01,1
5627,false,0.01,1
5634,true,0.01,1
5642,true,0.01,1
5650,true,0.01,1
5658,true,0.01,1
5660,true,0.01,1
5668,true,0.01,1
5674,true,0.01,1
5683,true,0.01,1
5687,false,0.01,1
5695,false,0.01,1
5703,false,0.01,1
