#---------- Tue Nov 29 16:11:04 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
1623,false,0.01,1
1632,false,0.01,1
1646,false,0.01,1
1651,false,0.01,1
1661,false,0.01,1
1668,false,0.01,1
1677,true,0.01,1
1686,false,0.01,1
1695,true,0.01,1
1704,false,0.01,1
1713,false,0.01,1
1722,false,0.01,1
1731,false,0.01,1
1738,false,0.01,1
1754,false,0.01,1
1760,false,0.01,1
1771,false,0.01,1
1778,false,0.01,1
1783,false,0.01,1
1793,false,0.01,1
1800,true,0.01,1
1809,true,0.01,1
1818,false,0.01,1
1828,true,0.01,1
1839,false,0.01,1
1849,false,0.01,1
1860,false,0.01,1
1863,false,0.01,1
1878,false,0.01,1
1886,false,0.01,1
1891,true,0.01,1
1899,true,0.01,1
1907,false,0.01,1
1914,false,0.01,1
1923,false,0.01,1
1930,false,0.01,1
1940,true,0.01,1
1947,false,0.01,1
1956,false,0.01,1
1966,false,0.01,1
1971,false,0.01,1
1982,false,0.01,1
1989,true,0.01,1
2000,false,0.01,1
2009,true,0.01,1
2018,false,0.01,1
2025,false,0.01,1
2032,false,0.01,1
2039,false,0.01,1
2046,false,0.01,1
2053,false,0.01,1
2060,false,0.01,1
2067,false,0.01,1
2074,false,0.01,1
2080,false,0.01,1
2088,true,0.01,1
2095,false,0.01,1
2102,false,0.01,1
2109,false,0.01,1
2115,true,0.01,1
2123,false,0.01,1
2130,false,0.01,1
2136,false,0.01,1
2145,false,0.01,1
2151,true,0.01,1
2158,false,0.01,1
2164,false,0.01,1
2171,true,0.01,1
2177,false,0.01,1
2184,false,0.01,1
2191,true,0.01,1
2197,true,0.01,1
2205,true,0.01,1
2213,true,0.01,1
2220,true,0.01,1
2226,true,0.01,1
2234,false,0.01,1
2240,true,0.01,1
2247,true,0.01,1
2253,true,0.01,1
2261,false,0.01,1
2270,true,0.01,1
2278,true,0.01,1
2285,true,0.01,1
2292,true,0.01,1
2299,true,0.01,1
2305,true,0.01,1
2313,true,0.01,1
2320,true,0.01,1
2327,true,0.01,1
2333,true,0.01,1
2341,true,0.01,1
2349,false,0.01,1
2356,false,0.01,1
2364,false,0.01,1
2374,true,0.01,1
2381,true,0.01,1
2388,true,0.01,1
2393,true,0.01,1
2400,true,0.01,1
2408,true,0.01,1
2415,true,0.01,1
2422,true,0.01,1
2429,true,0.01,1
2436,true,0.01,1
2443,true,0.01,1
2449,true,0.01,1
2455,true,0.01,1
2461,true,0.01,1
2468,true,0.01,1
2476,true,0.01,1
2482,true,0.01,1
2489,true,0.01,1
2496,true,0.01,1
2506,true,0.01,1
2511,true,0.01,1
2518,false,0.01,1
2525,true,0.01,1
2533,true,0.01,1
2539,true,0.01,1
2545,false,0.01,1
2552,true,0.01,1
2558,true,0.01,1
2567,true,0.01,1
2576,true,0.01,1
2583,true,0.01,1
2590,true,0.01,1
2597,false,0.01,1
2605,false,0.01,1
2611,true,0.01,1
2617,false,0.01,1
2624,true,0.01,1
2632,true,0.01,1
2639,true,0.01,1
2646,true,0.01,1
2652,false,0.01,1
2659,true,0.01,1
2666,true,0.01,1
2673,true,0.01,1
2681,true,0.01,1
2687,true,0.01,1
2695,true,0.01,1
2701,true,0.01,1
2707,true,0.01,1
2714,true,0.01,1
2721,true,0.01,1
2729,true,0.01,1
2738,true,0.01,1
2745,true,0.01,1
2752,true,0.01,1
2759,false,0.01,1
2767,true,0.01,1
2774,true,0.01,1
2783,true,0.01,1
2790,true,0.01,1
2797,false,0.01,1
2804,true,0.01,1
2811,true,0.01,1
2816,true,0.01,1
2823,false,0.01,1
2830,true,0.01,1
2835,false,0.01,1
2843,false,0.01,1
2849,false,0.01,1
2855,true,0.01,1
2861,false,0.01,1
2867,false,0.01,1
2873,true,0.01,1
2879,false,0.01,1
2885,true,0.01,1
2890,true,0.01,1
2896,false,0.01,1
2901,true,0.01,1
2907,true,0.01,1
2913,false,0.01,1
2918,true,0.01,1
2926,false,0.01,1
2931,true,0.01,1
2936,true,0.01,1
2944,true,0.01,1
2951,true,0.01,1
2956,true,0.01,1
2962,false,0.01,1
2968,true,0.01,1
2974,true,0.01,1
2977,true,0.01,1
2983,true,0.01,1
2986,true,0.01,1
2992,true,0.01,1
2997,true,0.01,1
3004,false,0.01,1
3010,true,0.01,1
3015,true,0.01,1
3021,false,0.01,1
3031,false,0.01,1
3037,true,0.01,1
3044,true,0.01,1
3050,true,0.01,1
3056,true,0.01,1
3062,true,0.01,1
3068,true,0.01,1
3073,true,0.01,1
3079,true,0.01,1
3084,false,0.01,1
3091,true,0.01,1
3097,true,0.01,1
3103,false,0.01,1
3109,true,0.01,1
3115,true,0.01,1
3119,true,0.01,1
3126,true,0.01,1
3132,true,0.01,1
3137,true,0.01,1
3142,true,0.01,1
3147,false,0.01,1
3155,true,0.01,1
3161,true,0.01,1
3165,false,0.01,1
3171,true,0.01,1
3177,true,0.01,1
3183,false,0.01,1
3189,true,0.01,1
3195,true,0.01,1
3202,false,0.01,1
3208,true,0.01,1
3214,true,0.01,1
3220,false,0.01,1
3226,true,0.01,1
3232,true,0.01,1
3238,true,0.01,1
3244,false,0.01,1
3249,true,0.01,1
3255,false,0.01,1
3261,true,0.01,1
3267,true,0.01,1
3272,true,0.01,1
3277,true,0.01,1
3281,true,0.01,1
3285,true,0.01,1
3289,true,0.01,1
3292,false,0.01,1
3296,true,0.01,1
3301,false,0.01,1
3304,true,0.01,1
3308,true,0.01,1
3312,true,0.01,1
3316,true,0.01,1
3320,true,0.01,1
3324,false,0.01,1
3327,false,0.01,1
3330,true,0.01,1
3335,false,0.01,1
3339,true,0.01,1
3343,false,0.01,1
3348,true,0.01,1
3352,false,0.01,1
3356,false,0.01,1
3360,true,0.01,1
3364,false,0.01,1
3368,true,0.01,1
3371,true,0.01,1
3374,false,0.01,1
3377,true,0.01,1
3380,true,0.01,1
3383,false,0.01,1
3386,true,0.01,1
3389,true,0.01,1
3392,false,0.01,1
3395,true,0.01,1
3398,true,0.01,1
3401,false,0.01,1
3404,true,0.01,1
3407,false,0.01,1
3410,false,0.01,1
3413,true,0.01,1
3416,true,0.01,1
3419,false,0.01,1
3422,true,0.01,1
3425,true,0.01,1
3428,false,0.01,1
3431,true,0.01,1
3433,true,0.01,1
3436,false,0.01,1
3439,true,0.01,1
3442,true,0.01,1
3445,false,0.01,1
3448,true,0.01,1
3451,true,0.01,1
3454,false,0.01,1
3457,true,0.01,1
3460,true,0.01,1
3463,false,0.01,1
3466,true,0.01,1
3469,true,0.01,1
3472,false,0.01,1
3475,true,0.01,1
3478,true,0.01,1
3481,true,0.01,1
3484,true,0.01,1
3487,false,0.01,1
3490,false,0.01,1
3492,true,0.01,1
3494,true,0.01,1
3496,false,0.01,1
3498,false,0.01,1
3500,false,0.01,1
3502,true,0.01,1
3504,true,0.01,1
3506,false,0.01,1
3508,false,0.01,1
3510,true,0.01,1
3512,true,0.01,1
3514,false,0.01,1
3516,false,0.01,1
3518,false,0.01,1
3520,true,0.01,1
3522,false,0.01,1
3524,false,0.01,1
3526,false,0.01,1
3528,true,0.01,1
3530,true,0.01,1
3532,true,0.01,1
3535,false,0.01,1
3537,true,0.01,1
3538,true,0.01,1
3540,true,0.01,1
3542,true,0.01,1
3544,false,0.01,1
3546,true,0.01,1
3548,true,0.01,1
3550,true,0.01,1
3552,false,0.01,1
3554,false,0.01,1
3556,true,0.01,1
3558,true,0.01,1
3560,true,0.01,1
3562,false,0.01,1
3564,true,0.01,1
3566,true,0.01,1
3568,false,0.01,1
3570,false,0.01,1
3572,false,0.01,1
3574,true,0.01,1
3576,false,0.01,1
3578,false,0.01,1
3580,false,0.01,1
3582,true,0.01,1
3584,true,0.01,1
3586,false,0.01,1
3588,false,0.01,1
3590,false,0.01,1
3592,true,0.01,1
3595,false,0.01,1
3596,false,0.01,1
3599,false,0.01,1
3601,true,0.01,1
3603,false,0.01,1
3605,false,0.01,1
3607,false,0.01,1
3609,true,0.01,1
3611,true,0.01,1
3613,false,0.01,1
3615,false,0.01,1
3617,false,0.01,1
3619,true,0.01,1
3621,false,0.01,1
3623,false,0.01,1
3625,false,0.01,1
3627,true,0.01,1
3629,true,0.01,1
3631,false,0.01,1
3633,false,0.01,1
3635,false,0.01,1
3637,true,0.01,1
3639,false,0.01,1
3641,false,0.01,1
3643,false,0.01,1
3645,true,0.01,1
3647,false,0.01,1
3649,false,0.01,1
3651,false,0.01,1
3653,false,0.01,1
3655,false,0.01,1
3657,false,0.01,1
3659,false,0.01,1
3661,false,0.01,1
3663,true,0.01,1
3665,false,0.01,1
3667,false,0.01,1
3669,false,0.01,1
3671,false,0.01,1
3673,false,0.01,1
3675,false,0.01,1
3677,false,0.01,1
3679,false,0.01,1
3681,true,0.01,1
3683,false,0.01,1
3685,false,0.01,1
3687,false,0.01,1
3689,false,0.01,1
3691,false,0.01,1
3693,false,0.01,1
3695,false,0.01,1
3697,false,0.01,1
3699,true,0.01,1
3701,false,0.01,1
3703,false,0.01,1
3705,false,0.01,1
3707,false,0.01,1
3709,true,0.01,1
3711,false,0.01,1
3713,false,0.01,1
3715,false,0.01,1
3717,true,0.01,1
3719,true,0.01,1
3721,false,0.01,1
3723,false,0.01,1
3725,false,0.01,1
3727,true,0.01,1
3729,false,0.01,1
3731,false,0.01,1
3733,false,0.01,1
3735,true,0.01,1
3737,true,0.01,1
3739,false,0.01,1
3741,false,0.01,1
3743,false,0.01,1
3745,true,0.01,1
3747,false,0.01,1
3749,false,0.01,1
3751,false,0.01,1
3753,true,0.01,1
3755,true,0.01,1
3757,false,0.01,1
3759,false,0.01,1
3761,false,0.01,1
3763,true,0.01,1
3765,false,0.01,1
3767,false,0.01,1
3769,false,0.01,1
3771,true,0.01,1
3773,true,0.01,1
3775,false,0.01,1
3777,false,0.01,1
3779,false,0.01,1
3781,true,0.01,1
3783,false,0.01,1
3785,false,0.01,1
3788,false,0.01,1
3790,true,0.01,1
3792,false,0.01,1
3794,false,0.01,1
3796,false,0.01,1
3798,true,0.01,1
3800,true,0.01,1
3802,false,0.01,1
#---------- Tue Nov 29 18:56:34 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
4478,true,0.01,1
4487,true,0.01,1
4496,true,0.01,1
4505,true,0.01,1
4514,true,0.01,1
4525,true,0.01,1
4535,true,0.01,1
4543,true,0.01,1
4551,true,0.01,1
4560,true,0.01,1
4571,true,0.01,1
4580,true,0.01,1
4590,true,0.01,1
4601,true,0.01,1
4611,true,0.01,1
4620,true,0.01,1
4630,true,0.01,1
4639,true,0.01,1
4649,true,0.01,1
4658,true,0.01,1
4669,true,0.01,1
4675,true,0.01,1
4684,true,0.01,1
4698,true,0.01,1
4707,true,0.01,1
4716,true,0.01,1
4726,true,0.01,1
4736,true,0.01,1
4747,true,0.01,1
4756,true,0.01,1
4765,true,0.01,1
4775,true,0.01,1
4785,false,0.01,1
4795,false,0.01,1
4806,true,0.01,1
4816,true,0.01,1
4826,true,0.01,1
4836,true,0.01,1
4846,true,0.01,1
4857,true,0.01,1
4867,true,0.01,1
4877,true,0.01,1
4884,true,0.01,1
4895,true,0.01,1
4905,true,0.01,1
4915,true,0.01,1
4925,true,0.01,1
4935,true,0.01,1
4945,true,0.01,1
4955,true,0.01,1
4964,true,0.01,1
4975,true,0.01,1
4984,true,0.01,1
4993,true,0.01,1
5001,true,0.01,1
5011,true,0.01,1
5021,true,0.01,1
5031,false,0.01,1
5041,true,0.01,1
5055,false,0.01,1
5060,true,0.01,1
5073,false,0.01,1
5080,true,0.01,1
5086,true,0.01,1
5097,true,0.01,1
5104,true,0.01,1
5113,false,0.01,1
5120,true,0.01,1
5127,true,0.01,1
5134,true,0.01,1
5143,true,0.01,1
5152,true,0.01,1
5160,true,0.01,1
5169,true,0.01,1
5179,false,0.01,1
5186,true,0.01,1
5198,true,0.01,1
5204,true,0.01,1
5215,true,0.01,1
5221,true,0.01,1
5231,true,0.01,1
5240,true,0.01,1
5252,true,0.01,1
5258,true,0.01,1
5268,true,0.01,1
5277,true,0.01,1
5283,true,0.01,1
5291,true,0.01,1
5299,true,0.01,1
5307,true,0.01,1
5315,true,0.01,1
5323,true,0.01,1
5329,true,0.01,1
5339,true,0.01,1
5348,false,0.01,1
5354,true,0.01,1
5363,true,0.01,1
5370,true,0.01,1
5377,true,0.01,1
5385,true,0.01,1
5393,false,0.01,1
5399,true,0.01,1
5407,true,0.01,1
5414,true,0.01,1
5425,true,0.01,1
5429,true,0.01,1
5440,true,0.01,1
5446,true,0.01,1
5457,true,0.01,1
5462,true,0.01,1
5470,true,0.01,1
5478,true,0.01,1
5486,true,0.01,1
5493,true,0.01,1
5498,true,0.01,1
5506,true,0.01,1
5514,false,0.01,1
5521,true,0.01,1
5529,true,0.01,1
5536,true,0.01,1
5544,true,0.01,1
5553,true,0.01,1
5562,true,0.01,1
5569,true,0.01,1
5577,true,0.01,1
5585,true,0.01,1
5593,true,0.01,1
5600,false,0.01,1
5609,false,0.01,1
5615,true,0.01,1
5623,true,0.01,1
5631,true,0.01,1
5638,true,0.01,1
5646,true,0.01,1
5652,true,0.01,1
5662,true,0.01,1
5676,false,0.01,1
5682,true,0.01,1
5688,true,0.01,1
5696,false,0.01,1
5704,false,0.01,1
5712,false,0.01,1
5721,true,0.01,1
5729,true,0.01,1
5735,true,0.01,1
5745,true,0.01,1
5751,true,0.01,1
5759,false,0.01,1
5767,false,0.01,1
5775,false,0.01,1
5783,false,0.01,1
5792,true,0.01,1
5799,true,0.01,1
5804,false,0.01,1
5812,false,0.01,1
5820,false,0.01,1
5828,true,0.01,1
5836,false,0.01,1
5843,false,0.01,1
5857,false,0.01,1
5865,false,0.01,1
5871,true,0.01,1
5878,false,0.01,1
5886,false,0.01,1
5892,true,0.01,1
5896,false,0.01,1
5904,false,0.01,1
5912,true,0.01,1
5920,false,0.01,1
5924,false,0.01,1
5936,true,0.01,1
5940,true,0.01,1
5951,true,0.01,1
5961,true,0.01,1
5966,false,0.01,1
5975,true,0.01,1
5983,true,0.01,1
5991,false,0.01,1
5997,true,0.01,1
6007,true,0.01,1
6013,true,0.01,1
6023,true,0.01,1
6030,true,0.01,1
6039,true,0.01,1
6047,false,0.01,1
6057,true,0.01,1
6067,true,0.01,1
6076,false,0.01,1
6086,false,0.01,1
6097,true,0.01,1
6105,true,0.01,1
6110,false,0.01,1
6118,false,0.01,1
6126,false,0.01,1
6131,true,0.01,1
6143,true,0.01,1
6149,true,0.01,1
6162,false,0.01,1
6166,true,0.01,1
6178,true,0.01,1
6186,true,0.01,1
6191,false,0.01,1
6199,false,0.01,1
6207,false,0.01,1
6214,false,0.01,1
6224,true,0.01,1
6232,true,0.01,1
6237,true,0.01,1
6250,false,0.01,1
6257,true,0.01,1
6267,true,0.01,1
6277,true,0.01,1
6287,false,0.01,1
6298,false,0.01,1
6306,false,0.01,1
6315,false,0.01,1
6323,false,0.01,1
6330,true,0.01,1
6336,false,0.01,1
6344,false,0.01,1
6351,false,0.01,1
6355,true,0.01,1
6369,false,0.01,1
6374,true,0.01,1
6383,true,0.01,1
6392,true,0.01,1
6403,false,0.01,1
6411,false,0.01,1
6421,false,0.01,1
6430,false,0.01,1
6435,true,0.01,1
6447,true,0.01,1
6452,false,0.01,1
6460,false,0.01,1
6467,false,0.01,1
6476,false,0.01,1
6485,false,0.01,1
6491,false,0.01,1
6500,true,0.01,1
6512,false,0.01,1
6518,true,0.01,1
6526,true,0.01,1
6534,true,0.01,1
6542,false,0.01,1
6550,false,0.01,1
6558,false,0.01,1
6566,true,0.01,1
6572,true,0.01,1
6583,true,0.01,1
6589,true,0.01,1
6601,true,0.01,1
6608,true,0.01,1
6618,true,0.01,1
6623,true,0.01,1
6631,true,0.01,1
6639,true,0.01,1
6646,true,0.01,1
6654,true,0.01,1
6662,true,0.01,1
6672,true,0.01,1
6680,true,0.01,1
6688,true,0.01,1
6696,true,0.01,1
6704,true,0.01,1
6712,true,0.01,1
6720,true,0.01,1
6728,true,0.01,1
6736,true,0.01,1
6745,true,0.01,1
6754,true,0.01,1
6761,true,0.01,1
6768,true,0.01,1
6776,true,0.01,1
6785,true,0.01,1
6794,true,0.01,1
6803,true,0.01,1
6811,true,0.01,1
6819,true,0.01,1
6825,true,0.01,1
6830,true,0.01,1
6838,true,0.01,1
6846,true,0.01,1
6855,true,0.01,1
6863,true,0.01,1
6869,true,0.01,1
6880,true,0.01,1
6887,true,0.01,1
6895,true,0.01,1
6903,true,0.01,1
6911,true,0.01,1
6920,true,0.01,1
6930,true,0.01,1
6935,true,0.01,1
6942,true,0.01,1
6951,true,0.01,1
6959,true,0.01,1
6970,true,0.01,1
6976,true,0.01,1
6985,true,0.01,1
6993,true,0.01,1
7000,true,0.01,1
7008,true,0.01,1
7016,true,0.01,1
7023,true,0.01,1
7031,true,0.01,1
7039,true,0.01,1
7047,true,0.01,1
7055,true,0.01,1
7063,true,0.01,1
7071,true,0.01,1
7079,true,0.01,1
7085,true,0.01,1
7095,true,0.01,1
7101,true,0.01,1
7111,true,0.01,1
7118,true,0.01,1
7126,true,0.01,1
7134,false,0.01,1
7142,true,0.01,1
7150,true,0.01,1
7158,true,0.01,1
7166,true,0.01,1
7174,true,0.01,1
7182,true,0.01,1
7190,true,0.01,1
7198,true,0.01,1
7206,true,0.01,1
7214,true,0.01,1
7224,false,0.01,1
7230,true,0.01,1
7238,true,0.01,1
7247,true,0.01,1
7253,true,0.01,1
7261,true,0.01,1
7269,false,0.01,1
7277,true,0.01,1
7284,true,0.01,1
7292,true,0.01,1
7300,true,0.01,1
7308,true,0.01,1
7316,true,0.01,1
7326,true,0.01,1
7336,true,0.01,1
7345,true,0.01,1
7354,true,0.01,1
7363,true,0.01,1
7374,true,0.01,1
7381,true,0.01,1
7390,true,0.01,1
7399,true,0.01,1
7404,true,0.01,1
7414,true,0.01,1
7424,true,0.01,1
7431,true,0.01,1
7441,true,0.01,1
7448,true,0.01,1
7456,true,0.01,1
7464,true,0.01,1
7472,true,0.01,1
7481,true,0.01,1
7489,true,0.01,1
7497,true,0.01,1
7504,true,0.01,1
7512,true,0.01,1
7522,true,0.01,1
7531,true,0.01,1
7541,false,0.01,1
7552,true,0.01,1
7559,true,0.01,1
7568,true,0.01,1
7574,true,0.01,1
7582,true,0.01,1
7590,true,0.01,1
7595,true,0.01,1
7601,true,0.01,1
7609,true,0.01,1
7617,true,0.01,1
7625,true,0.01,1
7633,true,0.01,1
7639,true,0.01,1
7648,true,0.01,1
7659,true,0.01,1
7664,true,0.01,1
7672,true,0.01,1
7680,true,0.01,1
7688,true,0.01,1
7696,true,0.01,1
7704,true,0.01,1
7712,false,0.01,1
7720,false,0.01,1
7728,false,0.01,1
7736,true,0.01,1
7744,true,0.01,1
7755,false,0.01,1
7766,true,0.01,1
7775,true,0.01,1
7786,true,0.01,1
7789,true,0.01,1
7797,true,0.01,1
7805,true,0.01,1
7816,true,0.01,1
7822,true,0.01,1
7833,true,0.01,1
7838,true,0.01,1
7844,true,0.01,1
7852,true,0.01,1
7860,true,0.01,1
7868,true,0.01,1
7876,true,0.01,1
7884,true,0.01,1
7890,false,0.01,1
7901,false,0.01,1
7912,true,0.01,1
7917,false,0.01,1
7929,true,0.01,1
7937,true,0.01,1
7944,false,0.01,1
7951,false,0.01,1
7960,true,0.01,1
7968,true,0.01,1
7978,true,0.01,1
7986,true,0.01,1
7994,true,0.01,1
8002,true,0.01,1
8009,false,0.01,1
8021,false,0.01,1
8030,false,0.01,1
8038,false,0.01,1
8045,false,0.01,1
8053,false,0.01,1
8061,false,0.01,1
8066,true,0.01,1
8074,true,0.01,1
8083,true,0.01,1
8090,false,0.01,1
8098,false,0.01,1
8106,false,0.01,1
8114,false,0.01,1
8122,false,0.01,1
8131,false,0.01,1
8137,true,0.01,1
8145,true,0.01,1
8153,false,0.01,1
8161,false,0.01,1
8169,false,0.01,1
8177,false,0.01,1
8186,false,0.01,1
8193,false,0.01,1
8202,true,0.01,1
8211,true,0.01,1
8220,true,0.01,1
8229,true,0.01,1
8239,true,0.01,1
8247,true,0.01,1
8255,true,0.01,1
8263,false,0.01,1
8271,false,0.01,1
8279,false,0.01,1
8287,false,0.01,1
8295,false,0.01,1
8302,false,0.01,1
8308,false,0.01,1
8318,false,0.01,1
8328,false,0.01,1
8337,false,0.01,1
8345,false,0.01,1
8353,false,0.01,1
8360,false,0.01,1
8368,false,0.01,1
8376,false,0.01,1
8382,false,0.01,1
8389,false,0.01,1
8397,true,0.01,1
8406,true,0.01,1
8414,false,0.01,1
8422,false,0.01,1
8430,false,0.01,1
8437,false,0.01,1
8440,false,0.01,1
8448,false,0.01,1
8456,false,0.01,1
8462,false,0.01,1
8470,true,0.01,1
8476,false,0.01,1
8483,false,0.01,1
8493,false,0.01,1
8500,true,0.01,1
8507,false,0.01,1
8514,false,0.01,1
8521,false,0.01,1
8527,false,0.01,1
8534,false,0.01,1
8541,false,0.01,1
8549,false,0.01,1
8555,false,0.01,1
8563,false,0.01,1
8569,true,0.01,1
8576,false,0.01,1
8583,false,0.01,1
8590,false,0.01,1
8597,false,0.01,1
8603,false,0.01,1
8610,false,0.01,1
8618,false,0.01,1
8624,false,0.01,1
8632,false,0.01,1
8639,false,0.01,1
8646,false,0.01,1
8653,false,0.01,1
8660,false,0.01,1
8667,false,0.01,1
8676,false,0.01,1
8687,false,0.01,1
8693,false,0.01,1
8701,false,0.01,1
8708,false,0.01,1
8715,false,0.01,1
8722,true,0.01,1
8729,false,0.01,1
8736,false,0.01,1
8743,false,0.01,1
8752,true,0.01,1
8758,true,0.01,1
8764,true,0.01,1
8771,true,0.01,1
8778,true,0.01,1
8784,false,0.01,1
8793,true,0.01,1
8803,true,0.01,1
8809,true,0.01,1
8816,true,0.01,1
8822,true,0.01,1
8832,true,0.01,1
8837,true,0.01,1
8843,true,0.01,1
8851,true,0.01,1
8857,true,0.01,1
8864,true,0.01,1
8871,true,0.01,1
8878,true,0.01,1
8885,true,0.01,1
8894,true,0.01,1
8903,true,0.01,1
8912,true,0.01,1
8920,true,0.01,1
8926,true,0.01,1
8933,true,0.01,1
8940,true,0.01,1
8946,true,0.01,1
8953,true,0.01,1
8960,true,0.01,1
8967,true,0.01,1
8975,true,0.01,1
8982,true,0.01,1
8989,true,0.01,1
8996,true,0.01,1
9004,true,0.01,1
9010,true,0.01,1
9016,true,0.01,1
9022,true,0.01,1
9029,true,0.01,1
9036,true,0.01,1
9048,true,0.01,1
9055,true,0.01,1
9061,true,0.01,1
9068,true,0.01,1
9072,true,0.01,1
9080,true,0.01,1
9086,true,0.01,1
9094,true,0.01,1
9101,true,0.01,1
9111,true,0.01,1
9116,true,0.01,1
9123,true,0.01,1
9130,true,0.01,1
9136,true,0.01,1
9143,true,0.01,1
9151,true,0.01,1
9158,true,0.01,1
9166,true,0.01,1
9173,true,0.01,1
9179,false,0.01,1
9186,false,0.01,1
9192,true,0.01,1
9200,true,0.01,1
9206,true,0.01,1
9214,true,0.01,1
9220,true,0.01,1
9228,true,0.01,1
9235,true,0.01,1
9241,true,0.01,1
9248,true,0.01,1
9256,true,0.01,1
9263,true,0.01,1
9269,true,0.01,1
9277,true,0.01,1
9283,true,0.01,1
9291,true,0.01,1
9298,true,0.01,1
9305,true,0.01,1
9312,true,0.01,1
9319,true,0.01,1
9324,true,0.01,1
9331,false,0.01,1
9338,true,0.01,1
9345,true,0.01,1
9352,true,0.01,1
9358,true,0.01,1
9365,true,0.01,1
9373,true,0.01,1
9380,true,0.01,1
9388,true,0.01,1
9395,true,0.01,1
9402,false,0.01,1
9409,false,0.01,1
9416,true,0.01,1
9423,true,0.01,1
9433,true,0.01,1
9445,true,0.01,1
9456,false,0.01,1
9462,true,0.01,1
9473,true,0.01,1
9484,true,0.01,1
9495,false,0.01,1
9504,false,0.01,1
9511,true,0.01,1
9522,false,0.01,1
9533,true,0.01,1
9548,true,0.01,1
9555,true,0.01,1
