TaskNumber,models/jawmodel/models/tongue/exciters/GGP:excitation,models/jawmodel/models/tongue/exciters/GGM:excitation,models/jawmodel/models/tongue/exciters/GGA:excitation,models/jawmodel/models/tongue/exciters/STY:excitation,models/jawmodel/models/tongue/exciters/GH:excitation,models/jawmodel/models/tongue/exciters/MH:excitation,models/jawmodel/models/tongue/exciters/HG:excitation,models/jawmodel/models/tongue/exciters/TRANS:excitation,models/jawmodel/models/tongue/exciters/VERT:excitation,models/jawmodel/models/tongue/exciters/SL:excitation,models/jawmodel/models/tongue/exciters/IL:excitation
49895,0.5,0.2,0.2,0.5,0,0.2,0,0.5,0.5,0.5,0.5
49903,0.5,0.2,0.2,0.5,0,0.2,0.2,0,0,0.5,0.2
49910,0.5,0.2,0.2,0.5,0,0.2,0.2,0,0.2,0.2,0.5
49923,0.5,0.2,0.2,0.5,0,0.2,0.2,0.2,0,0,0
49933,0.5,0.2,0.2,0.5,0,0.2,0.2,0.2,0.2,0,0.2
49944,0.5,0.2,0.2,0.5,0,0.2,0.2,0.2,0.5,0.2,0
49952,0.5,0.2,0.2,0.5,0,0.2,0.2,0.5,0,0,0.5
49963,0.5,0.2,0.2,0.5,0,0.2,0.2,0.5,0.2,0.2,0.2
49973,0.5,0.2,0.2,0.5,0,0.2,0.2,0.5,0.5,0.2,0.5
49982,0.5,0.2,0.2,0.5,0,0.2,0.5,0,0,0.2,0.5
49994,0.5,0.2,0.2,0.5,0,0.2,0.5,0,0.2,0.5,0.5
50001,0.5,0.2,0.2,0.5,0,0.2,0.5,0,0.5,0.5,0
50011,0.5,0.2,0.2,0.5,0,0.2,0.5,0.2,0,0.5,0.2
50018,0.5,0.2,0.2,0.5,0,0.2,0.5,0.2,0.2,0.2,0.5
50031,0.5,0.2,0.2,0.5,0,0.2,0.5,0.5,0,0,0
50038,0.5,0.2,0.2,0.5,0,0.2,0.5,0.5,0,0.5,0.2
50048,0.5,0.2,0.2,0.5,0,0.2,0.5,0.5,0.2,0.5,0.5
50059,0.5,0.2,0.2,0.5,0,0.5,0,0,0,0,0.2
50072,0.5,0.2,0.2,0.5,0,0.5,0,0,0.2,0.2,0.5
50081,0.5,0.2,0.2,0.5,0,0.5,0,0,0.5,0.2,0.5
50093,0.5,0.2,0.2,0.5,0,0.5,0,0.2,0,0.5,0.5
50101,0.5,0.2,0.2,0.5,0,0.5,0,0.2,0.2,0.5,0.2
50109,0.5,0.2,0.2,0.5,0,0.5,0,0.2,0.5,0.5,0
50120,0.5,0.2,0.2,0.5,0,0.5,0,0.5,0,0.5,0.5
50129,0.5,0.2,0.2,0.5,0,0.5,0,0.5,0.2,0.5,0.5
50140,0.5,0.2,0.2,0.5,0,0.5,0.2,0,0,0,0.2
50149,0.5,0.2,0.2,0.5,0,0.5,0.2,0,0.2,0,0.2
50160,0.5,0.2,0.2,0.5,0,0.5,0.2,0,0.5,0.2,0
50169,0.5,0.2,0.2,0.5,0,0.5,0.2,0.2,0,0.2,0
50180,0.5,0.2,0.2,0.5,0,0.5,0.2,0.2,0.2,0.2,0.5
50190,0.5,0.2,0.2,0.5,0,0.5,0.2,0.2,0.5,0.5,0
50200,0.5,0.2,0.2,0.5,0,0.5,0.2,0.5,0,0.5,0.2
50210,0.5,0.2,0.2,0.5,0,0.5,0.2,0.5,0.2,0.5,0.5
50220,0.5,0.2,0.2,0.5,0,0.5,0.5,0,0,0,0
50230,0.5,0.2,0.2,0.5,0,0.5,0.5,0,0.2,0,0.2
50240,0.5,0.2,0.2,0.5,0,0.5,0.5,0,0.5,0,0.5
50251,0.5,0.2,0.2,0.5,0,0.5,0.5,0.2,0,0.2,0.2
50264,0.5,0.2,0.2,0.5,0,0.5,0.5,0.2,0.2,0.5,0.5
50272,0.5,0.2,0.2,0.5,0,0.5,0.5,0.2,0.5,0.5,0.2
50280,0.5,0.2,0.2,0.5,0,0.5,0.5,0.5,0,0.5,0
50287,0.5,0.2,0.2,0.5,0,0.5,0.5,0.5,0.2,0.2,0.2
50304,0.5,0.2,0.5,0,0,0,0,0,0,0.2,0
50313,0.5,0.2,0.5,0,0,0,0,0,0.2,0.2,0
50323,0.5,0.2,0.5,0,0,0,0,0,0.5,0.2,0.2
50333,0.5,0.2,0.5,0,0,0,0,0.2,0,0.2,0.5
50346,0.5,0.2,0.5,0,0,0,0,0.2,0.5,0,0
50353,0.5,0.2,0.5,0,0,0,0,0.2,0.5,0.5,0.2
50363,0.5,0.2,0.5,0,0,0,0,0.5,0,0.5,0.5
50376,0.5,0.2,0.5,0,0,0,0,0.5,0.5,0.2,0
50386,0.5,0.2,0.5,0,0,0,0.2,0,0,0.2,0.2
50396,0.5,0.2,0.5,0,0,0,0.2,0,0.2,0.2,0.5
50406,0.5,0.2,0.5,0,0,0,0.2,0,0.5,0.5,0
50418,0.5,0.2,0.5,0,0,0,0.2,0.2,0.2,0,0
50430,0.5,0.2,0.5,0,0,0,0.2,0.2,0.5,0.2,0
50440,0.5,0.2,0.5,0,0,0,0.2,0.5,0,0.2,0.2
50449,0.5,0.2,0.5,0,0,0,0.2,0.5,0.2,0.2,0.2
50459,0.5,0.2,0.5,0,0,0,0.2,0.5,0.5,0.2,0.5
50472,0.5,0.2,0.5,0,0,0,0.5,0,0.2,0,0
50482,0.5,0.2,0.5,0,0,0,0.5,0,0.5,0,0.2
50492,0.5,0.2,0.5,0,0,0,0.5,0.2,0,0,0.5
50503,0.5,0.2,0.5,0,0,0,0.5,0.2,0.2,0.2,0.2
50512,0.5,0.2,0.5,0,0,0,0.5,0.2,0.5,0.2,0.2
50526,0.5,0.2,0.5,0,0,0,0.5,0.5,0.2,0,0
50536,0.5,0.2,0.5,0,0,0,0.5,0.5,0.5,0,0.2
50546,0.5,0.2,0.5,0,0,0.2,0,0,0,0,0.5
50555,0.5,0.2,0.5,0,0,0.2,0,0,0.2,0,0.5
50560,0.5,0.2,0.5,0,0,0.2,0,0,0.2,0.5,0.2
50572,0.5,0.2,0.5,0,0,0.2,0,0.2,0,0,0.2
50583,0.5,0.2,0.5,0,0,0.2,0,0.2,0.2,0.2,0
50593,0.5,0.2,0.5,0,0,0.2,0,0.2,0.5,0.2,0.2
50609,0.5,0.2,0.5,0,0,0.2,0,0.5,0.2,0,0.5
50617,0.5,0.2,0.5,0,0,0.2,0,0.5,0.5,0,0.2
50627,0.5,0.2,0.5,0,0,0.2,0.2,0,0,0,0.5
50630,0.5,0.2,0.5,0,0,0.2,0.2,0,0,0.2,0.5
50642,0.5,0.2,0.5,0,0,0.2,0.2,0,0.2,0.5,0.5
50652,0.5,0.2,0.5,0,0,0.2,0.2,0.2,0,0,0
50662,0.5,0.2,0.5,0,0,0.2,0.2,0.2,0.2,0,0.2
50673,0.5,0.2,0.5,0,0,0.2,0.2,0.2,0.5,0.2,0
50683,0.5,0.2,0.5,0,0,0.2,0.2,0.5,0,0.2,0.2
50693,0.5,0.2,0.5,0,0,0.2,0.2,0.5,0.2,0.2,0.5
50701,0.5,0.2,0.5,0,0,0.2,0.2,0.5,0.5,0.2,0.2
50712,0.5,0.2,0.5,0,0,0.2,0.5,0,0,0.5,0
50722,0.5,0.2,0.5,0,0,0.2,0.5,0,0.2,0.5,0.2
50732,0.5,0.2,0.5,0,0,0.2,0.5,0,0.5,0.5,0.5
50742,0.5,0.2,0.5,0,0,0.2,0.5,0.2,0.2,0,0
50752,0.5,0.2,0.5,0,0,0.2,0.5,0.2,0.5,0,0.2
50762,0.5,0.2,0.5,0,0,0.2,0.5,0.5,0,0,0.5
50772,0.5,0.2,0.5,0,0,0.2,0.5,0.5,0.2,0.2,0
50782,0.5,0.2,0.5,0,0,0.2,0.5,0.5,0.5,0.2,0.2
50793,0.5,0.2,0.5,0,0,0.5,0,0,0,0.5,0
50801,0.5,0.2,0.5,0,0,0.5,0,0,0.2,0.2,0.5
50811,0.5,0.2,0.5,0,0,0.5,0,0,0.5,0.5,0
50825,0.5,0.2,0.5,0,0,0.5,0,0.2,0.2,0,0.5
50835,0.5,0.2,0.5,0,0,0.5,0,0.2,0.5,0.2,0
50845,0.5,0.2,0.5,0,0,0.5,0,0.5,0,0.2,0.2
50855,0.5,0.2,0.5,0,0,0.5,0,0.5,0.2,0.2,0.5
50869,0.5,0.2,0.5,0,0,0.5,0.2,0,0,0,0.2
50879,0.5,0.2,0.5,0,0,0.5,0.2,0,0.2,0,0.5
50890,0.5,0.2,0.5,0,0,0.5,0.2,0,0.5,0.2,0.2
50900,0.5,0.2,0.5,0,0,0.5,0.2,0.2,0,0.2,0.5
50910,0.5,0.2,0.5,0,0,0.5,0.2,0.2,0.2,0.5,0
50919,0.5,0.2,0.5,0,0,0.5,0.2,0.2,0.5,0.5,0
50928,0.5,0.2,0.5,0,0,0.5,0.2,0.5,0,0.5,0
50938,0.5,0.2,0.5,0,0,0.5,0.2,0.5,0.2,0.5,0.2
50950,0.5,0.2,0.5,0,0,0.5,0.5,0,0,0,0.2
50960,0.5,0.2,0.5,0,0,0.5,0.5,0,0.2,0,0.5
50970,0.5,0.2,0.5,0,0,0.5,0.5,0,0.5,0.2,0
50979,0.5,0.2,0.5,0,0,0.5,0.5,0.2,0,0.2,0
50988,0.5,0.2,0.5,0,0,0.5,0.5,0.2,0.2,0.2,0
50997,0.5,0.2,0.5,0,0,0.5,0.5,0.2,0.5,0.2,0
51006,0.5,0.2,0.5,0,0,0.5,0.5,0.5,0,0.2,0
51014,0.5,0.2,0.5,0,0,0.5,0.5,0.5,0.2,0,0.5
51024,0.5,0.2,0.5,0,0,0.5,0.5,0.5,0.5,0.2,0
51033,0.5,0.2,0.5,0.2,0,0,0,0,0,0.2,0
51043,0.5,0.2,0.5,0.2,0,0,0,0,0.2,0.2,0.2
51055,0.5,0.2,0.5,0.2,0,0,0,0,0.5,0.5,0.2
51065,0.5,0.2,0.5,0.2,0,0,0,0.2,0,0.5,0.5
51074,0.5,0.2,0.5,0.2,0,0,0,0.2,0.2,0.5,0.5
51082,0.5,0.2,0.5,0.2,0,0,0,0.2,0.5,0.5,0.2
51088,0.5,0.2,0.5,0.2,0,0,0,0.5,0,0.2,0.2
51099,0.5,0.2,0.5,0.2,0,0,0,0.5,0.2,0.5,0
51109,0.5,0.2,0.5,0.2,0,0,0,0.5,0.5,0.5,0.2
51119,0.5,0.2,0.5,0.2,0,0,0.2,0,0,0.5,0.5
51128,0.5,0.2,0.5,0.2,0,0,0.2,0,0.2,0.5,0.5
51138,0.5,0.2,0.5,0.2,0,0,0.2,0.2,0,0,0
51148,0.5,0.2,0.5,0.2,0,0,0.2,0.2,0.2,0,0.2
51158,0.5,0.2,0.5,0.2,0,0,0.2,0.2,0.5,0,0.5
51167,0.5,0.2,0.5,0.2,0,0,0.2,0.5,0,0,0.5
51175,0.5,0.2,0.5,0.2,0,0,0.2,0.5,0.2,0,0.2
51185,0.5,0.2,0.5,0.2,0,0,0.2,0.5,0.5,0,0.5
51191,0.5,0.2,0.5,0.2,0,0,0.2,0.5,0.5,0.5,0.5
51199,0.5,0.2,0.5,0.2,0,0,0.5,0,0,0.5,0.2
51208,0.5,0.2,0.5,0.2,0,0,0.5,0,0.2,0.5,0.2
51216,0.5,0.2,0.5,0.2,0,0,0.5,0,0.5,0.5,0
51225,0.5,0.2,0.5,0.2,0,0,0.5,0.2,0,0.5,0
51235,0.5,0.2,0.5,0.2,0,0,0.5,0.2,0.2,0.5,0.2
51242,0.5,0.2,0.5,0.2,0,0,0.5,0.2,0.5,0.2,0.5
51252,0.5,0.2,0.5,0.2,0,0,0.5,0.5,0,0.5,0
51261,0.5,0.2,0.5,0.2,0,0,0.5,0.5,0.2,0.5,0
51271,0.5,0.2,0.5,0.2,0,0,0.5,0.5,0.5,0.5,0.2
51280,0.5,0.2,0.5,0.2,0,0.2,0,0,0,0.5,0.2
51290,0.5,0.2,0.5,0.2,0,0.2,0,0,0.2,0.5,0.5
51302,0.5,0.2,0.5,0.2,0,0.2,0,0.2,0,0,0.5
51303,0.5,0.2,0.5,0.2,0,0.2,0,0.2,0,0.2,0
51312,0.5,0.2,0.5,0.2,0,0.2,0,0.2,0.2,0.2,0
51321,0.5,0.2,0.5,0.2,0,0.2,0,0.2,0.5,0.2,0
51330,0.5,0.2,0.5,0.2,0,0.2,0,0.5,0,0.2,0
51343,0.5,0.2,0.5,0.2,0,0.2,0,0.5,0.2,0.5,0.2
51349,0.5,0.2,0.5,0.2,0,0.2,0,0.5,0.5,0.2,0.2
51358,0.5,0.2,0.5,0.2,0,0.2,0.2,0,0,0.2,0.2
51368,0.5,0.2,0.5,0.2,0,0.2,0.2,0,0.2,0.2,0.5
51379,0.5,0.2,0.5,0.2,0,0.2,0.2,0,0.5,0.5,0.2
51387,0.5,0.2,0.5,0.2,0,0.2,0.2,0.2,0,0.5,0
51396,0.5,0.2,0.5,0.2,0,0.2,0.2,0.2,0.2,0.5,0
51402,0.5,0.2,0.5,0.2,0,0.2,0.2,0.2,0.5,0.2,0
51413,0.5,0.2,0.5,0.2,0,0.2,0.2,0.5,0,0.2,0.5
51425,0.5,0.2,0.5,0.2,0,0.2,0.2,0.5,0.2,0.5,0.5
51434,0.5,0.2,0.5,0.2,0,0.2,0.2,0.5,0.5,0.5,0.5
51442,0.5,0.2,0.5,0.2,0,0.2,0.5,0,0,0.5,0.2
51451,0.5,0.2,0.5,0.2,0,0.2,0.5,0,0.2,0.5,0.2
51458,0.5,0.2,0.5,0.2,0,0.2,0.5,0,0.5,0.2,0.5
51465,0.5,0.2,0.5,0.2,0,0.2,0.5,0.2,0,0.2,0
51478,0.5,0.2,0.5,0.2,0,0.2,0.5,0.2,0.2,0.5,0.2
51481,0.5,0.2,0.5,0.2,0,0.2,0.5,0.2,0.5,0,0.2
51497,0.5,0.2,0.5,0.2,0,0.2,0.5,0.5,0,0.5,0.5
51504,0.5,0.2,0.5,0.2,0,0.2,0.5,0.5,0.2,0.5,0
51511,0.5,0.2,0.5,0.2,0,0.2,0.5,0.5,0.5,0.2,0.2
51519,0.5,0.2,0.5,0.2,0,0.5,0,0,0,0.2,0
51531,0.5,0.2,0.5,0.2,0,0.5,0,0,0.2,0.5,0
51539,0.5,0.2,0.5,0.2,0,0.5,0,0,0.5,0.2,0.5
51549,0.5,0.2,0.5,0.2,0,0.5,0,0.2,0,0.5,0
51557,0.5,0.2,0.5,0.2,0,0.5,0,0.2,0.2,0.2,0.5
51572,0.5,0.2,0.5,0.2,0,0.5,0,0.5,0,0,0.5
51573,0.5,0.2,0.5,0.2,0,0.5,0,0.5,0,0.2,0
51585,0.5,0.2,0.5,0.2,0,0.5,0,0.5,0.2,0.5,0
51591,0.5,0.2,0.5,0.2,0,0.5,0,0.5,0.5,0.2,0
51605,0.5,0.2,0.5,0.2,0,0.5,0.2,0,0,0.5,0.5
51615,0.5,0.2,0.5,0.2,0,0.5,0.2,0,0.5,0,0
51625,0.5,0.2,0.5,0.2,0,0.5,0.2,0.2,0,0,0.2
51629,0.5,0.2,0.5,0.2,0,0.5,0.2,0.2,0,0.2,0.5
51642,0.5,0.2,0.5,0.2,0,0.5,0.2,0.2,0.5,0,0
51652,0.5,0.2,0.5,0.2,0,0.5,0.2,0.5,0,0,0.2
51661,0.5,0.2,0.5,0.2,0,0.5,0.2,0.5,0.2,0,0.2
51670,0.5,0.2,0.5,0.2,0,0.5,0.2,0.5,0.5,0,0.2
51682,0.5,0.2,0.5,0.2,0,0.5,0.5,0,0,0.2,0.2
51690,0.5,0.2,0.5,0.2,0,0.5,0.5,0,0.2,0.2,0
51697,0.5,0.2,0.5,0.2,0,0.5,0.5,0,0.5,0,0.2
51713,0.5,0.2,0.5,0.2,0,0.5,0.5,0.2,0,0.5,0.5
51721,0.5,0.2,0.5,0.2,0,0.5,0.5,0.2,0.2,0.5,0.2
51727,0.5,0.2,0.5,0.2,0,0.5,0.5,0.2,0.5,0.2,0.2
51734,0.5,0.2,0.5,0.2,0,0.5,0.5,0.5,0,0,0.5
51748,0.5,0.2,0.5,0.2,0,0.5,0.5,0.5,0.2,0.5,0.2
51754,0.5,0.2,0.5,0.2,0,0.5,0.5,0.5,0.5,0.2,0.2
51761,0.5,0.2,0.5,0.5,0,0,0,0,0,0,0.5
51770,0.5,0.2,0.5,0.5,0,0,0,0,0.2,0,0.5
51779,0.5,0.2,0.5,0.5,0,0,0,0,0.5,0,0.5
51782,0.5,0.2,0.5,0.5,0,0,0,0,0.5,0.2,0.5
51796,0.5,0.2,0.5,0.5,0,0,0,0.2,0.2,0,0.2
51799,0.5,0.2,0.5,0.5,0,0,0,0.2,0.2,0.2,0.2
51814,0.5,0.2,0.5,0.5,0,0,0,0.5,0,0,0.2
51821,0.5,0.2,0.5,0.5,0,0,0,0.5,0,0.5,0.5
51827,0.5,0.2,0.5,0.5,0,0,0,0.5,0.2,0.2,0.5
51842,0.5,0.2,0.5,0.5,0,0,0.2,0,0,0,0.5
51850,0.5,0.2,0.5,0.5,0,0,0.2,0,0.2,0,0.2
51854,0.5,0.2,0.5,0.5,0,0,0.2,0,0.2,0.2,0.5
51868,0.5,0.2,0.5,0.5,0,0,0.2,0.2,0,0,0.2
51878,0.5,0.2,0.5,0.5,0,0,0.2,0.2,0.2,0,0.5
51888,0.5,0.2,0.5,0.5,0,0,0.2,0.2,0.5,0.2,0
51903,0.5,0.2,0.5,0.5,0,0,0.2,0.5,0.2,0,0
51905,0.5,0.2,0.5,0.5,0,0,0.2,0.5,0.2,0,0.5
51920,0.5,0.2,0.5,0.5,0,0,0.2,0.5,0.5,0.5,0.5
51924,0.5,0.2,0.5,0.5,0,0,0.5,0,0,0.2,0
51937,0.5,0.2,0.5,0.5,0,0,0.5,0,0.2,0.5,0.2
51944,0.5,0.2,0.5,0.5,0,0,0.5,0,0.5,0.2,0.5
51954,0.5,0.2,0.5,0.5,0,0,0.5,0.2,0,0.5,0
51964,0.5,0.2,0.5,0.5,0,0,0.5,0.2,0.2,0.5,0.2
51973,0.5,0.2,0.5,0.5,0,0,0.5,0.2,0.5,0.5,0.2
51982,0.5,0.2,0.5,0.5,0,0,0.5,0.5,0,0.5,0.2
51992,0.5,0.2,0.5,0.5,0,0,0.5,0.5,0.2,0.5,0.5
52001,0.5,0.2,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5
52010,0.5,0.2,0.5,0.5,0,0.2,0,0,0,0.5,0.5
52020,0.5,0.2,0.5,0.5,0,0.2,0,0,0.5,0,0
52023,0.5,0.2,0.5,0.5,0,0.2,0,0,0.5,0.2,0
52034,0.5,0.2,0.5,0.5,0,0.2,0,0.2,0,0.2,0.5
52048,0.5,0.2,0.5,0.5,0,0.2,0,0.2,0.5,0,0.2
52051,0.5,0.2,0.5,0.5,0,0.2,0,0.2,0.5,0.2,0.2
52067,0.5,0.2,0.5,0.5,0,0.2,0,0.5,0.2,0,0.5
52073,0.5,0.2,0.5,0.5,0,0.2,0,0.5,0.2,0.5,0.5
52082,0.5,0.2,0.5,0.5,0,0.2,0,0.5,0.5,0.5,0.5
52088,0.5,0.2,0.5,0.5,0,0.2,0.2,0,0,0.2,0.5
52096,0.5,0.2,0.5,0.5,0,0.2,0.2,0,0.2,0.2,0.2
52108,0.5,0.2,0.5,0.5,0,0.2,0.2,0,0.5,0.5,0.2
52116,0.5,0.2,0.5,0.5,0,0.2,0.2,0.2,0,0.5,0
52126,0.5,0.2,0.5,0.5,0,0.2,0.2,0.2,0.2,0.5,0.2
52135,0.5,0.2,0.5,0.5,0,0.2,0.2,0.2,0.5,0.5,0.2
52143,0.5,0.2,0.5,0.5,0,0.2,0.2,0.5,0,0.5,0
52152,0.5,0.2,0.5,0.5,0,0.2,0.2,0.5,0.2,0.5,0
52162,0.5,0.2,0.5,0.5,0,0.2,0.2,0.5,0.5,0.5,0.2
52170,0.5,0.2,0.5,0.5,0,0.2,0.5,0,0,0.5,0
52179,0.5,0.2,0.5,0.5,0,0.2,0.5,0,0.2,0.5,0
52185,0.5,0.2,0.5,0.5,0,0.2,0.5,0,0.5,0.2,0
52194,0.5,0.2,0.5,0.5,0,0.2,0.5,0.2,0,0.2,0
52202,0.5,0.2,0.5,0.5,0,0.2,0.5,0.2,0.2,0,0.5
52214,0.5,0.2,0.5,0.5,0,0.2,0.5,0.2,0.5,0.2,0.5
52223,0.5,0.2,0.5,0.5,0,0.2,0.5,0.5,0,0.2,0.5
52232,0.5,0.2,0.5,0.5,0,0.2,0.5,0.5,0.2,0.2,0.5
52241,0.5,0.2,0.5,0.5,0,0.2,0.5,0.5,0.5,0.2,0.5
52248,0.5,0.2,0.5,0.5,0,0.5,0,0,0,0.2,0
52264,0.5,0.2,0.5,0.5,0,0.5,0,0,0.5,0,0.2
52266,0.5,0.2,0.5,0.5,0,0.5,0,0,0.5,0.2,0
52277,0.5,0.2,0.5,0.5,0,0.5,0,0.2,0,0.2,0.5
52287,0.5,0.2,0.5,0.5,0,0.5,0,0.2,0.2,0.5,0
52294,0.5,0.2,0.5,0.5,0,0.5,0,0.2,0.5,0.2,0.2
52309,0.5,0.2,0.5,0.5,0,0.5,0,0.5,0.2,0,0.2
52315,0.5,0.2,0.5,0.5,0,0.5,0,0.5,0.2,0.5,0.2
52325,0.5,0.2,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5
52332,0.5,0.2,0.5,0.5,0,0.5,0.2,0,0,0.5,0
52343,0.5,0.2,0.5,0.5,0,0.5,0.2,0,0.2,0.5,0.5
52352,0.5,0.2,0.5,0.5,0,0.5,0.2,0,0.5,0.5,0.5
52359,0.5,0.2,0.5,0.5,0,0.5,0.2,0.2,0,0.5,0
52367,0.5,0.2,0.5,0.5,0,0.5,0.2,0.2,0.2,0.2,0.5
52374,0.5,0.2,0.5,0.5,0,0.5,0.2,0.2,0.5,0.2,0
52387,0.5,0.2,0.5,0.5,0,0.5,0.2,0.5,0,0.5,0.2
52394,0.5,0.2,0.5,0.5,0,0.5,0.2,0.5,0.2,0.2,0.5
52402,0.5,0.2,0.5,0.5,0,0.5,0.2,0.5,0.5,0.2,0.2
52409,0.5,0.2,0.5,0.5,0,0.5,0.5,0,0,0,0.5
52418,0.5,0.2,0.5,0.5,0,0.5,0.5,0,0.2,0,0.5
52433,0.5,0.2,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5
52442,0.5,0.2,0.5,0.5,0,0.5,0.5,0.2,0,0.5,0.5
52448,0.5,0.2,0.5,0.5,0,0.5,0.5,0.2,0.2,0.2,0.5
52460,0.5,0.2,0.5,0.5,0,0.5,0.5,0.2,0.5,0.5,0.5
52467,0.5,0.2,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0
52471,0.5,0.2,0.5,0.5,0,0.5,0.5,0.5,0.2,0,0.2
52485,0.5,0.2,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0
52493,0.5,0.5,0,0,0,0,0,0,0,0.2,0.5
52502,0.5,0.5,0,0,0,0,0,0,0.2,0.2,0.5
52514,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5
52522,0.5,0.5,0,0,0,0,0,0.2,0,0.5,0.2
52526,0.5,0.5,0,0,0,0,0,0.2,0.2,0,0.5
52540,0.5,0.5,0,0,0,0,0,0.2,0.5,0.5,0.2
52546,0.5,0.5,0,0,0,0,0,0.5,0,0.2,0.2
52558,0.5,0.5,0,0,0,0,0,0.5,0.2,0.5,0.2
52563,0.5,0.5,0,0,0,0,0,0.5,0.5,0.2,0
52577,0.5,0.5,0,0,0,0,0.2,0,0,0.5,0.5
52586,0.5,0.5,0,0,0,0,0.2,0,0.2,0.5,0.5
52595,0.5,0.5,0,0,0,0,0.2,0,0.5,0.5,0.5
52604,0.5,0.5,0,0,0,0,0.2,0.2,0,0.5,0.5
52611,0.5,0.5,0,0,0,0,0.2,0.2,0.2,0.5,0
52619,0.5,0.5,0,0,0,0,0.2,0.2,0.5,0.2,0.5
52627,0.5,0.5,0,0,0,0,0.2,0.5,0,0.2,0.2
52635,0.5,0.5,0,0,0,0,0.2,0.5,0.2,0.2,0
52643,0.5,0.5,0,0,0,0,0.2,0.5,0.5,0,0.5
52658,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5
52667,0.5,0.5,0,0,0,0,0.5,0,0.2,0.5,0.5
52676,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5
52685,0.5,0.5,0,0,0,0,0.5,0.2,0,0.5,0.5
52694,0.5,0.5,0,0,0,0,0.5,0.2,0.2,0.5,0.5
52701,0.5,0.5,0,0,0,0,0.5,0.2,0.5,0.5,0
52708,0.5,0.5,0,0,0,0,0.5,0.5,0,0.2,0.2
52715,0.5,0.5,0,0,0,0,0.5,0.5,0.2,0,0.5
52728,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0
52736,0.5,0.5,0,0,0,0.2,0,0,0,0.2,0.5
