TaskNumber,models/jawmodel/models/tongue/exciters/GGP:excitation,models/jawmodel/models/tongue/exciters/GGM:excitation,models/jawmodel/models/tongue/exciters/GGA:excitation,models/jawmodel/models/tongue/exciters/STY:excitation,models/jawmodel/models/tongue/exciters/GH:excitation,models/jawmodel/models/tongue/exciters/MH:excitation,models/jawmodel/models/tongue/exciters/HG:excitation,models/jawmodel/models/tongue/exciters/TRANS:excitation,models/jawmodel/models/tongue/exciters/VERT:excitation,models/jawmodel/models/tongue/exciters/SL:excitation,models/jawmodel/models/tongue/exciters/IL:excitation
56006,0.5,0.5,0.2,0.2,0,0.5,0.2,0.2,0,0.5,0.5
56016,0.5,0.5,0.2,0.2,0,0.5,0.2,0.2,0.5,0,0
56026,0.5,0.5,0.2,0.2,0,0.5,0.2,0.5,0,0,0.2
56036,0.5,0.5,0.2,0.2,0,0.5,0.2,0.5,0.2,0,0.5
56047,0.5,0.5,0.2,0.2,0,0.5,0.2,0.5,0.5,0.2,0.2
56056,0.5,0.5,0.2,0.2,0,0.5,0.5,0,0,0.2,0.2
56068,0.5,0.5,0.2,0.2,0,0.5,0.5,0,0.2,0.5,0.2
56078,0.5,0.5,0.2,0.2,0,0.5,0.5,0,0.5,0.5,0.5
56088,0.5,0.5,0.2,0.2,0,0.5,0.5,0.2,0.2,0,0
56098,0.5,0.5,0.2,0.2,0,0.5,0.5,0.2,0.5,0,0.2
56112,0.5,0.5,0.2,0.2,0,0.5,0.5,0.5,0,0.5,0
56121,0.5,0.5,0.2,0.2,0,0.5,0.5,0.5,0.2,0.5,0
56131,0.5,0.5,0.2,0.2,0,0.5,0.5,0.5,0.5,0.5,0.2
56140,0.5,0.5,0.2,0.5,0,0,0,0,0,0.5,0.2
56153,0.5,0.5,0.2,0.5,0,0,0,0,0.5,0,0.5
56166,0.5,0.5,0.2,0.5,0,0,0,0.2,0,0.5,0
56177,0.5,0.5,0.2,0.5,0,0,0,0.2,0.2,0.5,0.5
56187,0.5,0.5,0.2,0.5,0,0,0,0.5,0,0,0
56195,0.5,0.5,0.2,0.5,0,0,0,0.5,0,0.5,0.5
56205,0.5,0.5,0.2,0.5,0,0,0,0.5,0.5,0,0
56209,0.5,0.5,0.2,0.5,0,0,0,0.5,0.5,0.2,0.2
56223,0.5,0.5,0.2,0.5,0,0,0.2,0,0.2,0,0
56234,0.5,0.5,0.2,0.5,0,0,0.2,0,0.5,0,0.5
56247,0.5,0.5,0.2,0.5,0,0,0.2,0.2,0,0.5,0
56257,0.5,0.5,0.2,0.5,0,0,0.2,0.2,0.2,0.5,0.2
56267,0.5,0.5,0.2,0.5,0,0,0.2,0.2,0.5,0.5,0.5
56276,0.5,0.5,0.2,0.5,0,0,0.2,0.5,0,0.5,0.5
56284,0.5,0.5,0.2,0.5,0,0,0.2,0.5,0.2,0.5,0.2
56294,0.5,0.5,0.2,0.5,0,0,0.2,0.5,0.5,0.5,0.5
56303,0.5,0.5,0.2,0.5,0,0,0.5,0,0,0.5,0.5
56313,0.5,0.5,0.2,0.5,0,0,0.5,0,0.5,0,0
56323,0.5,0.5,0.2,0.5,0,0,0.5,0.2,0,0,0.2
56333,0.5,0.5,0.2,0.5,0,0,0.5,0.2,0.2,0,0.5
56343,0.5,0.5,0.2,0.5,0,0,0.5,0.2,0.5,0.2,0
56353,0.5,0.5,0.2,0.5,0,0,0.5,0.5,0,0.2,0.2
56363,0.5,0.5,0.2,0.5,0,0,0.5,0.5,0.2,0.2,0.5
56373,0.5,0.5,0.2,0.5,0,0,0.5,0.5,0.5,0.5,0
56385,0.5,0.5,0.2,0.5,0,0.2,0,0,0.2,0,0
56389,0.5,0.5,0.2,0.5,0,0.2,0,0,0.2,0.2,0.2
56401,0.5,0.5,0.2,0.5,0,0.2,0,0,0.5,0.5,0.2
56413,0.5,0.5,0.2,0.5,0,0.2,0,0.2,0.2,0,0.2
56423,0.5,0.5,0.2,0.5,0,0.2,0,0.2,0.5,0,0.5
56440,0.5,0.5,0.2,0.5,0,0.2,0,0.5,0.2,0,0.2
56450,0.5,0.5,0.2,0.5,0,0.2,0,0.5,0.5,0,0.5
56460,0.5,0.5,0.2,0.5,0,0.2,0.2,0,0,0.2,0
56470,0.5,0.5,0.2,0.5,0,0.2,0.2,0,0.2,0.2,0.2
56480,0.5,0.5,0.2,0.5,0,0.2,0.2,0,0.5,0.2,0.5
56490,0.5,0.5,0.2,0.5,0,0.2,0.2,0.2,0,0.5,0
56499,0.5,0.5,0.2,0.5,0,0.2,0.2,0.2,0.2,0.5,0
56510,0.5,0.5,0.2,0.5,0,0.2,0.2,0.2,0.5,0.5,0.5
56519,0.5,0.5,0.2,0.5,0,0.2,0.2,0.5,0,0.5,0.5
56529,0.5,0.5,0.2,0.5,0,0.2,0.2,0.5,0.5,0,0
56539,0.5,0.5,0.2,0.5,0,0.2,0.5,0,0,0,0.2
56549,0.5,0.5,0.2,0.5,0,0.2,0.5,0,0.2,0,0.5
56561,0.5,0.5,0.2,0.5,0,0.2,0.5,0,0.5,0.2,0.5
56571,0.5,0.5,0.2,0.5,0,0.2,0.5,0.2,0,0.5,0
56581,0.5,0.5,0.2,0.5,0,0.2,0.5,0.2,0.2,0.5,0.2
56592,0.5,0.5,0.2,0.5,0,0.2,0.5,0.5,0,0,0
56603,0.5,0.5,0.2,0.5,0,0.2,0.5,0.5,0.2,0,0.5
56610,0.5,0.5,0.2,0.5,0,0.2,0.5,0.5,0.5,0,0
56621,0.5,0.5,0.2,0.5,0,0.5,0,0,0,0,0.5
56631,0.5,0.5,0.2,0.5,0,0.5,0,0,0.2,0.2,0
56642,0.5,0.5,0.2,0.5,0,0.5,0,0,0.5,0.2,0.5
56650,0.5,0.5,0.2,0.5,0,0.5,0,0.2,0,0.2,0.2
56659,0.5,0.5,0.2,0.5,0,0.5,0,0.2,0.2,0.2,0.2
56667,0.5,0.5,0.2,0.5,0,0.5,0,0.2,0.5,0.2,0
56681,0.5,0.5,0.2,0.5,0,0.5,0,0.5,0,0.5,0.5
56691,0.5,0.5,0.2,0.5,0,0.5,0,0.5,0.5,0,0
56694,0.5,0.5,0.2,0.5,0,0.5,0,0.5,0.5,0.2,0
56703,0.5,0.5,0.2,0.5,0,0.5,0.2,0,0,0.2,0
56716,0.5,0.5,0.2,0.5,0,0.5,0.2,0,0.2,0.5,0.2
56725,0.5,0.5,0.2,0.5,0,0.5,0.2,0,0.5,0.5,0.2
56735,0.5,0.5,0.2,0.5,0,0.5,0.2,0.2,0,0.5,0.5
56745,0.5,0.5,0.2,0.5,0,0.5,0.2,0.2,0.5,0,0
56755,0.5,0.5,0.2,0.5,0,0.5,0.2,0.5,0,0,0.2
56764,0.5,0.5,0.2,0.5,0,0.5,0.2,0.5,0.2,0,0.2
56781,0.5,0.5,0.2,0.5,0,0.5,0.5,0,0,0,0
56790,0.5,0.5,0.2,0.5,0,0.5,0.5,0,0.2,0,0
56800,0.5,0.5,0.2,0.5,0,0.5,0.5,0,0.5,0,0.2
56811,0.5,0.5,0.2,0.5,0,0.5,0.5,0.2,0,0.2,0
56821,0.5,0.5,0.2,0.5,0,0.5,0.5,0.2,0.2,0.2,0.2
56831,0.5,0.5,0.2,0.5,0,0.5,0.5,0.2,0.5,0.2,0.5
56841,0.5,0.5,0.2,0.5,0,0.5,0.5,0.5,0,0.5,0
56850,0.5,0.5,0.2,0.5,0,0.5,0.5,0.5,0.2,0.5,0
56862,0.5,0.5,0.5,0,0,0,0,0,0,0,0
56869,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.2
56883,0.5,0.5,0.5,0,0,0,0,0,0.5,0.2,0
56893,0.5,0.5,0.5,0,0,0,0,0.2,0,0.2,0.2
56903,0.5,0.5,0.5,0,0,0,0,0.2,0.2,0.2,0.5
56914,0.5,0.5,0.5,0,0,0,0,0.2,0.5,0.5,0.2
56924,0.5,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5
56936,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5
56946,0.5,0.5,0.5,0,0,0,0.2,0,0,0.2,0
56956,0.5,0.5,0.5,0,0,0,0.2,0,0.2,0.2,0.2
56966,0.5,0.5,0.5,0,0,0,0.2,0,0.5,0.2,0.5
56976,0.5,0.5,0.5,0,0,0,0.2,0.2,0,0.5,0
56985,0.5,0.5,0.5,0,0,0,0.2,0.2,0.2,0.5,0
56994,0.5,0.5,0.5,0,0,0,0.2,0.2,0.5,0.5,0
57005,0.5,0.5,0.5,0,0,0,0.2,0.5,0,0.5,0.5
57015,0.5,0.5,0.5,0,0,0,0.2,0.5,0.5,0,0
57025,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0.2
57035,0.5,0.5,0.5,0,0,0,0.5,0,0.2,0,0.5
57046,0.5,0.5,0.5,0,0,0,0.5,0,0.5,0.2,0.2
57057,0.5,0.5,0.5,0,0,0,0.5,0.2,0,0.5,0
57067,0.5,0.5,0.5,0,0,0,0.5,0.2,0.2,0.5,0.2
57078,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0
57089,0.5,0.5,0.5,0,0,0,0.5,0.5,0.2,0,0.5
57102,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0
57114,0.5,0.5,0.5,0,0,0.2,0,0,0.2,0,0
57117,0.5,0.5,0.5,0,0,0.2,0,0,0.2,0.2,0
57130,0.5,0.5,0.5,0,0,0.2,0,0,0.5,0.5,0.2
57141,0.5,0.5,0.5,0,0,0.2,0,0.2,0.2,0,0
57146,0.5,0.5,0.5,0,0,0.2,0,0.2,0.2,0.2,0.5
57160,0.5,0.5,0.5,0,0,0.2,0,0.5,0,0,0.2
57168,0.5,0.5,0.5,0,0,0.2,0,0.5,0.2,0,0
57173,0.5,0.5,0.5,0,0,0.2,0,0.5,0.2,0.2,0.5
57184,0.5,0.5,0.5,0,0,0.2,0,0.5,0.5,0.5,0.2
57193,0.5,0.5,0.5,0,0,0.2,0.2,0,0,0.5,0.2
57204,0.5,0.5,0.5,0,0,0.2,0.2,0,0.5,0,0
57218,0.5,0.5,0.5,0,0,0.2,0.2,0.2,0,0.2,0.5
57228,0.5,0.5,0.5,0,0,0.2,0.2,0.2,0.2,0.5,0
57238,0.5,0.5,0.5,0,0,0.2,0.2,0.2,0.5,0.5,0.2
57248,0.5,0.5,0.5,0,0,0.2,0.2,0.5,0,0.5,0.5
57258,0.5,0.5,0.5,0,0,0.2,0.2,0.5,0.5,0,0
57267,0.5,0.5,0.5,0,0,0.2,0.5,0,0,0,0
57277,0.5,0.5,0.5,0,0,0.2,0.5,0,0.2,0,0.2
57287,0.5,0.5,0.5,0,0,0.2,0.5,0,0.5,0,0.5
57298,0.5,0.5,0.5,0,0,0.2,0.5,0.2,0,0.2,0.2
57308,0.5,0.5,0.5,0,0,0.2,0.5,0.2,0.2,0.2,0.5
57319,0.5,0.5,0.5,0,0,0.2,0.5,0.2,0.5,0.5,0.2
57329,0.5,0.5,0.5,0,0,0.2,0.5,0.5,0,0.5,0.5
57338,0.5,0.5,0.5,0,0,0.2,0.5,0.5,0.2,0.5,0.5
57347,0.5,0.5,0.5,0,0,0.2,0.5,0.5,0.5,0.5,0.5
57357,0.5,0.5,0.5,0,0,0.5,0,0,0.2,0,0
57363,0.5,0.5,0.5,0,0,0.5,0,0,0.2,0.5,0
57372,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0
57384,0.5,0.5,0.5,0,0,0.5,0,0.2,0.2,0,0
57388,0.5,0.5,0.5,0,0,0.5,0,0.2,0.2,0.2,0.2
57401,0.5,0.5,0.5,0,0,0.5,0,0.2,0.5,0.5,0.5
57409,0.5,0.5,0.5,0,0,0.5,0,0.5,0,0.5,0.2
57420,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0
57430,0.5,0.5,0.5,0,0,0.5,0.2,0,0,0,0.2
57440,0.5,0.5,0.5,0,0,0.5,0.2,0,0.2,0,0.5
57441,0.5,0.5,0.5,0,0,0.5,0.2,0,0.2,0.2,0
57451,0.5,0.5,0.5,0,0,0.5,0.2,0,0.5,0.2,0.2
57459,0.5,0.5,0.5,0,0,0.5,0.2,0.2,0,0.2,0
57469,0.5,0.5,0.5,0,0,0.5,0.2,0.2,0.2,0.2,0.2
57479,0.5,0.5,0.5,0,0,0.5,0.2,0.2,0.5,0.2,0.5
57489,0.5,0.5,0.5,0,0,0.5,0.2,0.5,0,0.5,0
57501,0.5,0.5,0.5,0,0,0.5,0.2,0.5,0.5,0,0
57510,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0
57517,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.2
57527,0.5,0.5,0.5,0,0,0.5,0.5,0,0.2,0.5,0.5
57538,0.5,0.5,0.5,0,0,0.5,0.5,0.2,0,0,0.2
