#---------- Tue Nov 29 16:11:47 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
1168,false,0.01,1
1174,true,0.01,1
1187,false,0.01,1
1199,true,0.01,1
1208,true,0.01,1
1213,false,0.01,1
1223,false,0.01,1
1233,true,0.01,1
1242,true,0.01,1
1248,false,0.01,1
1260,true,0.01,1
1268,true,0.01,1
1275,true,0.01,1
1287,true,0.01,1
1297,true,0.01,1
1307,true,0.01,1
1314,true,0.01,1
1325,true,0.01,1
1334,true,0.01,1
1343,true,0.01,1
1349,false,0.01,1
1364,true,0.01,1
1373,true,0.01,1
1382,false,0.01,1
1389,false,0.01,1
1398,true,0.01,1
1409,false,0.01,1
1417,true,0.01,1
1428,false,0.01,1
1434,false,0.01,1
1445,true,0.01,1
1454,true,0.01,1
1463,false,0.01,1
1472,false,0.01,1
1481,false,0.01,1
1490,false,0.01,1
1496,false,0.01,1
1507,false,0.01,1
1519,false,0.01,1
1527,false,0.01,1
1531,true,0.01,1
1544,false,0.01,1
1551,false,0.01,1
1564,false,0.01,1
1570,false,0.01,1
1581,false,0.01,1
1589,false,0.01,1
1600,false,0.01,1
1605,false,0.01,1
1617,false,0.01,1
1625,false,0.01,1
1636,false,0.01,1
1642,false,0.01,1
1654,false,0.01,1
1660,false,0.01,1
1672,false,0.01,1
1678,true,0.01,1
1689,false,0.01,1
1699,false,0.01,1
1708,false,0.01,1
1718,false,0.01,1
1727,false,0.01,1
1735,false,0.01,1
1744,false,0.01,1
1753,false,0.01,1
1763,false,0.01,1
1768,false,0.01,1
1780,false,0.01,1
1786,false,0.01,1
1794,false,0.01,1
1808,false,0.01,1
1817,false,0.01,1
1826,false,0.01,1
1831,false,0.01,1
1840,false,0.01,1
1852,false,0.01,1
1856,true,0.01,1
1867,false,0.01,1
1872,true,0.01,1
1885,false,0.01,1
1893,false,0.01,1
1901,false,0.01,1
1910,true,0.01,1
1918,true,0.01,1
1926,true,0.01,1
1934,false,0.01,1
1942,false,0.01,1
1950,false,0.01,1
1958,false,0.01,1
1964,false,0.01,1
1970,false,0.01,1
1978,false,0.01,1
1986,false,0.01,1
1995,false,0.01,1
2002,false,0.01,1
2008,false,0.01,1
2019,false,0.01,1
2027,false,0.01,1
2034,false,0.01,1
2041,false,0.01,1
2048,false,0.01,1
2055,false,0.01,1
2061,false,0.01,1
2070,true,0.01,1
2077,false,0.01,1
2084,false,0.01,1
2091,false,0.01,1
2096,false,0.01,1
2103,false,0.01,1
2110,false,0.01,1
2116,false,0.01,1
2126,false,0.01,1
2133,true,0.01,1
2139,false,0.01,1
2146,false,0.01,1
2154,false,0.01,1
2160,true,0.01,1
2168,false,0.01,1
2175,false,0.01,1
2182,false,0.01,1
2189,false,0.01,1
2199,true,0.01,1
2204,true,0.01,1
2211,true,0.01,1
2218,true,0.01,1
2224,true,0.01,1
2230,true,0.01,1
2237,true,0.01,1
2244,true,0.01,1
2251,true,0.01,1
2257,true,0.01,1
2264,true,0.01,1
2272,true,0.01,1
2279,true,0.01,1
2287,true,0.01,1
2294,true,0.01,1
2301,true,0.01,1
2308,true,0.01,1
2315,true,0.01,1
2323,true,0.01,1
2331,true,0.01,1
2338,true,0.01,1
2345,true,0.01,1
2352,true,0.01,1
2357,true,0.01,1
2363,true,0.01,1
2370,true,0.01,1
2378,true,0.01,1
2385,true,0.01,1
2392,true,0.01,1
2398,true,0.01,1
2405,true,0.01,1
2412,true,0.01,1
2419,true,0.01,1
2426,true,0.01,1
2433,true,0.01,1
2440,true,0.01,1
2446,true,0.01,1
2453,true,0.01,1
2460,true,0.01,1
2465,true,0.01,1
2472,true,0.01,1
2479,true,0.01,1
2486,true,0.01,1
2495,true,0.01,1
2504,false,0.01,1
2509,true,0.01,1
2517,false,0.01,1
2523,true,0.01,1
2529,true,0.01,1
2536,true,0.01,1
2543,true,0.01,1
2549,true,0.01,1
2559,true,0.01,1
2564,true,0.01,1
2573,true,0.01,1
2581,true,0.01,1
2588,true,0.01,1
2595,false,0.01,1
2600,false,0.01,1
2607,false,0.01,1
2613,true,0.01,1
2620,true,0.01,1
2627,false,0.01,1
2634,false,0.01,1
2640,true,0.01,1
2648,true,0.01,1
2655,true,0.01,1
2661,false,0.01,1
2667,true,0.01,1
2674,true,0.01,1
2680,true,0.01,1
2688,true,0.01,1
2694,true,0.01,1
2702,false,0.01,1
2709,true,0.01,1
2717,true,0.01,1
2724,true,0.01,1
2731,true,0.01,1
2737,true,0.01,1
2743,true,0.01,1
2750,true,0.01,1
2757,false,0.01,1
2764,true,0.01,1
2771,false,0.01,1
2778,false,0.01,1
2785,true,0.01,1
2792,true,0.01,1
2799,true,0.01,1
2806,false,0.01,1
2813,true,0.01,1
2821,true,0.01,1
2828,true,0.01,1
2837,false,0.01,1
2846,true,0.01,1
2850,false,0.01,1
2856,false,0.01,1
2862,true,0.01,1
2869,false,0.01,1
2875,false,0.01,1
2881,true,0.01,1
2887,false,0.01,1
2893,false,0.01,1
2900,true,0.01,1
2906,false,0.01,1
2912,true,0.01,1
2919,true,0.01,1
2923,true,0.01,1
2928,true,0.01,1
2934,false,0.01,1
2941,true,0.01,1
2947,true,0.01,1
2952,true,0.01,1
2958,true,0.01,1
2964,true,0.01,1
2970,true,0.01,1
2978,true,0.01,1
2984,true,0.01,1
2989,false,0.01,1
2994,true,0.01,1
3000,true,0.01,1
3005,false,0.01,1
3011,true,0.01,1
3017,true,0.01,1
3023,true,0.01,1
3029,true,0.01,1
3035,true,0.01,1
3041,true,0.01,1
3047,true,0.01,1
3051,true,0.01,1
3057,true,0.01,1
3064,true,0.01,1
3070,true,0.01,1
3076,true,0.01,1
3083,true,0.01,1
3089,true,0.01,1
3095,false,0.01,1
3101,true,0.01,1
3108,true,0.01,1
3114,true,0.01,1
3120,false,0.01,1
3125,true,0.01,1
3131,true,0.01,1
3138,false,0.01,1
3145,true,0.01,1
3151,true,0.01,1
3157,true,0.01,1
3164,true,0.01,1
3170,true,0.01,1
3175,false,0.01,1
3181,true,0.01,1
3187,true,0.01,1
3194,false,0.01,1
3200,true,0.01,1
3206,true,0.01,1
3212,true,0.01,1
3218,true,0.01,1
3224,true,0.01,1
3231,true,0.01,1
3237,true,0.01,1
3243,false,0.01,1
3250,true,0.01,1
3256,false,0.01,1
3262,true,0.01,1
3268,true,0.01,1
#---------- Tue Nov 29 18:56:46 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
4482,true,0.01,1
4491,true,0.01,1
4500,true,0.01,1
4510,true,0.01,1
4520,true,0.01,1
4530,true,0.01,1
4540,true,0.01,1
4550,true,0.01,1
4561,true,0.01,1
4572,true,0.01,1
4582,true,0.01,1
4592,true,0.01,1
4602,true,0.01,1
4612,true,0.01,1
4621,true,0.01,1
4632,true,0.01,1
4641,true,0.01,1
4652,true,0.01,1
4661,true,0.01,1
4670,true,0.01,1
4679,true,0.01,1
4688,true,0.01,1
4695,true,0.01,1
4704,true,0.01,1
4715,true,0.01,1
4724,true,0.01,1
4735,true,0.01,1
4745,true,0.01,1
4754,true,0.01,1
4764,true,0.01,1
4774,true,0.01,1
4784,false,0.01,1
4796,false,0.01,1
4805,true,0.01,1
4815,true,0.01,1
4825,true,0.01,1
4835,true,0.01,1
4845,true,0.01,1
4855,true,0.01,1
4865,true,0.01,1
4875,true,0.01,1
4888,true,0.01,1
4899,true,0.01,1
4909,true,0.01,1
4919,true,0.01,1
4929,true,0.01,1
4938,true,0.01,1
4948,false,0.01,1
4957,false,0.01,1
4967,true,0.01,1
4977,true,0.01,1
4988,true,0.01,1
4997,true,0.01,1
5009,true,0.01,1
5019,true,0.01,1
5028,false,0.01,1
5036,true,0.01,1
#---------- Tue Nov 29 20:55:41 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
9421,false,0.01,1
9430,false,0.01,1
9439,false,0.01,1
9448,false,0.01,1
9455,true,0.01,1
9465,false,0.01,1
9472,true,0.01,1
9483,true,0.01,1
9493,true,0.01,1
9502,true,0.01,1
9510,true,0.01,1
9520,true,0.01,1
9531,true,0.01,1
9543,true,0.01,1
9550,false,0.01,1
9560,true,0.01,1
9570,true,0.01,1
9579,true,0.01,1
9588,true,0.01,1
9598,true,0.01,1
9608,true,0.01,1
9617,true,0.01,1
9627,true,0.01,1
9637,true,0.01,1
9647,false,0.01,1
9657,true,0.01,1
9667,true,0.01,1
9677,true,0.01,1
9687,true,0.01,1
9697,true,0.01,1
9707,true,0.01,1
9714,true,0.01,1
9726,true,0.01,1
9732,true,0.01,1
9741,true,0.01,1
9749,true,0.01,1
9765,true,0.01,1
9775,true,0.01,1
9790,true,0.01,1
9796,true,0.01,1
9807,false,0.01,1
9813,true,0.01,1
9824,true,0.01,1
9837,true,0.01,1
9843,false,0.01,1
9853,true,0.01,1
9864,true,0.01,1
9875,true,0.01,1
9888,false,0.01,1
9894,true,0.01,1
9904,true,0.01,1
9916,false,0.01,1
9923,true,0.01,1
9937,true,0.01,1
9942,false,0.01,1
9952,false,0.01,1
9965,true,0.01,1
9976,true,0.01,1
9984,true,0.01,1
9993,true,0.01,1
10001,true,0.01,1
10017,true,0.01,1
10027,true,0.01,1
10039,true,0.01,1
10049,false,0.01,1
10059,false,0.01,1
10066,true,0.01,1
10080,true,0.01,1
10090,true,0.01,1
10100,true,0.01,1
10111,true,0.01,1
10120,true,0.01,1
10128,false,0.01,1
10137,false,0.01,1
10150,false,0.01,1
10154,true,0.01,1
10164,true,0.01,1
10174,true,0.01,1
10186,false,0.01,1
10198,true,0.01,1
10206,true,0.01,1
10222,false,0.01,1
10232,false,0.01,1
10239,false,0.01,1
10247,false,0.01,1
10260,true,0.01,1
10270,true,0.01,1
10280,true,0.01,1
10289,false,0.01,1
10299,false,0.01,1
10309,true,0.01,1
10322,false,0.01,1
10332,true,0.01,1
10342,true,0.01,1
10352,true,0.01,1
10361,true,0.01,1
10373,false,0.01,1
10386,true,0.01,1
10396,true,0.01,1
10406,true,0.01,1
10416,true,0.01,1
10426,true,0.01,1
10436,true,0.01,1
10446,false,0.01,1
10456,false,0.01,1
10466,false,0.01,1
10476,true,0.01,1
10485,false,0.01,1
10495,true,0.01,1
10505,true,0.01,1
10516,false,0.01,1
10524,false,0.01,1
10536,false,0.01,1
10546,false,0.01,1
10552,false,0.01,1
10563,false,0.01,1
10573,false,0.01,1
10580,false,0.01,1
10589,false,0.01,1
10600,false,0.01,1
10608,false,0.01,1
10613,false,0.01,1
10627,false,0.01,1
10633,false,0.01,1
10645,false,0.01,1
10648,true,0.01,1
10657,true,0.01,1
10665,true,0.01,1
10673,false,0.01,1
10681,false,0.01,1
10689,false,0.01,1
10696,false,0.01,1
10704,false,0.01,1
10709,false,0.01,1
10717,false,0.01,1
10725,false,0.01,1
10733,false,0.01,1
10742,false,0.01,1
10750,false,0.01,1
10756,true,0.01,1
10764,true,0.01,1
10773,true,0.01,1
10781,false,0.01,1
10789,false,0.01,1
10797,false,0.01,1
10803,false,0.01,1
10810,true,0.01,1
10819,true,0.01,1
10828,true,0.01,1
10836,true,0.01,1
10844,false,0.01,1
10852,false,0.01,1
10860,false,0.01,1
10866,false,0.01,1
10872,true,0.01,1
10880,false,0.01,1
10888,false,0.01,1
10897,false,0.01,1
10904,false,0.01,1
10913,false,0.01,1
10921,false,0.01,1
10929,false,0.01,1
10936,true,0.01,1
10944,false,0.01,1
10952,true,0.01,1
10960,true,0.01,1
10968,true,0.01,1
10976,true,0.01,1
10986,true,0.01,1
10993,true,0.01,1
11001,true,0.01,1
11008,false,0.01,1
11015,true,0.01,1
11022,true,0.01,1
11030,true,0.01,1
11039,true,0.01,1
11047,true,0.01,1
11054,true,0.01,1
11062,true,0.01,1
11071,true,0.01,1
11078,true,0.01,1
11087,true,0.01,1
11094,true,0.01,1
11102,false,0.01,1
11111,true,0.01,1
11119,true,0.01,1
11126,true,0.01,1
11133,true,0.01,1
11143,true,0.01,1
11156,true,0.01,1
11165,true,0.01,1
11173,true,0.01,1
11182,true,0.01,1
11192,true,0.01,1
11202,true,0.01,1
11212,true,0.01,1
11222,true,0.01,1
11232,false,0.01,1
11240,true,0.01,1
11250,false,0.01,1
11260,true,0.01,1
11270,true,0.01,1
11281,true,0.01,1
11291,true,0.01,1
11301,true,0.01,1
11311,true,0.01,1
11321,true,0.01,1
11332,true,0.01,1
11341,true,0.01,1
11354,true,0.01,1
11363,true,0.01,1
11373,true,0.01,1
11382,true,0.01,1
11390,true,0.01,1
11400,true,0.01,1
11410,true,0.01,1
11420,true,0.01,1
11431,false,0.01,1
11440,true,0.01,1
11449,false,0.01,1
11459,false,0.01,1
11469,true,0.01,1
11480,true,0.01,1
11490,true,0.01,1
11499,true,0.01,1
11509,false,0.01,1
11519,true,0.01,1
11529,true,0.01,1
11540,true,0.01,1
11551,true,0.01,1
11561,true,0.01,1
11573,true,0.01,1
11583,false,0.01,1
11593,false,0.01,1
11602,false,0.01,1
11612,true,0.01,1
11624,true,0.01,1
11632,true,0.01,1
11640,true,0.01,1
11652,true,0.01,1
11659,true,0.01,1
11670,true,0.01,1
11676,true,0.01,1
11686,true,0.01,1
11699,true,0.01,1
11708,true,0.01,1
11717,true,0.01,1
11724,true,0.01,1
11730,true,0.01,1
11742,true,0.01,1
11750,false,0.01,1
11756,true,0.01,1
11770,true,0.01,1
11778,true,0.01,1
11785,true,0.01,1
11791,true,0.01,1
11806,true,0.01,1
11814,true,0.01,1
11822,true,0.01,1
11833,true,0.01,1
11842,true,0.01,1
11847,true,0.01,1
11853,true,0.01,1
11867,true,0.01,1
11872,true,0.01,1
11887,true,0.01,1
11894,true,0.01,1
11899,true,0.01,1
11910,true,0.01,1
11923,true,0.01,1
11931,true,0.01,1
11937,true,0.01,1
11946,true,0.01,1
11955,true,0.01,1
11964,true,0.01,1
11977,true,0.01,1
11983,true,0.01,1
11992,true,0.01,1
12000,true,0.01,1
12007,true,0.01,1
12022,true,0.01,1
12029,true,0.01,1
12036,true,0.01,1
12043,true,0.01,1
12057,true,0.01,1
12066,true,0.01,1
12074,false,0.01,1
12081,true,0.01,1
12095,true,0.01,1
12103,true,0.01,1
12112,true,0.01,1
12116,true,0.01,1
12130,true,0.01,1
12137,true,0.01,1
12142,true,0.01,1
12155,false,0.01,1
12165,true,0.01,1
12172,true,0.01,1
12181,true,0.01,1
12193,true,0.01,1
12199,true,0.01,1
12210,true,0.01,1
12216,true,0.01,1
12227,true,0.01,1
12239,false,0.01,1
12247,false,0.01,1
12254,true,0.01,1
12264,true,0.01,1
12272,true,0.01,1
12280,true,0.01,1
12287,true,0.01,1
12302,true,0.01,1
12310,true,0.01,1
12317,false,0.01,1
12326,true,0.01,1
12337,false,0.01,1
12340,true,0.01,1
12353,true,0.01,1
12359,true,0.01,1
12369,true,0.01,1
12377,true,0.01,1
12386,true,0.01,1
12395,false,0.01,1
12404,false,0.01,1
12411,false,0.01,1
12417,true,0.01,1
12422,true,0.01,1
12435,true,0.01,1
12439,false,0.01,1
12445,true,0.01,1
12452,true,0.01,1
12458,true,0.01,1
12470,true,0.01,1
12478,false,0.01,1
12486,true,0.01,1
12491,false,0.01,1
12498,true,0.01,1
12505,true,0.01,1
12512,true,0.01,1
12521,true,0.01,1
12527,true,0.01,1
12534,true,0.01,1
12541,true,0.01,1
12546,true,0.01,1
12555,true,0.01,1
12562,false,0.01,1
12569,false,0.01,1
12576,true,0.01,1
12583,true,0.01,1
12590,true,0.01,1
12597,true,0.01,1
12604,true,0.01,1
12611,true,0.01,1
12619,true,0.01,1
12627,true,0.01,1
12634,true,0.01,1
12642,false,0.01,1
12649,true,0.01,1
12656,true,0.01,1
12664,true,0.01,1
12674,true,0.01,1
12686,true,0.01,1
12692,true,0.01,1
12703,true,0.01,1
12708,false,0.01,1
12714,true,0.01,1
12721,false,0.01,1
12730,true,0.01,1
12737,true,0.01,1
12743,false,0.01,1
12750,false,0.01,1
12757,true,0.01,1
12762,true,0.01,1
12770,false,0.01,1
12777,false,0.01,1
12784,true,0.01,1
12788,false,0.01,1
12794,true,0.01,1
12802,false,0.01,1
12807,true,0.01,1
12814,false,0.01,1
12821,true,0.01,1
12829,true,0.01,1
12836,true,0.01,1
12842,false,0.01,1
12849,false,0.01,1
12855,true,0.01,1
12861,true,0.01,1
12866,true,0.01,1
12873,true,0.01,1
12879,false,0.01,1
12885,false,0.01,1
12892,false,0.01,1
12898,false,0.01,1
12905,false,0.01,1
12913,false,0.01,1
12920,true,0.01,1
12926,true,0.01,1
12937,true,0.01,1
12941,false,0.01,1
12948,false,0.01,1
12953,true,0.01,1
12963,true,0.01,1
12970,true,0.01,1
12977,false,0.01,1
12984,false,0.01,1
12990,true,0.01,1
12996,true,0.01,1
13003,false,0.01,1
13010,false,0.01,1
13017,true,0.01,1
13024,true,0.01,1
13031,false,0.01,1
13038,false,0.01,1
13045,false,0.01,1
13050,true,0.01,1
13058,false,0.01,1
13064,false,0.01,1
13072,false,0.01,1
13079,true,0.01,1
13086,true,0.01,1
13093,false,0.01,1
13099,false,0.01,1
13107,true,0.01,1
13114,true,0.01,1
13121,false,0.01,1
13128,true,0.01,1
13135,true,0.01,1
13140,true,0.01,1
13148,true,0.01,1
13155,true,0.01,1
13162,true,0.01,1
13167,true,0.01,1
13175,true,0.01,1
13182,true,0.01,1
13189,true,0.01,1
13195,true,0.01,1
13202,true,0.01,1
13209,true,0.01,1
13216,true,0.01,1
13223,true,0.01,1
13232,true,0.01,1
13239,true,0.01,1
13243,true,0.01,1
13249,true,0.01,1
13258,true,0.01,1
13265,true,0.01,1
13273,true,0.01,1
13280,true,0.01,1
13287,true,0.01,1
13293,false,0.01,1
13302,false,0.01,1
13309,true,0.01,1
13316,true,0.01,1
13323,true,0.01,1
13330,true,0.01,1
13337,true,0.01,1
13346,true,0.01,1
13354,true,0.01,1
13361,true,0.01,1
13368,true,0.01,1
13375,true,0.01,1
13381,true,0.01,1
13387,true,0.01,1
13394,true,0.01,1
13404,true,0.01,1
13409,true,0.01,1
13416,true,0.01,1
13423,true,0.01,1
13430,true,0.01,1
13438,true,0.01,1
13444,true,0.01,1
13451,true,0.01,1
13458,true,0.01,1
13465,true,0.01,1
13472,true,0.01,1
13480,true,0.01,1
13487,true,0.01,1
13493,true,0.01,1
13501,true,0.01,1
13507,true,0.01,1
13514,true,0.01,1
13521,true,0.01,1
13526,true,0.01,1
13533,true,0.01,1
13540,true,0.01,1
13547,true,0.01,1
13554,true,0.01,1
13561,true,0.01,1
13568,true,0.01,1
13575,true,0.01,1
13582,true,0.01,1
13589,true,0.01,1
13597,true,0.01,1
13604,true,0.01,1
13610,true,0.01,1
13618,true,0.01,1
13625,true,0.01,1
13631,true,0.01,1
13639,true,0.01,1
13646,true,0.01,1
13653,true,0.01,1
13661,true,0.01,1
13668,true,0.01,1
13675,true,0.01,1
13682,true,0.01,1
13689,true,0.01,1
13696,true,0.01,1
13703,true,0.01,1
13710,true,0.01,1
13717,true,0.01,1
13723,true,0.01,1
13730,true,0.01,1
13737,true,0.01,1
13742,true,0.01,1
13750,true,0.01,1
13758,true,0.01,1
13766,true,0.01,1
13773,true,0.01,1
13778,false,0.01,1
13784,true,0.01,1
13790,false,0.01,1
13797,false,0.01,1
13803,false,0.01,1
13810,true,0.01,1
13815,false,0.01,1
13821,true,0.01,1
13827,true,0.01,1
13833,false,0.01,1
13840,true,0.01,1
13846,true,0.01,1
13852,true,0.01,1
13859,true,0.01,1
13865,true,0.01,1
13871,true,0.01,1
13877,true,0.01,1
13882,true,0.01,1
13888,true,0.01,1
13894,true,0.01,1
13900,true,0.01,1
13906,true,0.01,1
13912,true,0.01,1
13917,true,0.01,1
13920,true,0.01,1
13928,true,0.01,1
13934,true,0.01,1
13939,true,0.01,1
13945,true,0.01,1
13950,true,0.01,1
13957,true,0.01,1
13962,true,0.01,1
13969,true,0.01,1
13975,true,0.01,1
13980,true,0.01,1
13986,true,0.01,1
13992,true,0.01,1
13999,true,0.01,1
14005,true,0.01,1
14011,true,0.01,1
14017,true,0.01,1
14023,true,0.01,1
14028,true,0.01,1
14034,true,0.01,1
14040,true,0.01,1
14047,true,0.01,1
14053,true,0.01,1
14059,true,0.01,1
14065,true,0.01,1
14071,true,0.01,1
14077,true,0.01,1
14081,true,0.01,1
14087,true,0.01,1
14093,true,0.01,1
14099,true,0.01,1
14105,true,0.01,1
14109,true,0.01,1
14115,true,0.01,1
14121,true,0.01,1
14127,true,0.01,1
14134,true,0.01,1
14140,true,0.01,1
14147,true,0.01,1
14151,true,0.01,1
14157,true,0.01,1
14163,true,0.01,1
14171,true,0.01,1
14177,true,0.01,1
14183,false,0.01,1
14189,true,0.01,1
14195,true,0.01,1
14199,true,0.01,1
14205,true,0.01,1
14212,true,0.01,1
14218,true,0.01,1
14224,true,0.01,1
14231,true,0.01,1
14237,true,0.01,1
14241,true,0.01,1
14247,true,0.01,1
14253,true,0.01,1
14259,true,0.01,1
14265,true,0.01,1
14273,false,0.01,1
14279,true,0.01,1
14285,true,0.01,1
14291,true,0.01,1
14297,true,0.01,1
14303,true,0.01,1
14308,true,0.01,1
14313,true,0.01,1
14319,true,0.01,1
14322,true,0.01,1
14330,true,0.01,1
14336,true,0.01,1
14342,true,0.01,1
14348,true,0.01,1
14352,true,0.01,1
14358,true,0.01,1
14364,true,0.01,1
14372,true,0.01,1
14376,true,0.01,1
14381,true,0.01,1
14386,true,0.01,1
14392,true,0.01,1
14398,true,0.01,1
14405,true,0.01,1
14411,true,0.01,1
14416,true,0.01,1
14422,true,0.01,1
14428,true,0.01,1
14434,false,0.01,1
14440,true,0.01,1
14446,true,0.01,1
14452,false,0.01,1
14458,true,0.01,1
14464,true,0.01,1
14470,true,0.01,1
14476,true,0.01,1
14481,true,0.01,1
14487,true,0.01,1
14494,true,0.01,1
14500,true,0.01,1
14506,false,0.01,1
14513,false,0.01,1
14518,true,0.01,1
14524,false,0.01,1
14530,true,0.01,1
14535,true,0.01,1
14542,false,0.01,1
14548,true,0.01,1
14553,true,0.01,1
14557,true,0.01,1
14562,true,0.01,1
14567,true,0.01,1
14571,true,0.01,1
14577,true,0.01,1
14583,false,0.01,1
14589,false,0.01,1
14595,false,0.01,1
14601,false,0.01,1
14607,false,0.01,1
14612,false,0.01,1
14617,false,0.01,1
14626,false,0.01,1
14631,false,0.01,1
14637,false,0.01,1
14643,false,0.01,1
14649,false,0.01,1
14655,false,0.01,1
14661,true,0.01,1
14667,false,0.01,1
14673,false,0.01,1
14679,true,0.01,1
14685,false,0.01,1
14691,false,0.01,1
14697,true,0.01,1
14703,false,0.01,1
14709,false,0.01,1
14715,true,0.01,1
14721,false,0.01,1
14727,true,0.01,1
14733,false,0.01,1
14739,false,0.01,1
14745,false,0.01,1
14751,true,0.01,1
14757,false,0.01,1
14763,true,0.01,1
14769,true,0.01,1
14775,false,0.01,1
14779,true,0.01,1
14785,false,0.01,1
14791,true,0.01,1
14798,true,0.01,1
14804,false,0.01,1
14808,true,0.01,1
14814,true,0.01,1
14820,false,0.01,1
14827,false,0.01,1
14832,false,0.01,1
14839,false,0.01,1
14844,false,0.01,1
14851,false,0.01,1
14856,false,0.01,1
14862,false,0.01,1
14868,false,0.01,1
14874,false,0.01,1
14880,false,0.01,1
14886,false,0.01,1
14892,false,0.01,1
14898,false,0.01,1
14904,false,0.01,1
14910,false,0.01,1
14917,false,0.01,1
14922,false,0.01,1
14927,false,0.01,1
14933,false,0.01,1
14939,false,0.01,1
14944,false,0.01,1
14947,false,0.01,1
14952,false,0.01,1
14957,false,0.01,1
14962,false,0.01,1
14968,true,0.01,1
14972,false,0.01,1
14978,true,0.01,1
14983,false,0.01,1
14987,false,0.01,1
14994,true,0.01,1
14999,false,0.01,1
15004,true,0.01,1
15009,false,0.01,1
15014,true,0.01,1
15019,false,0.01,1
15024,false,0.01,1
15029,false,0.01,1
15034,false,0.01,1
15039,true,0.01,1
15044,false,0.01,1
15049,true,0.01,1
15054,false,0.01,1
15059,true,0.01,1
15064,false,0.01,1
15070,false,0.01,1
15075,false,0.01,1
15080,false,0.01,1
15085,false,0.01,1
15089,false,0.01,1
15093,false,0.01,1
15099,false,0.01,1
15103,false,0.01,1
15108,false,0.01,1
15112,false,0.01,1
15118,false,0.01,1
15123,false,0.01,1
15128,false,0.01,1
15132,false,0.01,1
15138,false,0.01,1
15143,false,0.01,1
15148,false,0.01,1
15153,false,0.01,1
15158,false,0.01,1
15163,false,0.01,1
15168,false,0.01,1
15172,false,0.01,1
15176,false,0.01,1
15180,false,0.01,1
15184,false,0.01,1
15188,false,0.01,1
15192,false,0.01,1
15196,false,0.01,1
15200,false,0.01,1
15204,false,0.01,1
15208,false,0.01,1
15211,false,0.01,1
15214,false,0.01,1
15217,false,0.01,1
15220,true,0.01,1
15222,false,0.01,1
15225,false,0.01,1
15229,false,0.01,1
15231,false,0.01,1
15234,false,0.01,1
15237,false,0.01,1
15240,false,0.01,1
15243,false,0.01,1
15246,false,0.01,1
15249,false,0.01,1
15252,false,0.01,1
15255,true,0.01,1
15258,false,0.01,1
15261,false,0.01,1
15264,false,0.01,1
