TaskNumber,models/jawmodel/models/tongue/exciters/GGP:excitation,models/jawmodel/models/tongue/exciters/GGM:excitation,models/jawmodel/models/tongue/exciters/GGA:excitation,models/jawmodel/models/tongue/exciters/STY:excitation,models/jawmodel/models/tongue/exciters/GH:excitation,models/jawmodel/models/tongue/exciters/MH:excitation,models/jawmodel/models/tongue/exciters/HG:excitation,models/jawmodel/models/tongue/exciters/TRANS:excitation,models/jawmodel/models/tongue/exciters/VERT:excitation,models/jawmodel/models/tongue/exciters/SL:excitation,models/jawmodel/models/tongue/exciters/IL:excitation
56080,0.5,0.5,0.2,0.2,0,0.5,0.5,0.2,0,0,0.2
56090,0.5,0.5,0.2,0.2,0,0.5,0.5,0.2,0.2,0,0.5
56101,0.5,0.5,0.2,0.2,0,0.5,0.5,0.2,0.5,0.2,0.2
56110,0.5,0.5,0.2,0.2,0,0.5,0.5,0.5,0,0.2,0.2
56119,0.5,0.5,0.2,0.2,0,0.5,0.5,0.5,0.2,0.2,0.2
56128,0.5,0.5,0.2,0.2,0,0.5,0.5,0.5,0.5,0.2,0.2
56138,0.5,0.5,0.2,0.5,0,0,0,0,0,0.2,0.5
56154,0.5,0.5,0.2,0.5,0,0,0,0,0.5,0.2,0
56163,0.5,0.5,0.2,0.5,0,0,0,0.2,0,0.2,0
56173,0.5,0.5,0.2,0.5,0,0,0,0.2,0.2,0.2,0.2
56185,0.5,0.5,0.2,0.5,0,0,0,0.2,0.5,0.5,0.2
56194,0.5,0.5,0.2,0.5,0,0,0,0.5,0,0.5,0.2
56204,0.5,0.5,0.2,0.5,0,0,0,0.5,0.2,0.5,0.5
56214,0.5,0.5,0.2,0.5,0,0,0.2,0,0,0,0
56224,0.5,0.5,0.2,0.5,0,0,0.2,0,0.2,0,0.2
56236,0.5,0.5,0.2,0.5,0,0,0.2,0,0.5,0.2,0.2
56246,0.5,0.5,0.2,0.5,0,0,0.2,0.2,0,0.2,0.5
56258,0.5,0.5,0.2,0.5,0,0,0.2,0.2,0.2,0.5,0.5
56268,0.5,0.5,0.2,0.5,0,0,0.2,0.5,0,0,0
56278,0.5,0.5,0.2,0.5,0,0,0.2,0.5,0.2,0,0.2
56291,0.5,0.5,0.2,0.5,0,0,0.2,0.5,0.5,0.2,0.5
56298,0.5,0.5,0.2,0.5,0,0,0.5,0,0,0.2,0
56309,0.5,0.5,0.2,0.5,0,0,0.5,0,0.2,0.2,0.5
56320,0.5,0.5,0.2,0.5,0,0,0.5,0,0.5,0.5,0.2
56331,0.5,0.5,0.2,0.5,0,0,0.5,0.2,0.2,0,0
56341,0.5,0.5,0.2,0.5,0,0,0.5,0.2,0.5,0,0.2
56351,0.5,0.5,0.2,0.5,0,0,0.5,0.5,0,0,0.5
56360,0.5,0.5,0.2,0.5,0,0,0.5,0.5,0.2,0,0.5
56370,0.5,0.5,0.2,0.5,0,0,0.5,0.5,0.5,0.2,0
56379,0.5,0.5,0.2,0.5,0,0.2,0,0,0,0.2,0
56390,0.5,0.5,0.2,0.5,0,0.2,0,0,0.2,0.2,0.5
56400,0.5,0.5,0.2,0.5,0,0.2,0,0,0.5,0.5,0
56409,0.5,0.5,0.2,0.5,0,0.2,0,0.2,0,0.5,0
56420,0.5,0.5,0.2,0.5,0,0.2,0,0.2,0.2,0.5,0.5
56429,0.5,0.5,0.2,0.5,0,0.2,0,0.2,0.5,0.5,0.5
56438,0.5,0.5,0.2,0.5,0,0.2,0,0.5,0,0.5,0.5
56443,0.5,0.5,0.2,0.5,0,0.2,0,0.5,0.2,0.2,0.2
56457,0.5,0.5,0.2,0.5,0,0.2,0.2,0,0,0,0
56468,0.5,0.5,0.2,0.5,0,0.2,0.2,0,0.2,0,0.5
56478,0.5,0.5,0.2,0.5,0,0.2,0.2,0,0.5,0.2,0
56487,0.5,0.5,0.2,0.5,0,0.2,0.2,0.2,0,0.2,0
56496,0.5,0.5,0.2,0.5,0,0.2,0.2,0.2,0.2,0.2,0
56507,0.5,0.5,0.2,0.5,0,0.2,0.2,0.2,0.5,0.2,0.5
56520,0.5,0.5,0.2,0.5,0,0.2,0.2,0.5,0.2,0,0
56530,0.5,0.5,0.2,0.5,0,0.2,0.2,0.5,0.5,0,0.2
56545,0.5,0.5,0.2,0.5,0,0.2,0.5,0,0,0.5,0.2
56555,0.5,0.5,0.2,0.5,0,0.2,0.5,0,0.2,0.5,0.5
56564,0.5,0.5,0.2,0.5,0,0.2,0.5,0,0.5,0.5,0.5
56574,0.5,0.5,0.2,0.5,0,0.2,0.5,0.2,0.2,0,0
56584,0.5,0.5,0.2,0.5,0,0.2,0.5,0.2,0.5,0,0.2
56593,0.5,0.5,0.2,0.5,0,0.2,0.5,0.5,0,0,0.2
56601,0.5,0.5,0.2,0.5,0,0.2,0.5,0.5,0.2,0,0
56612,0.5,0.5,0.2,0.5,0,0.2,0.5,0.5,0.5,0,0.5
56618,0.5,0.5,0.2,0.5,0,0.2,0.5,0.5,0.5,0.5,0.5
56629,0.5,0.5,0.2,0.5,0,0.5,0,0,0.2,0,0.2
56640,0.5,0.5,0.2,0.5,0,0.5,0,0,0.5,0.2,0
56649,0.5,0.5,0.2,0.5,0,0.5,0,0.2,0,0.2,0
56658,0.5,0.5,0.2,0.5,0,0.5,0,0.2,0.2,0.2,0
56666,0.5,0.5,0.2,0.5,0,0.5,0,0.2,0.5,0,0.5
56683,0.5,0.5,0.2,0.5,0,0.5,0,0.5,0.2,0,0.2
56695,0.5,0.5,0.2,0.5,0,0.5,0,0.5,0.5,0.2,0.2
56705,0.5,0.5,0.2,0.5,0,0.5,0.2,0,0,0.2,0.5
56718,0.5,0.5,0.2,0.5,0,0.5,0.2,0,0.5,0,0
56728,0.5,0.5,0.2,0.5,0,0.5,0.2,0.2,0,0,0.2
56738,0.5,0.5,0.2,0.5,0,0.5,0.2,0.2,0.2,0,0.5
56750,0.5,0.5,0.2,0.5,0,0.5,0.2,0.2,0.5,0.2,0.5
56761,0.5,0.5,0.2,0.5,0,0.5,0.2,0.5,0,0.5,0.2
56771,0.5,0.5,0.2,0.5,0,0.5,0.2,0.5,0.2,0.5,0.5
56779,0.5,0.5,0.2,0.5,0,0.5,0.2,0.5,0.5,0.5,0.2
56786,0.5,0.5,0.2,0.5,0,0.5,0.5,0,0,0.2,0.5
56799,0.5,0.5,0.2,0.5,0,0.5,0.5,0,0.5,0,0
56809,0.5,0.5,0.2,0.5,0,0.5,0.5,0.2,0,0,0.2
56819,0.5,0.5,0.2,0.5,0,0.5,0.5,0.2,0.2,0,0.5
56829,0.5,0.5,0.2,0.5,0,0.5,0.5,0.2,0.5,0.2,0
56839,0.5,0.5,0.2,0.5,0,0.5,0.5,0.5,0,0.2,0.2
56849,0.5,0.5,0.2,0.5,0,0.5,0.5,0.5,0.2,0.2,0.5
56859,0.5,0.5,0.2,0.5,0,0.5,0.5,0.5,0.5,0.5,0
56870,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5
56882,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0.5
56891,0.5,0.5,0.5,0,0,0,0,0.2,0,0,0.5
56901,0.5,0.5,0.5,0,0,0,0,0.2,0.2,0.2,0
56911,0.5,0.5,0.5,0,0,0,0,0.2,0.5,0.2,0.2
56923,0.5,0.5,0.5,0,0,0,0,0.5,0,0.5,0.2
56935,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.2
56940,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0
56953,0.5,0.5,0.5,0,0,0,0.2,0,0.2,0,0.2
56962,0.5,0.5,0.5,0,0,0,0.2,0,0.5,0,0.2
56971,0.5,0.5,0.5,0,0,0,0.2,0.2,0,0,0.2
56983,0.5,0.5,0.5,0,0,0,0.2,0.2,0.2,0.2,0.2
56992,0.5,0.5,0.5,0,0,0,0.2,0.2,0.5,0.2,0.2
57003,0.5,0.5,0.5,0,0,0,0.2,0.5,0,0.5,0
57012,0.5,0.5,0.5,0,0,0,0.2,0.5,0.2,0.5,0
57019,0.5,0.5,0.5,0,0,0,0.2,0.5,0.5,0.2,0.2
57031,0.5,0.5,0.5,0,0,0,0.5,0,0,0.5,0.2
57042,0.5,0.5,0.5,0,0,0,0.5,0,0.5,0,0
57052,0.5,0.5,0.5,0,0,0,0.5,0.2,0,0,0.2
57062,0.5,0.5,0.5,0,0,0,0.5,0.2,0.2,0,0.5
57074,0.5,0.5,0.5,0,0,0,0.5,0.2,0.5,0.2,0.5
57085,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0.2
57094,0.5,0.5,0.5,0,0,0,0.5,0.5,0.2,0.5,0.2
57104,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5
57112,0.5,0.5,0.5,0,0,0.2,0,0,0,0.5,0.2
57123,0.5,0.5,0.5,0,0,0.2,0,0,0.5,0,0
57127,0.5,0.5,0.5,0,0,0.2,0,0,0.5,0.2,0.2
57140,0.5,0.5,0.5,0,0,0.2,0,0.2,0,0.5,0.5
57151,0.5,0.5,0.5,0,0,0.2,0,0.2,0.5,0,0.2
57157,0.5,0.5,0.5,0,0,0.2,0,0.2,0.5,0.5,0.2
57167,0.5,0.5,0.5,0,0,0.2,0,0.5,0,0.5,0.5
57176,0.5,0.5,0.5,0,0,0.2,0,0.5,0.2,0.5,0.5
57188,0.5,0.5,0.5,0,0,0.2,0.2,0,0,0,0.5
57191,0.5,0.5,0.5,0,0,0.2,0.2,0,0,0.2,0.5
57202,0.5,0.5,0.5,0,0,0.2,0.2,0,0.2,0.5,0.2
57213,0.5,0.5,0.5,0,0,0.2,0.2,0.2,0,0,0
57224,0.5,0.5,0.5,0,0,0.2,0.2,0.2,0.2,0,0.5
57232,0.5,0.5,0.5,0,0,0.2,0.2,0.2,0.5,0,0.2
57243,0.5,0.5,0.5,0,0,0.2,0.2,0.5,0,0.2,0
57253,0.5,0.5,0.5,0,0,0.2,0.2,0.5,0.2,0.2,0.2
57263,0.5,0.5,0.5,0,0,0.2,0.2,0.5,0.5,0.2,0.5
57272,0.5,0.5,0.5,0,0,0.2,0.5,0,0,0.2,0.5
57283,0.5,0.5,0.5,0,0,0.2,0.5,0,0.2,0.5,0.2
57290,0.5,0.5,0.5,0,0,0.2,0.5,0,0.5,0.2,0.5
57301,0.5,0.5,0.5,0,0,0.2,0.5,0.2,0,0.5,0.2
57309,0.5,0.5,0.5,0,0,0.2,0.5,0.2,0.2,0.5,0
57320,0.5,0.5,0.5,0,0,0.2,0.5,0.2,0.5,0.5,0.5
57330,0.5,0.5,0.5,0,0,0.2,0.5,0.5,0.2,0,0
57340,0.5,0.5,0.5,0,0,0.2,0.5,0.5,0.5,0,0.2
57348,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0
57355,0.5,0.5,0.5,0,0,0.5,0,0,0,0.5,0.2
57365,0.5,0.5,0.5,0,0,0.5,0,0,0.2,0.5,0.5
57374,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0.5
57382,0.5,0.5,0.5,0,0,0.5,0,0.2,0,0.5,0.2
57393,0.5,0.5,0.5,0,0,0.5,0,0.2,0.5,0,0
57397,0.5,0.5,0.5,0,0,0.5,0,0.2,0.5,0.2,0.2
57410,0.5,0.5,0.5,0,0,0.5,0,0.5,0,0.5,0.5
57422,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0.5
57431,0.5,0.5,0.5,0,0,0.5,0.2,0,0,0,0.5
57433,0.5,0.5,0.5,0,0,0.5,0.2,0,0,0.2,0.2
57446,0.5,0.5,0.5,0,0,0.5,0.2,0,0.2,0.5,0.5
57455,0.5,0.5,0.5,0,0,0.5,0.2,0,0.5,0.5,0.5
57463,0.5,0.5,0.5,0,0,0.5,0.2,0.2,0,0.5,0.2
57475,0.5,0.5,0.5,0,0,0.5,0.2,0.2,0.5,0,0.2
57480,0.5,0.5,0.5,0,0,0.5,0.2,0.2,0.5,0.5,0
57490,0.5,0.5,0.5,0,0,0.5,0.2,0.5,0,0.5,0.2
57496,0.5,0.5,0.5,0,0,0.5,0.2,0.5,0.2,0.2,0.2
57505,0.5,0.5,0.5,0,0,0.5,0.2,0.5,0.5,0.2,0.2
57516,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0
57525,0.5,0.5,0.5,0,0,0.5,0.5,0,0.2,0.5,0
57533,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.2,0.5
57543,0.5,0.5,0.5,0,0,0.5,0.5,0.2,0,0.5,0
57551,0.5,0.5,0.5,0,0,0.5,0.5,0.2,0.2,0.2,0.5
57559,0.5,0.5,0.5,0,0,0.5,0.5,0.2,0.5,0.2,0.2
57567,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.2,0
57572,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5
57581,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.2,0.5,0.5
57589,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.2
57599,0.5,0.5,0.5,0.2,0,0,0,0,0,0.5,0.5
57608,0.5,0.5,0.5,0.2,0,0,0,0,0.2,0.5,0.5
57616,0.5,0.5,0.5,0.2,0,0,0,0,0.5,0.5,0.2
57621,0.5,0.5,0.5,0.2,0,0,0,0.2,0,0.2,0
57629,0.5,0.5,0.5,0.2,0,0,0,0.2,0.2,0,0.5
57636,0.5,0.5,0.5,0.2,0,0,0,0.2,0.5,0,0
57645,0.5,0.5,0.5,0.2,0,0,0,0.5,0,0,0
57653,0.5,0.5,0.5,0.2,0,0,0,0.5,0,0.5,0.5
57662,0.5,0.5,0.5,0.2,0,0,0,0.5,0.2,0.5,0.5
57668,0.5,0.5,0.5,0.2,0,0,0,0.5,0.5,0.2,0.5
57674,0.5,0.5,0.5,0.2,0,0,0.2,0,0,0,0.5
57682,0.5,0.5,0.5,0.2,0,0,0.2,0,0.2,0,0.2
57689,0.5,0.5,0.5,0.2,0,0,0.2,0,0.2,0.5,0.5
57699,0.5,0.5,0.5,0.2,0,0,0.2,0.2,0,0,0
57707,0.5,0.5,0.5,0.2,0,0,0.2,0.2,0,0.5,0.5
57715,0.5,0.5,0.5,0.2,0,0,0.2,0.2,0.2,0.5,0.2
57723,0.5,0.5,0.5,0.2,0,0,0.2,0.2,0.5,0.5,0
57730,0.5,0.5,0.5,0.2,0,0,0.2,0.5,0,0.2,0.2
57740,0.5,0.5,0.5,0.2,0,0,0.2,0.5,0.2,0.2,0.5
57749,0.5,0.5,0.5,0.2,0,0,0.2,0.5,0.5,0.2,0.5
57758,0.5,0.5,0.5,0.2,0,0,0.5,0,0,0.2,0.5
57764,0.5,0.5,0.5,0.2,0,0,0.5,0,0.2,0,0.5
57774,0.5,0.5,0.5,0.2,0,0,0.5,0,0.5,0.2,0
57781,0.5,0.5,0.5,0.2,0,0,0.5,0.2,0,0,0.2
57791,0.5,0.5,0.5,0.2,0,0,0.5,0.2,0.2,0,0.5
57801,0.5,0.5,0.5,0.2,0,0,0.5,0.2,0.5,0.2,0
57808,0.5,0.5,0.5,0.2,0,0,0.5,0.5,0,0,0.2
57816,0.5,0.5,0.5,0.2,0,0,0.5,0.5,0.2,0,0
57824,0.5,0.5,0.5,0.2,0,0,0.5,0.5,0.2,0.5,0.5
57832,0.5,0.5,0.5,0.2,0,0,0.5,0.5,0.5,0.5,0.2
57840,0.5,0.5,0.5,0.2,0,0.2,0,0,0,0.5,0
57847,0.5,0.5,0.5,0.2,0,0.2,0,0,0.2,0.2,0.2
57857,0.5,0.5,0.5,0.2,0,0.2,0,0,0.5,0.2,0.5
57864,0.5,0.5,0.5,0.2,0,0.2,0,0.2,0,0.2,0
57872,0.5,0.5,0.5,0.2,0,0.2,0,0.2,0.2,0,0.5
57878,0.5,0.5,0.5,0.2,0,0.2,0,0.2,0.2,0.5,0.5
57887,0.5,0.5,0.5,0.2,0,0.2,0,0.2,0.5,0.5,0.5
57895,0.5,0.5,0.5,0.2,0,0.2,0,0.5,0,0.5,0.2
57900,0.5,0.5,0.5,0.2,0,0.2,0,0.5,0.2,0.2,0
57911,0.5,0.5,0.5,0.2,0,0.2,0,0.5,0.5,0.2,0.5
57921,0.5,0.5,0.5,0.2,0,0.2,0.2,0,0,0.5,0
57929,0.5,0.5,0.5,0.2,0,0.2,0.2,0,0.2,0.2,0.5
57939,0.5,0.5,0.5,0.2,0,0.2,0.2,0,0.5,0.5,0
57944,0.5,0.5,0.5,0.2,0,0.2,0.2,0.2,0,0,0.5
57953,0.5,0.5,0.5,0.2,0,0.2,0.2,0.2,0.2,0,0.5
57960,0.5,0.5,0.5,0.2,0,0.2,0.2,0.2,0.5,0,0
57968,0.5,0.5,0.5,0.2,0,0.2,0.2,0.2,0.5,0.5,0.5
57977,0.5,0.5,0.5,0.2,0,0.2,0.2,0.5,0,0.5,0.5
57985,0.5,0.5,0.5,0.2,0,0.2,0.2,0.5,0.2,0.5,0.2
57994,0.5,0.5,0.5,0.2,0,0.2,0.2,0.5,0.5,0.5,0.2
58000,0.5,0.5,0.5,0.2,0,0.2,0.5,0,0,0.2,0.2
58009,0.5,0.5,0.5,0.2,0,0.2,0.5,0,0.2,0.2,0.2
58015,0.5,0.5,0.5,0.2,0,0.2,0.5,0,0.5,0,0.2
58027,0.5,0.5,0.5,0.2,0,0.2,0.5,0.2,0,0.2,0.2
58032,0.5,0.5,0.5,0.2,0,0.2,0.5,0.2,0.2,0,0
58040,0.5,0.5,0.5,0.2,0,0.2,0.5,0.2,0.2,0.5,0.5
58048,0.5,0.5,0.5,0.2,0,0.2,0.5,0.2,0.5,0.5,0.2
58056,0.5,0.5,0.5,0.2,0,0.2,0.5,0.5,0,0.5,0
58064,0.5,0.5,0.5,0.2,0,0.2,0.5,0.5,0.2,0.2,0.5
58072,0.5,0.5,0.5,0.2,0,0.2,0.5,0.5,0.5,0.2,0.2
58080,0.5,0.5,0.5,0.2,0,0.5,0,0,0,0.2,0
58088,0.5,0.5,0.5,0.2,0,0.5,0,0,0.2,0,0.5
58096,0.5,0.5,0.5,0.2,0,0.5,0,0,0.5,0,0.2
58104,0.5,0.5,0.5,0.2,0,0.5,0,0.2,0,0,0
58112,0.5,0.5,0.5,0.2,0,0.5,0,0.2,0,0.5,0.5
58120,0.5,0.5,0.5,0.2,0,0.5,0,0.2,0.2,0.5,0.2
58128,0.5,0.5,0.5,0.2,0,0.5,0,0.2,0.5,0.5,0
58135,0.5,0.5,0.5,0.2,0,0.5,0,0.5,0,0.2,0.2
58142,0.5,0.5,0.5,0.2,0,0.5,0,0.5,0.2,0,0.5
58149,0.5,0.5,0.5,0.2,0,0.5,0,0.5,0.5,0,0
58159,0.5,0.5,0.5,0.2,0,0.5,0.2,0,0,0,0.2
58166,0.5,0.5,0.5,0.2,0,0.5,0.2,0,0,0.5,0.5
58174,0.5,0.5,0.5,0.2,0,0.5,0.2,0,0.2,0.5,0.2
58182,0.5,0.5,0.5,0.2,0,0.5,0.2,0,0.5,0.5,0
58190,0.5,0.5,0.5,0.2,0,0.5,0.2,0.2,0,0.2,0.5
58199,0.5,0.5,0.5,0.2,0,0.5,0.2,0.2,0.2,0.2,0.5
58208,0.5,0.5,0.5,0.2,0,0.5,0.2,0.2,0.5,0.2,0.5
58218,0.5,0.5,0.5,0.2,0,0.5,0.2,0.5,0,0.5,0
58224,0.5,0.5,0.5,0.2,0,0.5,0.2,0.5,0.2,0.2,0
58230,0.5,0.5,0.5,0.2,0,0.5,0.2,0.5,0.5,0,0
58241,0.5,0.5,0.5,0.2,0,0.5,0.5,0,0,0,0.5
58249,0.5,0.5,0.5,0.2,0,0.5,0.5,0,0.2,0,0.2
58262,0.5,0.5,0.5,0.2,0,0.5,0.5,0,0.5,0.2,0.5
58269,0.5,0.5,0.5,0.2,0,0.5,0.5,0.2,0,0.2,0
58275,0.5,0.5,0.5,0.2,0,0.5,0.5,0.2,0.2,0,0
58283,0.5,0.5,0.5,0.2,0,0.5,0.5,0.2,0.2,0.5,0.5
58291,0.5,0.5,0.5,0.2,0,0.5,0.5,0.2,0.5,0.5,0.2
58299,0.5,0.5,0.5,0.2,0,0.5,0.5,0.5,0,0.5,0
58307,0.5,0.5,0.5,0.2,0,0.5,0.5,0.5,0.2,0.2,0.5
58315,0.5,0.5,0.5,0.2,0,0.5,0.5,0.5,0.5,0.2,0.2
58321,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.2
58328,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5
58336,0.5,0.5,0.5,0.5,0,0,0,0,0.2,0.5,0.2
58344,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0
58353,0.5,0.5,0.5,0.5,0,0,0,0.2,0,0.5,0
58361,0.5,0.5,0.5,0.5,0,0,0,0.2,0.2,0.2,0.5
58374,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0
58380,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0.5,0
58385,0.5,0.5,0.5,0.5,0,0,0,0.5,0.2,0,0.5
58393,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0.2
58398,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0
58406,0.5,0.5,0.5,0.5,0,0,0.2,0,0,0.2,0.5
58413,0.5,0.5,0.5,0.5,0,0,0.2,0,0.2,0.2,0
58424,0.5,0.5,0.5,0.5,0,0,0.2,0,0.5,0.2,0.5
58432,0.5,0.5,0.5,0.5,0,0,0.2,0.2,0,0.2,0.2
58443,0.5,0.5,0.5,0.5,0,0,0.2,0.2,0.2,0.5,0
58450,0.5,0.5,0.5,0.5,0,0,0.2,0.2,0.5,0.2,0.2
58460,0.5,0.5,0.5,0.5,0,0,0.2,0.5,0,0.2,0.5
58471,0.5,0.5,0.5,0.5,0,0,0.2,0.5,0.2,0.5,0.2
58480,0.5,0.5,0.5,0.5,0,0,0.2,0.5,0.5,0.5,0.2
58485,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0.2,0
58497,0.5,0.5,0.5,0.5,0,0,0.5,0,0.2,0.5,0
58504,0.5,0.5,0.5,0.5,0,0,0.5,0,0.5,0.2,0.2
58511,0.5,0.5,0.5,0.5,0,0,0.5,0.2,0,0,0.5
58521,0.5,0.5,0.5,0.5,0,0,0.5,0.2,0.2,0.2,0
58528,0.5,0.5,0.5,0.5,0,0,0.5,0.2,0.5,0,0.2
58537,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.2
58546,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.2,0,0.2
58557,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.2,0
58562,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5
58573,0.5,0.5,0.5,0.5,0,0.2,0,0,0.2,0,0.2
58577,0.5,0.5,0.5,0.5,0,0.2,0,0,0.2,0.2,0.5
58588,0.5,0.5,0.5,0.5,0,0.2,0,0,0.5,0.5,0.2
58596,0.5,0.5,0.5,0.5,0,0.2,0,0.2,0,0.5,0
58604,0.5,0.5,0.5,0.5,0,0.2,0,0.2,0.2,0.2,0.5
58617,0.5,0.5,0.5,0.5,0,0.2,0,0.5,0,0,0
58619,0.5,0.5,0.5,0.5,0,0.2,0,0.5,0,0,0.5
58627,0.5,0.5,0.5,0.5,0,0.2,0,0.5,0.2,0,0.2
58632,0.5,0.5,0.5,0.5,0,0.2,0,0.5,0.2,0.5,0
58637,0.5,0.5,0.5,0.5,0,0.2,0,0.5,0.5,0,0.5
58645,0.5,0.5,0.5,0.5,0,0.2,0.2,0,0,0,0.2
58652,0.5,0.5,0.5,0.5,0,0.2,0.2,0,0,0.5,0.5
58661,0.5,0.5,0.5,0.5,0,0.2,0.2,0,0.2,0.5,0.5
58671,0.5,0.5,0.5,0.5,0,0.2,0.2,0.2,0,0,0
58672,0.5,0.5,0.5,0.5,0,0.2,0.2,0.2,0,0,0.2
58680,0.5,0.5,0.5,0.5,0,0.2,0.2,0.2,0.2,0,0
58688,0.5,0.5,0.5,0.5,0,0.2,0.2,0.2,0.2,0.5,0.5
58693,0.5,0.5,0.5,0.5,0,0.2,0.2,0.2,0.5,0.2,0.2
58704,0.5,0.5,0.5,0.5,0,0.2,0.2,0.5,0,0.5,0
58713,0.5,0.5,0.5,0.5,0,0.2,0.2,0.5,0.2,0.5,0
58717,0.5,0.5,0.5,0.5,0,0.2,0.2,0.5,0.5,0,0.2
58725,0.5,0.5,0.5,0.5,0,0.2,0.5,0,0,0,0
58733,0.5,0.5,0.5,0.5,0,0.2,0.5,0,0,0.5,0.5
58741,0.5,0.5,0.5,0.5,0,0.2,0.5,0,0.2,0.5,0.2
58749,0.5,0.5,0.5,0.5,0,0.2,0.5,0,0.5,0.5,0
58757,0.5,0.5,0.5,0.5,0,0.2,0.5,0.2,0,0.2,0.5
58764,0.5,0.5,0.5,0.5,0,0.2,0.5,0.2,0.2,0.2,0
58771,0.5,0.5,0.5,0.5,0,0.2,0.5,0.2,0.5,0,0.2
58779,0.5,0.5,0.5,0.5,0,0.2,0.5,0.5,0,0,0
58788,0.5,0.5,0.5,0.5,0,0.2,0.5,0.5,0.2,0,0
