169,0,0,0,0,0,0
180,0,0,0,0,0,0
190,0,0,0,0,0,0
200,0,0,0,0,0,0
209,0,0,0,0,0,0
220,0,0,0,0,0,0
230,0,0,0,0,0,0
239,0,0,0,0,0,0
249,0,0,0,0,0,0
259,0,0,0,0,0,0
269,0,0,0,0,0,0
279,0,0,0,0,0,0
289,0,0,0,0,0,0
299,0,0,0,0,0,0
314,0,0,0,0,0,0
321,4,6,0,0,0,8
344,0,0,0,0,0,0
355,0,0,0,0,0,0
380,0,0,0,0,0,0
388,0,0,0,0,0,0
396,0,0,0,0,0,0
404,0,0,0,0,0,0
414,0,0,0,0,0,0
424,0,0,0,0,0,0
434,0,0,0,0,0,0
445,0,0,0,0,0,0
468,0,0,0,0,0,0
488,0,0,0,0,0,0
499,0,0,0,0,0,0
507,0,0,0,0,0,0
516,0,1,0,0,0,1
524,0,0,0,0,0,0
540,0,0,0,0,0,0
550,0,0,0,0,0,0
560,0,0,0,0,0,0
570,0,0,0,0,0,0
580,0,0,0,0,0,0
621,0,0,0,0,0,0
630,0,0,0,0,0,0
640,0,0,0,0,0,0
675,0,0,0,0,0,0
685,0,0,0,0,0,0
695,0,0,0,0,0,0
705,0,0,0,0,0,0
715,0,0,0,0,0,0
724,0,0,0,0,0,0
735,0,0,0,0,0,0
745,0,0,0,0,0,0
755,0,0,0,0,0,0
764,0,0,0,0,0,0
773,0,0,0,0,0,0
783,0,0,0,0,0,0
793,0,0,0,0,0,0
803,0,0,0,0,0,0
815,0,0,0,0,0,0
839,0,0,0,0,0,0
846,0,0,0,0,0,0
853,0,0,0,0,0,0
864,0,0,0,0,0,0
874,0,0,0,0,0,0
887,0,0,0,0,0,0
894,0,0,0,0,0,0
903,0,0,0,0,0,0
914,0,0,0,0,0,0
925,0,0,0,0,0,0
935,0,0,0,0,0,0
948,0,0,0,0,0,0
955,0,0,0,0,0,0
961,0,0,0,0,0,0
977,0,0,0,0,0,0
1017,0,0,0,0,0,0
1027,0,0,0,0,0,0
1037,0,0,0,0,0,0
1048,0,0,0,0,0,0
1085,0,0,0,0,0,0
1133,0,0,0,0,0,0
1152,0,0,0,0,0,0
1162,0,0,0,0,0,0
1172,0,0,0,0,0,0
1181,0,0,0,0,0,0
1190,0,0,0,0,0,0
1216,0,0,0,0,0,0
1225,0,0,0,0,0,0
1234,0,0,0,0,0,0
1243,0,0,0,0,0,0
1259,0,0,0,0,0,0
1266,0,1,1,0,0,0
1278,0,0,0,0,0,0
1285,0,0,0,0,0,0
1296,0,0,0,0,0,0
1317,0,0,0,0,0,0
1337,0,0,0,0,0,0
1346,0,0,0,0,0,0
1355,0,0,0,0,0,0
1363,0,0,0,0,0,0
1371,0,0,0,0,0,0
1378,0,0,0,0,0,0
1395,0,0,0,0,0,0
1405,0,0,0,0,0,0
1415,0,0,0,0,0,0
1424,0,0,0,0,0,0
1433,0,0,0,0,0,0
1441,0,0,0,0,0,0
1494,0,0,0,0,0,0
1503,0,0,0,0,0,0
1513,0,0,0,0,0,0
1523,0,0,0,0,0,0
1568,0,0,0,0,0,0
1607,0,0,0,0,0,0
1622,0,0,0,0,0,0
1638,0,0,0,0,0,0
1683,0,0,0,0,0,0
1692,0,0,0,0,0,0
1837,0,0,0,0,0,0
1909,0,0,0,0,0,0
1917,0,0,0,0,0,0
2079,0,0,0,0,0,0
2170,0,0,0,0,0,0
2179,0,0,0,0,0,0
2193,0,0,0,0,0,0
2201,0,0,0,0,0,0
2210,0,0,0,0,0,0
2217,0,0,0,0,0,0
2222,0,0,0,0,0,0
2229,0,0,0,0,0,0
2235,0,0,0,0,0,0
2242,0,0,0,0,0,0
2248,0,0,0,0,0,0
2255,0,0,0,0,0,0
2263,0,0,0,0,0,0
