#---------- Tue Nov 29 16:12:48 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
47,true,0.01,1
58,true,0.01,1
65,true,0.01,1
76,true,0.01,1
83,true,0.01,1
91,true,0.01,1
99,true,0.01,1
107,true,0.01,1
118,true,0.01,1
124,true,0.01,1
135,true,0.01,1
138,true,0.01,1
146,true,0.01,1
156,true,0.01,1
165,true,0.01,1
172,true,0.01,1
182,true,0.01,1
193,true,0.01,1
203,true,0.01,1
215,true,0.01,1
227,true,0.01,1
234,true,0.01,1
243,true,0.01,1
254,true,0.01,1
266,true,0.01,1
276,true,0.01,1
288,true,0.01,1
298,true,0.01,1
308,true,0.01,1
322,true,0.01,1
332,true,0.01,1
342,true,0.01,1
351,true,0.01,1
360,true,0.01,1
370,true,0.01,1
378,true,0.01,1
385,true,0.01,1
399,true,0.01,1
411,false,0.01,1
415,true,0.01,1
429,false,0.01,1
437,true,0.01,1
451,true,0.01,1
460,true,0.01,1
466,false,0.01,1
481,true,0.01,1
491,true,0.01,1
501,true,0.01,1
512,true,0.01,1
522,true,0.01,1
532,true,0.01,1
542,true,0.01,1
555,true,0.01,1
565,true,0.01,1
576,true,0.01,1
586,true,0.01,1
596,true,0.01,1
606,true,0.01,1
616,true,0.01,1
626,true,0.01,1
636,false,0.01,1
646,true,0.01,1
657,true,0.01,1
667,true,0.01,1
677,true,0.01,1
690,false,0.01,1
697,true,0.01,1
713,true,0.01,1
722,true,0.01,1
731,true,0.01,1
741,true,0.01,1
751,true,0.01,1
761,true,0.01,1
771,true,0.01,1
781,true,0.01,1
791,true,0.01,1
801,true,0.01,1
811,true,0.01,1
821,true,0.01,1
831,true,0.01,1
843,false,0.01,1
856,true,0.01,1
869,true,0.01,1
877,true,0.01,1
886,true,0.01,1
897,false,0.01,1
907,false,0.01,1
917,true,0.01,1
929,true,0.01,1
939,true,0.01,1
949,true,0.01,1
959,true,0.01,1
968,true,0.01,1
978,false,0.01,1
987,false,0.01,1
998,true,0.01,1
1009,true,0.01,1
1019,true,0.01,1
1030,true,0.01,1
1039,true,0.01,1
1049,true,0.01,1
1059,false,0.01,1
1066,true,0.01,1
1078,false,0.01,1
1091,true,0.01,1
1101,true,0.01,1
1110,true,0.01,1
1118,true,0.01,1
1131,true,0.01,1
1141,false,0.01,1
1151,false,0.01,1
1159,false,0.01,1
1166,true,0.01,1
1180,true,0.01,1
1188,true,0.01,1
1192,true,0.01,1
1201,true,0.01,1
1210,true,0.01,1
1220,false,0.01,1
1229,true,0.01,1
1238,true,0.01,1
1247,true,0.01,1
1256,true,0.01,1
1265,true,0.01,1
1274,true,0.01,1
1283,true,0.01,1
1292,true,0.01,1
1301,false,0.01,1
1310,false,0.01,1
1319,true,0.01,1
1328,true,0.01,1
1336,true,0.01,1
1345,true,0.01,1
1354,true,0.01,1
1362,true,0.01,1
1372,true,0.01,1
1381,false,0.01,1
1386,true,0.01,1
1399,true,0.01,1
1408,false,0.01,1
1419,false,0.01,1
1425,true,0.01,1
1436,true,0.01,1
1444,true,0.01,1
1453,true,0.01,1
1462,false,0.01,1
1471,false,0.01,1
1479,false,0.01,1
1485,true,0.01,1
1495,false,0.01,1
