0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0.2
3,0,0,0,0,0,0,0,0,0,0.2,0
6,0,0,0,0,0,0,0,0,0,0.5,0
9,0,0,0,0,0,0,0,0,0.2,0,0
12,0,0,0,0,0,0,0,0,0.2,0.2,0
17,0,0,0,0,0,0,0,0,0.2,0.5,0.5
23,0,0,0,0,0,0,0,0,0.5,0.2,0.5
29,0,0,0,0,0,0,0,0.2,0,0,0.5
39,0,0,0,0,0,0,0,0.2,0.2,0.2,0
43,0,0,0,0,0,0,0,0.2,0.2,0.5,0.2
51,0,0,0,0,0,0,0,0.2,0.5,0.5,0
60,0,0,0,0,0,0,0,0.5,0,0.5,0
67,0,0,0,0,0,0,0,0.5,0.2,0.2,0.2
73,0,0,0,0,0,0,0,0.5,0.5,0,0.2
82,0,0,0,0,0,0,0.2,0,0,0,0.2
90,0,0,0,0,0,0,0.2,0,0.2,0,0
98,0,0,0,0,0,0,0.2,0,0.2,0.5,0.5
106,0,0,0,0,0,0,0.2,0,0.5,0.5,0.2
114,0,0,0,0,0,0,0.2,0.2,0,0.5,0
123,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0
132,0,0,0,0,0,0,0.2,0.2,0.5,0.5,0
143,0,0,0,0,0,0,0.2,0.5,0,0.5,0.5
150,0,0,0,0,0,0,0.2,0.5,0.2,0.5,0
159,0,0,0,0,0,0,0.2,0.5,0.5,0.5,0
168,0,0,0,0,0,0,0.5,0,0,0.5,0
178,0,0,0,0,0,0,0.5,0,0.2,0.5,0.2
188,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5
198,0,0,0,0,0,0,0.5,0.2,0.2,0,0
208,0,0,0,0,0,0,0.5,0.2,0.5,0,0.2
218,0,0,0,0,0,0,0.5,0.5,0,0,0.5
228,0,0,0,0,0,0,0.5,0.5,0.2,0.2,0
238,0,0,0,0,0,0,0.5,0.5,0.5,0.2,0.2
248,0,0,0,0,0,0.2,0,0,0,0.2,0.5
258,0,0,0,0,0,0.2,0,0,0.2,0.5,0
268,0,0,0,0,0,0.2,0,0,0.5,0.5,0.2
278,0,0,0,0,0,0.2,0,0.2,0,0.5,0.5
287,0,0,0,0,0,0.2,0,0.2,0.2,0.5,0.5
295,0,0,0,0,0,0.2,0,0.2,0.5,0.5,0.2
304,0,0,0,0,0,0.2,0,0.5,0,0.5,0.2
315,0,0,0,0,0,0.2,0,0.5,0.5,0,0
325,0,0,0,0,0,0.2,0.2,0,0,0,0.2
335,0,0,0,0,0,0.2,0.2,0,0.2,0,0.5
345,0,0,0,0,0,0.2,0.2,0,0.5,0.2,0
354,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0
364,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2
374,0,0,0,0,0,0.2,0.2,0.2,0.5,0.2,0.5
384,0,0,0,0,0,0.2,0.2,0.5,0,0.5,0
395,0,0,0,0,0,0.2,0.2,0.5,0.2,0.5,0.5
410,0,0,0,0,0,0.2,0.5,0,0,0.2,0.5
419,0,0,0,0,0,0.2,0.5,0,0.2,0.2,0.5
427,0,0,0,0,0,0.2,0.5,0,0.5,0.2,0.2
436,0,0,0,0,0,0.2,0.5,0.2,0,0.2,0.2
454,0,0,0,0,0,0.2,0.5,0.2,0.5,0.2,0.2
467,0,0,0,0,0,0.2,0.5,0.5,0,0.5,0.5
479,0,0,0,0,0,0.2,0.5,0.5,0.5,0,0.5
485,0,0,0,0,0,0.2,0.5,0.5,0.5,0.5,0.5
495,0,0,0,0,0,0.5,0,0,0.2,0,0
505,0,0,0,0,0,0.5,0,0,0.5,0,0.2
515,0,0,0,0,0,0.5,0,0.2,0,0,0.5
529,0,0,0,0,0,0.5,0,0.2,0.2,0.5,0.2
539,0,0,0,0,0,0.5,0,0.2,0.5,0.5,0.5
547,0,0,0,0,0,0.5,0,0.5,0,0.5,0.2
557,0,0,0,0,0,0.5,0,0.5,0.2,0.5,0.5
566,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5
585,0,0,0,0,0,0.5,0.2,0,0.5,0,0
594,0,0,0,0,0,0.5,0.2,0.2,0,0,0
602,0,0,0,0,0,0.5,0.2,0.2,0,0.5,0.5
613,0,0,0,0,0,0.5,0.2,0.2,0.5,0,0.2
623,0,0,0,0,0,0.5,0.2,0.5,0,0,0.5
632,0,0,0,0,0,0.5,0.2,0.5,0.2,0,0.5
642,0,0,0,0,0,0.5,0.2,0.5,0.5,0.2,0
659,0,0,0,0,0,0.5,0.5,0,0.2,0,0.5
671,0,0,0,0,0,0.5,0.5,0,0.5,0.2,0.5
688,0,0,0,0,0,0.5,0.5,0.2,0.2,0.2,0.2
714,0,0,0,0,0,0.5,0.5,0.5,0.2,0.2,0
725,0,0,0,0,0,0.5,0.5,0.5,0.5,0.2,0.5
734,0,0,0,0.2,0,0,0,0,0,0.2,0.5
754,0,0,0,0.2,0,0,0,0,0.5,0.5,0.2
763,0,0,0,0.2,0,0,0,0.2,0,0.5,0.2
772,0,0,0,0.2,0,0,0,0.2,0.2,0.5,0.2
782,0,0,0,0.2,0,0,0,0.2,0.5,0.5,0.5
792,0,0,0,0.2,0,0,0,0.5,0.2,0,0
802,0,0,0,0.2,0,0,0,0.5,0.5,0,0.2
812,0,0,0,0.2,0,0,0.2,0,0,0,0.5
822,0,0,0,0.2,0,0,0.2,0,0.2,0.2,0
835,0,0,0,0.2,0,0,0.2,0,0.5,0.5,0.2
849,0,0,0,0.2,0,0,0.2,0.2,0.2,0.2,0
857,0,0,0,0.2,0,0,0.2,0.2,0.5,0,0.5
866,0,0,0,0.2,0,0,0.2,0.5,0,0,0.5
876,0,0,0,0.2,0,0,0.2,0.5,0.2,0.2,0
883,0,0,0,0.2,0,0,0.2,0.5,0.5,0,0.2
895,0,0,0,0.2,0,0,0.5,0,0,0.2,0.2
904,0,0,0,0.2,0,0,0.5,0,0.2,0.2,0.2
913,0,0,0,0.2,0,0,0.5,0,0.5,0.2,0.2
932,0,0,0,0.2,0,0,0.5,0.2,0.2,0.2,0.5
946,0,0,0,0.2,0,0,0.5,0.5,0,0,0.2
969,0,0,0,0.2,0,0,0.5,0.5,0.5,0.5,0
999,0,0,0,0.2,0,0.2,0,0.2,0,0,0
1008,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0
1018,0,0,0,0.2,0,0.2,0,0.2,0.5,0,0.2
1028,0,0,0,0.2,0,0.2,0,0.5,0,0,0.5
1038,0,0,0,0.2,0,0.2,0,0.5,0.2,0.2,0
1046,0,0,0,0.2,0,0.2,0,0.5,0.5,0,0.5
1072,0,0,0,0.2,0,0.2,0.2,0,0.5,0,0.2
1082,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0.5
1089,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,0
1108,0,0,0,0.2,0,0.2,0.2,0.5,0,0,0.2
1116,0,0,0,0.2,0,0.2,0.2,0.5,0.2,0,0
1126,0,0,0,0.2,0,0.2,0.2,0.5,0.5,0,0.2
1198,0,0,0,0.2,0,0.2,0.5,0.5,0.2,0,0.2
1217,0,0,0,0.2,0,0.5,0,0,0,0,0.5
1226,0,0,0,0.2,0,0.5,0,0,0.2,0,0.5
1235,0,0,0,0.2,0,0.5,0,0,0.5,0,0.5
1244,0,0,0,0.2,0,0.5,0,0.2,0,0,0.5
1251,0,0,0,0.2,0,0.5,0,0.2,0.2,0,0
1267,0,0,0,0.2,0,0.5,0,0.2,0.5,0.5,0.2
1279,0,0,0,0.2,0,0.5,0,0.5,0.2,0,0.2
1290,0,0,0,0.2,0,0.5,0,0.5,0.5,0.2,0
1294,0,0,0,0.2,0,0.5,0,0.5,0.5,0.5,0.2
1341,0,0,0,0.2,0,0.5,0.2,0.2,0.5,0,0
1350,0,0,0,0.2,0,0.5,0.2,0.5,0,0,0
1368,0,0,0,0.2,0,0.5,0.2,0.5,0.5,0,0
1376,0,0,0,0.2,0,0.5,0.2,0.5,0.5,0.5,0.5
1426,0,0,0,0.2,0,0.5,0.5,0.2,0.5,0.2,0.2
1435,0,0,0,0.2,0,0.5,0.5,0.5,0,0.2,0.2
1443,0,0,0,0.2,0,0.5,0.5,0.5,0.2,0.2,0
1451,0,0,0,0.2,0,0.5,0.5,0.5,0.5,0,0.5
1615,0,0,0,0.5,0,0,0.2,0.5,0.5,0.2,0.2
1677,0,0,0,0.5,0,0,0.5,0.5,0,0.2,0
1695,0,0,0,0.5,0,0,0.5,0.5,0.5,0.2,0
1800,0,0,0,0.5,0,0.2,0.2,0,0.5,0,0
1809,0,0,0,0.5,0,0.2,0.2,0.2,0,0,0
1828,0,0,0,0.5,0,0.2,0.2,0.2,0.5,0,0.2
1891,0,0,0,0.5,0,0.2,0.5,0.2,0,0,0.2
1899,0,0,0,0.5,0,0.2,0.5,0.2,0.2,0,0
1940,0,0,0,0.5,0,0.2,0.5,0.5,0.5,0.2,0.5
1989,0,0,0,0.5,0,0.5,0,0.2,0.5,0,0
2009,0,0,0,0.5,0,0.5,0,0.5,0.2,0,0.5
2088,0,0,0,0.5,0,0.5,0.2,0.5,0.2,0,0
2115,0,0,0,0.5,0,0.5,0.5,0,0.2,0,0
2151,0,0,0,0.5,0,0.5,0.5,0.2,0.5,0,0
2171,0,0,0,0.5,0,0.5,0.5,0.5,0.2,0,0.5
2191,0,0,0.2,0,0,0,0,0,0,0.2,0.2
2197,0,0,0.2,0,0,0,0,0,0.2,0,0.2
2205,0,0,0.2,0,0,0,0,0,0.5,0,0
2213,0,0,0.2,0,0,0,0,0,0.5,0.5,0.5
2220,0,0,0.2,0,0,0,0,0.2,0,0.5,0
2226,0,0,0.2,0,0,0,0,0.2,0.2,0.2,0
2240,0,0,0.2,0,0,0,0,0.2,0.5,0.5,0.5
2247,0,0,0.2,0,0,0,0,0.5,0,0.5,0
2253,0,0,0.2,0,0,0,0,0.5,0.2,0.2,0
2270,0,0,0.2,0,0,0,0.2,0,0,0,0.5
2278,0,0,0.2,0,0,0,0.2,0,0.2,0,0.2
2285,0,0,0.2,0,0,0,0.2,0,0.2,0.5,0.5
2292,0,0,0.2,0,0,0,0.2,0,0.5,0.5,0
2299,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0.2
2305,0,0,0.2,0,0,0,0.2,0.2,0.2,0,0.2
2313,0,0,0.2,0,0,0,0.2,0.2,0.5,0,0
2320,0,0,0.2,0,0,0,0.2,0.2,0.5,0.5,0.2
2327,0,0,0.2,0,0,0,0.2,0.5,0,0.2,0.5
2333,0,0,0.2,0,0,0,0.2,0.5,0.2,0,0.5
2341,0,0,0.2,0,0,0,0.2,0.5,0.5,0,0.2
2374,0,0,0.2,0,0,0,0.5,0,0.5,0.5,0.2
2381,0,0,0.2,0,0,0,0.5,0.2,0,0.2,0.5
2388,0,0,0.2,0,0,0,0.5,0.2,0.2,0.2,0
2393,0,0,0.2,0,0,0,0.5,0.2,0.2,0.5,0.5
2400,0,0,0.2,0,0,0,0.5,0.2,0.5,0.5,0
2408,0,0,0.2,0,0,0,0.5,0.5,0,0.2,0.5
2415,0,0,0.2,0,0,0,0.5,0.5,0.2,0.2,0
2422,0,0,0.2,0,0,0,0.5,0.5,0.5,0,0.2
2429,0,0,0.2,0,0,0,0.5,0.5,0.5,0.5,0.5
2436,0,0,0.2,0,0,0.2,0,0,0,0.5,0
2443,0,0,0.2,0,0,0.2,0,0,0.2,0.2,0.2
2449,0,0,0.2,0,0,0.2,0,0,0.5,0,0.2
2455,0,0,0.2,0,0,0.2,0,0,0.5,0.5,0.2
2461,0,0,0.2,0,0,0.2,0,0.2,0,0.2,0.2
2468,0,0,0.2,0,0,0.2,0,0.2,0.2,0,0.5
