47,0,0,0,0,0,0
58,0,0,0,0,0,0
65,0,0,0,0,0,0
76,0,0,0,0,0,0
83,0,0,0,0,0,0
91,0,0,0,0,0,0
99,0,0,0,0,0,0
107,0,0,0,0,0,0
118,0,0,0,0,0,0
124,0,0,0,0,0,0
135,0,0,0,0,0,0
138,0,0,0,0,0,0
146,0,0,0,0,0,0
156,0,0,0,0,0,0
165,0,0,0,0,0,0
172,0,0,0,0,0,0
182,0,0,0,0,0,0
193,0,0,0,0,0,0
203,0,0,0,0,0,0
215,0,0,0,0,0,0
227,0,0,0,0,0,0
234,0,0,0,0,0,0
243,0,0,0,0,0,0
254,0,0,0,0,0,0
266,0,0,0,0,0,0
276,0,2,0,0,0,0
288,0,0,0,0,0,0
298,0,0,0,0,0,0
308,0,0,0,0,0,0
322,0,4,0,0,0,4
332,0,0,0,0,0,0
342,0,0,0,0,0,0
351,0,0,0,0,0,0
360,0,0,0,0,0,0
370,0,0,0,0,0,0
378,0,0,0,0,0,0
385,0,0,0,0,0,0
399,0,0,0,0,0,0
415,0,0,0,0,0,0
437,0,0,0,0,0,0
451,0,0,0,0,0,0
460,0,0,0,0,0,0
481,0,0,0,0,0,0
491,0,0,0,0,0,0
501,0,0,0,0,0,0
512,0,0,0,0,0,0
522,0,0,0,0,0,0
532,0,0,0,0,0,0
542,0,0,0,0,0,0
555,1,8,0,0,0,7
565,0,1,0,0,0,1
576,0,0,0,0,0,0
586,0,0,0,0,0,0
596,0,0,0,0,0,0
606,0,0,0,0,0,0
616,0,0,0,0,0,0
626,0,0,0,0,0,0
646,0,0,0,0,0,0
657,0,0,0,0,0,0
667,0,0,0,0,0,0
677,0,0,0,0,0,0
697,0,0,0,0,0,0
713,0,0,0,0,0,0
722,0,0,0,0,0,0
731,0,0,0,0,0,0
741,0,0,0,0,0,0
751,0,0,0,0,0,0
761,0,0,0,0,0,0
771,0,0,2,0,0,0
781,0,0,0,0,0,0
791,0,0,0,0,0,0
801,0,0,0,0,0,0
811,0,0,0,0,0,0
821,0,0,0,0,0,0
831,0,0,0,0,0,0
856,0,0,0,0,0,0
869,0,0,0,0,0,0
877,0,0,0,0,0,0
886,0,0,0,0,0,0
917,0,0,0,0,0,0
929,0,0,0,0,0,0
939,0,0,0,0,0,0
949,0,0,0,0,0,0
959,0,0,0,0,0,0
968,0,0,0,0,0,0
998,0,0,0,0,0,0
1009,0,0,0,0,0,0
1019,0,0,0,0,0,0
1030,0,0,0,0,0,0
1039,0,0,0,0,0,0
1049,0,0,0,0,0,0
1066,0,0,0,0,0,0
1091,0,0,0,0,0,0
1101,0,0,0,0,0,0
1110,0,0,0,0,0,0
1118,0,0,0,0,0,0
1131,0,0,2,0,0,0
1166,0,0,0,0,0,0
1180,0,0,0,0,0,0
1188,0,0,0,0,0,0
1192,0,0,0,0,0,0
1201,0,0,0,0,0,0
1210,0,0,0,0,0,0
1229,0,0,0,0,0,0
1238,0,0,0,0,0,0
1247,0,0,0,0,0,0
1256,0,0,0,0,0,0
1265,0,0,0,0,0,0
1274,0,0,0,0,0,0
1283,0,0,0,0,0,0
1292,0,0,0,0,0,0
1319,0,0,0,0,0,0
1328,0,0,0,0,0,0
1336,0,0,0,0,0,0
1345,0,0,0,0,0,0
1354,0,0,0,0,0,0
1362,0,0,0,0,0,0
1372,0,0,0,0,0,0
1386,0,0,0,0,0,0
1399,0,0,0,0,0,0
1425,0,0,0,0,0,0
1436,0,0,0,0,0,0
1444,0,0,0,0,0,0
1453,0,0,0,0,0,0
1485,0,0,0,0,0,0
1670,0,0,0,0,0,0
1679,0,0,0,0,0,0
1687,0,0,0,0,0,0
1696,0,0,0,0,0,0
1773,0,0,0,0,0,0
1881,0,0,0,0,0,0
1937,0,0,0,0,0,0
4486,0,0,0,0,0,0
4493,0,0,0,0,0,0
4506,0,0,0,0,0,0
4513,0,0,0,0,0,0
4523,0,0,0,0,0,0
4533,0,0,0,0,0,0
4545,0,0,0,0,0,0
4555,0,0,0,0,0,0
4564,0,0,0,0,0,0
4575,0,0,0,0,0,0
4584,0,0,0,0,0,0
4593,0,0,0,0,0,0
4603,0,0,0,0,0,0
4613,0,0,0,0,0,0
4622,0,0,0,0,0,0
4633,0,0,0,0,0,0
4665,0,0,0,0,0,0
4674,0,0,0,0,0,0
4699,0,0,0,0,0,0
4708,0,0,0,0,0,0
4718,0,0,0,0,0,0
4730,0,0,0,0,0,0
4739,0,0,0,0,0,0
4748,0,0,0,0,0,0
4758,0,0,0,0,0,0
4768,0,0,0,0,0,0
4776,0,0,0,0,0,0
4808,0,0,0,0,0,0
4818,0,0,0,0,0,0
4827,0,0,0,0,0,0
4838,0,0,0,0,0,0
4848,0,0,0,0,0,0
4858,0,0,0,0,0,0
4868,0,0,0,0,0,0
4878,0,0,0,0,0,0
4907,0,0,0,0,0,0
4918,0,0,0,0,0,0
4927,0,0,0,0,0,0
