13,0,0,0,0,0,0
18,0,0,0,0,0,0
25,0,0,0,0,0,0
32,0,0,0,0,0,0
38,0,0,0,0,0,0
48,0,0,0,0,0,0
53,0,0,0,0,0,0
61,0,0,0,0,0,0
69,1,7,0,0,0,7
77,0,0,0,0,0,0
86,0,0,0,0,0,0
95,0,0,0,0,0,0
103,0,0,0,0,0,0
111,0,0,0,0,0,0
119,0,0,0,0,0,0
127,0,0,0,0,0,0
133,0,0,0,0,0,0
141,0,2,0,0,0,0
151,0,0,0,0,0,0
158,0,0,0,0,0,0
167,0,0,0,0,0,0
177,0,0,0,0,0,0
187,0,0,0,0,0,0
197,0,0,0,0,0,0
206,0,0,0,0,0,0
216,0,0,0,0,0,0
224,0,0,0,0,0,0
237,0,0,0,0,0,0
247,0,0,0,0,0,0
257,0,0,0,0,0,0
267,0,0,0,0,0,0
277,0,0,0,0,0,0
286,0,0,0,0,0,0
294,0,5,0,0,0,5
306,0,0,0,0,0,0
316,0,0,0,0,0,0
327,0,0,0,0,0,0
337,0,0,0,0,0,0
346,0,0,0,0,0,0
356,0,0,0,0,0,0
365,0,0,0,0,0,0
375,0,1,2,0,0,0
390,0,0,0,0,0,0
401,0,0,0,0,0,0
417,0,0,0,0,0,0
431,0,0,0,0,0,0
458,0,0,0,0,0,0
470,0,0,0,0,0,0
477,0,0,0,0,0,0
484,0,0,0,0,0,0
494,0,0,0,0,0,0
504,0,0,0,0,0,0
514,0,0,0,0,0,0
526,0,0,0,0,0,0
534,0,0,0,0,0,0
543,3,1,0,0,0,4
553,0,0,0,0,0,0
563,0,0,0,0,0,0
581,0,0,0,0,0,0
592,0,0,0,0,0,0
603,0,0,0,0,0,0
612,0,0,0,0,0,0
620,0,0,0,0,0,0
633,0,0,0,0,0,0
643,0,0,0,0,0,0
668,0,0,0,0,0,0
680,0,0,0,0,0,0
693,0,0,0,0,0,0
703,0,0,0,0,0,0
712,0,0,0,0,0,0
721,0,0,0,0,0,0
729,0,0,0,0,0,0
739,0,0,0,0,0,0
748,0,0,0,0,0,0
759,0,0,0,0,0,0
766,0,0,0,0,0,0
780,0,1,1,0,0,0
790,0,0,0,0,0,0
800,0,0,0,0,0,0
810,0,0,0,0,0,0
820,0,0,0,0,0,0
829,0,0,0,0,0,0
836,0,0,0,0,0,0
850,0,0,0,0,0,0
859,0,0,0,0,0,0
867,0,0,0,0,0,0
872,0,0,0,0,0,0
882,0,0,0,0,0,0
892,0,0,0,0,0,0
902,0,0,0,0,0,0
912,0,0,0,0,0,0
922,0,0,0,0,0,0
958,0,0,0,0,0,0
967,0,0,0,0,0,0
976,0,0,0,0,0,0
986,0,0,0,0,0,0
1016,0,0,0,0,0,0
1025,0,0,0,0,0,0
1035,0,0,0,0,0,0
1045,0,0,0,0,0,0
1055,0,0,0,0,0,0
1065,0,0,0,0,0,0
1076,0,0,0,0,0,0
1090,0,0,0,0,0,0
1100,0,0,0,0,0,0
1109,0,0,0,0,0,0
1117,0,0,0,0,0,0
1128,0,0,0,0,0,0
1136,0,0,0,0,0,0
1156,0,0,0,0,0,0
1174,0,0,0,0,0,0
1199,0,0,0,0,0,0
1208,0,0,0,0,0,0
1233,0,0,0,0,0,0
1242,0,0,0,0,0,0
1260,0,0,0,0,0,0
1268,0,0,0,0,0,0
1275,0,1,2,0,0,0
1287,0,0,0,0,0,0
1297,0,0,0,0,0,0
1307,0,0,0,0,0,0
1314,0,0,0,0,0,0
1325,0,0,0,0,0,0
1334,0,0,0,0,0,0
