#---------- Tue Nov 29 16:11:12 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
2,true,0.01,1
5,true,0.01,1
8,true,0.01,1
11,true,0.01,1
15,true,0.01,1
21,true,0.01,1
26,true,0.01,1
33,true,0.01,1
40,true,0.01,1
46,true,0.01,1
56,true,0.01,1
68,true,0.01,1
74,true,0.01,1
85,true,0.01,1
93,true,0.01,1
100,true,0.01,1
110,true,0.01,1
117,true,0.01,1
122,true,0.01,1
130,true,0.01,1
139,true,0.01,1
147,true,0.01,1
155,true,0.01,1
166,true,0.01,1
176,true,0.01,1
186,true,0.01,1
195,true,0.01,1
204,true,0.01,1
213,true,0.01,1
225,true,0.01,1
232,true,0.01,1
245,true,0.01,1
255,true,0.01,1
263,true,0.01,1
275,true,0.01,1
282,true,0.01,1
292,true,0.01,1
301,true,0.01,1
309,true,0.01,1
318,true,0.01,1
326,true,0.01,1
336,true,0.01,1
348,false,0.01,1
358,true,0.01,1
369,true,0.01,1
376,true,0.01,1
387,true,0.01,1
394,true,0.01,1
408,true,0.01,1
416,true,0.01,1
426,true,0.01,1
441,true,0.01,1
449,true,0.01,1
459,true,0.01,1
464,true,0.01,1
475,true,0.01,1
487,true,0.01,1
497,true,0.01,1
510,true,0.01,1
519,true,0.01,1
528,true,0.01,1
537,true,0.01,1
549,true,0.01,1
559,true,0.01,1
569,true,0.01,1
579,true,0.01,1
589,true,0.01,1
599,true,0.01,1
609,false,0.01,1
619,true,0.01,1
629,true,0.01,1
638,true,0.01,1
649,false,0.01,1
660,false,0.01,1
673,false,0.01,1
681,false,0.01,1
687,true,0.01,1
699,false,0.01,1
707,true,0.01,1
717,false,0.01,1
727,false,0.01,1
737,true,0.01,1
747,true,0.01,1
757,true,0.01,1
768,true,0.01,1
776,true,0.01,1
788,true,0.01,1
797,true,0.01,1
806,true,0.01,1
816,false,0.01,1
827,true,0.01,1
840,true,0.01,1
842,true,0.01,1
851,true,0.01,1
861,true,0.01,1
871,true,0.01,1
881,true,0.01,1
891,true,0.01,1
901,true,0.01,1
911,true,0.01,1
921,true,0.01,1
931,true,0.01,1
941,true,0.01,1
952,true,0.01,1
966,true,0.01,1
974,true,0.01,1
983,true,0.01,1
992,true,0.01,1
1002,true,0.01,1
1014,true,0.01,1
1024,true,0.01,1
1034,true,0.01,1
1043,true,0.01,1
1052,true,0.01,1
1061,false,0.01,1
1070,false,0.01,1
1079,false,0.01,1
1093,true,0.01,1
1102,true,0.01,1
1111,true,0.01,1
1119,true,0.01,1
1127,true,0.01,1
1140,false,0.01,1
1145,true,0.01,1
1157,true,0.01,1
1170,true,0.01,1
1178,false,0.01,1
1189,true,0.01,1
1193,true,0.01,1
1202,true,0.01,1
1211,true,0.01,1
1219,true,0.01,1
1228,true,0.01,1
1237,true,0.01,1
1246,true,0.01,1
1255,true,0.01,1
1263,true,0.01,1
1269,true,0.01,1
1276,true,0.01,1
1289,true,0.01,1
1300,false,0.01,1
1306,true,0.01,1
1316,true,0.01,1
1323,true,0.01,1
1333,true,0.01,1
1342,true,0.01,1
1351,true,0.01,1
1357,false,0.01,1
1365,false,0.01,1
1375,false,0.01,1
1384,false,0.01,1
1393,false,0.01,1
1402,false,0.01,1
1410,false,0.01,1
1416,false,0.01,1
1429,false,0.01,1
1438,false,0.01,1
1448,false,0.01,1
1459,false,0.01,1
1466,false,0.01,1
1475,false,0.01,1
1484,false,0.01,1
1493,false,0.01,1
1501,false,0.01,1
1511,false,0.01,1
1517,false,0.01,1
1528,false,0.01,1
1538,false,0.01,1
1540,false,0.01,1
1553,false,0.01,1
1560,false,0.01,1
1573,false,0.01,1
1582,false,0.01,1
1591,false,0.01,1
1599,false,0.01,1
1604,true,0.01,1
1613,false,0.01,1
1627,false,0.01,1
1634,false,0.01,1
1640,true,0.01,1
1648,true,0.01,1
1657,true,0.01,1
1665,true,0.01,1
1674,true,0.01,1
1682,false,0.01,1
1690,false,0.01,1
1698,false,0.01,1
1707,false,0.01,1
1716,false,0.01,1
1725,false,0.01,1
1734,false,0.01,1
1743,false,0.01,1
1747,false,0.01,1
1762,false,0.01,1
1766,false,0.01,1
1781,false,0.01,1
1788,false,0.01,1
1796,false,0.01,1
1806,false,0.01,1
1812,false,0.01,1
1823,false,0.01,1
1827,true,0.01,1
1838,false,0.01,1
1853,false,0.01,1
1861,false,0.01,1
1866,false,0.01,1
1871,false,0.01,1
1879,false,0.01,1
1887,false,0.01,1
1895,false,0.01,1
1903,false,0.01,1
1911,false,0.01,1
1919,true,0.01,1
1927,true,0.01,1
1935,true,0.01,1
1943,false,0.01,1
1951,false,0.01,1
1959,false,0.01,1
1967,false,0.01,1
1975,false,0.01,1
1979,false,0.01,1
1987,false,0.01,1
1994,false,0.01,1
2003,false,0.01,1
2010,false,0.01,1
2016,true,0.01,1
2023,false,0.01,1
2030,false,0.01,1
2037,false,0.01,1
2044,false,0.01,1
2051,false,0.01,1
2058,false,0.01,1
2065,false,0.01,1
2072,false,0.01,1
2081,false,0.01,1
2089,false,0.01,1
2098,true,0.01,1
2105,false,0.01,1
2112,false,0.01,1
2118,false,0.01,1
2124,true,0.01,1
2131,false,0.01,1
2138,false,0.01,1
2144,false,0.01,1
2150,false,0.01,1
2157,false,0.01,1
2165,false,0.01,1
2172,false,0.01,1
2178,true,0.01,1
2185,false,0.01,1
2192,true,0.01,1
2200,true,0.01,1
2206,true,0.01,1
2212,true,0.01,1
2219,true,0.01,1
2227,true,0.01,1
2233,true,0.01,1
2239,true,0.01,1
2246,true,0.01,1
2254,true,0.01,1
2260,true,0.01,1
2267,true,0.01,1
2274,true,0.01,1
2281,true,0.01,1
2288,true,0.01,1
2295,true,0.01,1
2302,true,0.01,1
2309,true,0.01,1
2316,true,0.01,1
2321,true,0.01,1
2328,true,0.01,1
2335,true,0.01,1
2343,true,0.01,1
2348,true,0.01,1
2355,false,0.01,1
2362,true,0.01,1
2369,true,0.01,1
2376,true,0.01,1
2383,true,0.01,1
2390,true,0.01,1
2397,true,0.01,1
2403,true,0.01,1
2407,true,0.01,1
2414,true,0.01,1
2421,true,0.01,1
2428,true,0.01,1
2435,true,0.01,1
2442,true,0.01,1
2448,true,0.01,1
2456,true,0.01,1
2463,true,0.01,1
2470,true,0.01,1
2475,true,0.01,1
2484,true,0.01,1
2492,true,0.01,1
2499,true,0.01,1
2503,true,0.01,1
2510,true,0.01,1
2516,true,0.01,1
2524,true,0.01,1
2531,true,0.01,1
2540,true,0.01,1
2547,true,0.01,1
2553,false,0.01,1
2561,true,0.01,1
2568,true,0.01,1
2572,true,0.01,1
2579,true,0.01,1
2586,true,0.01,1
2592,false,0.01,1
2599,false,0.01,1
2606,false,0.01,1
2614,true,0.01,1
2623,true,0.01,1
2630,true,0.01,1
2635,false,0.01,1
2642,true,0.01,1
2650,true,0.01,1
2657,true,0.01,1
2664,true,0.01,1
2671,true,0.01,1
2678,true,0.01,1
2685,true,0.01,1
2690,true,0.01,1
2698,true,0.01,1
2705,true,0.01,1
2712,true,0.01,1
2718,true,0.01,1
2725,true,0.01,1
2733,true,0.01,1
2739,true,0.01,1
2746,true,0.01,1
2753,true,0.01,1
2760,false,0.01,1
2766,true,0.01,1
2772,true,0.01,1
2779,false,0.01,1
2786,true,0.01,1
2793,true,0.01,1
2800,true,0.01,1
2809,true,0.01,1
2817,true,0.01,1
2824,true,0.01,1
2831,true,0.01,1
2838,false,0.01,1
#---------- Tue Nov 29 18:56:37 PST 2022 ----------
#Format: Task Counter Number,Did Simulation Succeed,Last Step Size Used,Number of Simulations Attempted
4479,true,0.01,1
4488,true,0.01,1
4497,true,0.01,1
4507,true,0.01,1
4517,true,0.01,1
4526,true,0.01,1
4536,true,0.01,1
4546,true,0.01,1
4557,true,0.01,1
4567,true,0.01,1
4577,true,0.01,1
4586,true,0.01,1
4596,true,0.01,1
4607,true,0.01,1
4617,false,0.01,1
4627,true,0.01,1
4638,true,0.01,1
4648,true,0.01,1
4659,true,0.01,1
4668,true,0.01,1
4676,true,0.01,1
4683,true,0.01,1
4694,true,0.01,1
4703,false,0.01,1
4713,true,0.01,1
4723,true,0.01,1
4733,true,0.01,1
4744,true,0.01,1
4753,true,0.01,1
4763,true,0.01,1
4773,true,0.01,1
4783,true,0.01,1
4793,true,0.01,1
4804,true,0.01,1
4814,true,0.01,1
4824,true,0.01,1
4834,true,0.01,1
4844,true,0.01,1
4854,true,0.01,1
4864,true,0.01,1
4874,true,0.01,1
4886,true,0.01,1
4898,true,0.01,1
4908,true,0.01,1
4917,true,0.01,1
4928,true,0.01,1
4939,true,0.01,1
4949,false,0.01,1
4959,true,0.01,1
4969,true,0.01,1
4979,true,0.01,1
4989,true,0.01,1
4999,true,0.01,1
5008,true,0.01,1
5017,true,0.01,1
5027,false,0.01,1
5040,false,0.01,1
5050,true,0.01,1
5058,true,0.01,1
5066,false,0.01,1
5074,false,0.01,1
5082,false,0.01,1
5090,true,0.01,1
5098,true,0.01,1
5106,true,0.01,1
5114,false,0.01,1
5121,true,0.01,1
5130,true,0.01,1
5139,true,0.01,1
5148,true,0.01,1
5157,true,0.01,1
5167,false,0.01,1
5175,true,0.01,1
5185,true,0.01,1
5193,true,0.01,1
5202,true,0.01,1
5210,true,0.01,1
5218,true,0.01,1
5226,true,0.01,1
5233,true,0.01,1
5241,true,0.01,1
5246,true,0.01,1
5254,true,0.01,1
5262,true,0.01,1
5270,false,0.01,1
5278,true,0.01,1
5286,true,0.01,1
5293,true,0.01,1
5301,true,0.01,1
5309,true,0.01,1
5317,true,0.01,1
5325,true,0.01,1
5333,true,0.01,1
5341,true,0.01,1
5349,true,0.01,1
5356,false,0.01,1
5362,true,0.01,1
5369,true,0.01,1
5380,true,0.01,1
5389,true,0.01,1
5397,true,0.01,1
5403,true,0.01,1
5411,false,0.01,1
5418,true,0.01,1
5428,true,0.01,1
5438,true,0.01,1
5448,true,0.01,1
5454,true,0.01,1
5463,true,0.01,1
5471,true,0.01,1
5479,true,0.01,1
5487,true,0.01,1
5495,true,0.01,1
5503,true,0.01,1
5509,true,0.01,1
5517,true,0.01,1
5525,false,0.01,1
5533,false,0.01,1
5541,false,0.01,1
5549,true,0.01,1
5557,true,0.01,1
5564,true,0.01,1
5573,true,0.01,1
5584,true,0.01,1
5592,true,0.01,1
5599,false,0.01,1
5606,true,0.01,1
5614,true,0.01,1
5622,true,0.01,1
5630,true,0.01,1
5639,true,0.01,1
5648,true,0.01,1
5656,true,0.01,1
5664,true,0.01,1
5671,true,0.01,1
5680,true,0.01,1
5692,true,0.01,1
5699,true,0.01,1
5708,true,0.01,1
5718,true,0.01,1
5724,true,0.01,1
5733,true,0.01,1
5743,true,0.01,1
5753,true,0.01,1
5762,true,0.01,1
5773,true,0.01,1
5781,true,0.01,1
5789,true,0.01,1
5798,true,0.01,1
5805,true,0.01,1
5815,true,0.01,1
5824,true,0.01,1
5834,false,0.01,1
5842,true,0.01,1
5852,false,0.01,1
5863,true,0.01,1
5869,false,0.01,1
5877,false,0.01,1
5885,false,0.01,1
5894,false,0.01,1
5900,true,0.01,1
5909,true,0.01,1
5917,false,0.01,1
5925,true,0.01,1
5932,true,0.01,1
5942,true,0.01,1
5952,true,0.01,1
5957,false,0.01,1
5965,true,0.01,1
5973,true,0.01,1
5981,true,0.01,1
5986,true,0.01,1
5999,false,0.01,1
6005,false,0.01,1
6016,true,0.01,1
6022,true,0.01,1
6031,true,0.01,1
6040,true,0.01,1
6048,true,0.01,1
6054,true,0.01,1
6063,false,0.01,1
6073,true,0.01,1
6082,false,0.01,1
6090,false,0.01,1
6101,false,0.01,1
6106,true,0.01,1
6112,true,0.01,1
6123,true,0.01,1
6130,true,0.01,1
6144,false,0.01,1
6148,false,0.01,1
6156,true,0.01,1
6165,true,0.01,1
6174,true,0.01,1
6185,true,0.01,1
6193,true,0.01,1
6203,true,0.01,1
6215,true,0.01,1
6222,true,0.01,1
6229,true,0.01,1
6241,false,0.01,1
6247,true,0.01,1
6258,true,0.01,1
6265,true,0.01,1
6273,true,0.01,1
6281,false,0.01,1
6288,false,0.01,1
6293,true,0.01,1
6302,true,0.01,1
6311,true,0.01,1
6321,true,0.01,1
6328,true,0.01,1
6337,true,0.01,1
6350,false,0.01,1
6356,true,0.01,1
6368,false,0.01,1
6373,true,0.01,1
6386,false,0.01,1
6393,true,0.01,1
6398,false,0.01,1
6406,false,0.01,1
6414,false,0.01,1
6422,false,0.01,1
6426,true,0.01,1
6436,true,0.01,1
6445,true,0.01,1
6455,true,0.01,1
6463,true,0.01,1
6471,true,0.01,1
6479,false,0.01,1
6487,false,0.01,1
6495,false,0.01,1
6502,false,0.01,1
6507,true,0.01,1
6516,true,0.01,1
6524,false,0.01,1
6532,false,0.01,1
6540,false,0.01,1
6548,false,0.01,1
6556,false,0.01,1
6563,true,0.01,1
6574,true,0.01,1
6581,true,0.01,1
6591,true,0.01,1
6596,true,0.01,1
6604,true,0.01,1
6612,true,0.01,1
6620,true,0.01,1
6627,true,0.01,1
6633,true,0.01,1
6642,true,0.01,1
6650,true,0.01,1
6658,true,0.01,1
6666,true,0.01,1
6674,true,0.01,1
6682,true,0.01,1
6691,true,0.01,1
6699,true,0.01,1
6707,true,0.01,1
6718,true,0.01,1
6726,true,0.01,1
6733,true,0.01,1
6742,true,0.01,1
6749,true,0.01,1
6757,true,0.01,1
6767,true,0.01,1
6775,true,0.01,1
6786,true,0.01,1
6788,true,0.01,1
6796,true,0.01,1
6804,true,0.01,1
6812,true,0.01,1
6820,true,0.01,1
6828,true,0.01,1
6836,true,0.01,1
6844,true,0.01,1
6851,true,0.01,1
6861,true,0.01,1
6868,true,0.01,1
6877,true,0.01,1
6885,true,0.01,1
6893,true,0.01,1
6901,true,0.01,1
6909,true,0.01,1
6918,true,0.01,1
6928,true,0.01,1
6938,true,0.01,1
6947,true,0.01,1
6954,true,0.01,1
6963,true,0.01,1
6971,true,0.01,1
6979,true,0.01,1
6987,true,0.01,1
6995,true,0.01,1
7003,true,0.01,1
7011,true,0.01,1
7020,true,0.01,1
7027,true,0.01,1
7036,true,0.01,1
7046,true,0.01,1
7053,true,0.01,1
7060,true,0.01,1
7067,false,0.01,1
7078,true,0.01,1
7084,true,0.01,1
7093,true,0.01,1
7100,true,0.01,1
7108,true,0.01,1
7116,true,0.01,1
7123,true,0.01,1
7130,true,0.01,1
7138,true,0.01,1
7146,true,0.01,1
7154,true,0.01,1
7163,true,0.01,1
7173,true,0.01,1
7178,true,0.01,1
7188,true,0.01,1
